Feature,Subgenome
Zm00001d002178,maize1
Zm00001d031723,maize1
Zm00001d001927,maize1
Zm00001d031726,maize1
Zm00001d000020,maize1
Zm00001d031727,maize1
Zm00001d043596,maize1
Zm00001d053149,maize1
Zm00001d002688,maize1
Zm00001d031271,maize1
Zm00001d039183,maize1
Zm00001d038248,maize1
Zm00001d002611,maize1
Zm00001d032022,maize1
Zm00001d000409,maize1
Zm00001d002759,maize1
Zm00001d032019,maize1
Zm00001d038250,maize1
Zm00001d038574,maize1
Zm00001d035081,maize1
Zm00001d035079,maize1
Zm00001d046467,maize1
Zm00001d031074,maize1
Zm00001d044801,maize1
Zm00001d038686,maize1
Zm00001d019230,maize1
Zm00001d016285,maize1
Zm00001d032461,maize1
Zm00001d002446,maize1
Zm00001d033391,maize1
Zm00001d016982,maize1
Zm00001d017871,maize1
Zm00001d017121,maize1
Zm00001d016980,maize1
Zm00001d038689,maize1
Zm00001d027558,maize1
Zm00001d021176,maize1
Zm00001d020879,maize1
Zm00001d020921,maize1
Zm00001d048620,maize1
Zm00001d035693,maize1
Zm00001d038062,maize1
Zm00001d023843,maize1
Zm00001d039532,maize1
Zm00001d038063,maize1
Zm00001d027556,maize1
Zm00001d039530,maize1
Zm00001d027451,maize1
Zm00001d042487,maize1
Zm00001d023238,maize1
Zm00001d027449,maize1
Zm00001d027448,maize1
Zm00001d042490,maize1
Zm00001d027447,maize1
Zm00001d033482,maize1
Zm00001d034885,maize1
Zm00001d002658,maize1
Zm00001d038153,maize1
Zm00001d034509,maize1
Zm00001d037787,maize1
Zm00001d049076,maize1
Zm00001d043492,maize1
Zm00001d020280,maize1
Zm00001d033776,maize1
Zm00001d020279,maize1
Zm00001d020277,maize1
Zm00001d027421,maize1
Zm00001d027422,maize1
Zm00001d044212,maize1
Zm00001d037530,maize1
Zm00001d043580,maize1
Zm00001d015971,maize1
Zm00001d044154,maize1
Zm00001d040737,maize1
Zm00001d037872,maize1
Zm00001d037871,maize1
Zm00001d037553,maize1
Zm00001d034199,maize1
Zm00001d003373,maize1
Zm00001d045906,maize1
Zm00001d045054,maize1
Zm00001d018617,maize1
Zm00001d002054,maize1
Zm00001d042464,maize1
Zm00001d045052,maize1
Zm00001d042463,maize1
Zm00001d020954,maize1
Zm00001d045050,maize1
Zm00001d039770,maize1
Zm00001d042460,maize1
Zm00001d043295,maize1
Zm00001d002366,maize1
Zm00001d045049,maize1
Zm00001d016636,maize1
Zm00001d016635,maize1
Zm00001d044120,maize1
Zm00001d029826,maize1
Zm00001d034218,maize1
Zm00001d034689,maize1
Zm00001d034687,maize1
Zm00001d042812,maize1
Zm00001d029129,maize1
Zm00001d019510,maize1
Zm00001d024525,maize1
Zm00001d019317,maize1
Zm00001d046661,maize1
Zm00001d044261,maize1
Zm00001d016326,maize1
Zm00001d002871,maize1
Zm00001d014519,maize1
Zm00001d019579,maize1
Zm00001d014599,maize1
Zm00001d003084,maize1
Zm00001d014597,maize1
Zm00001d002872,maize1
Zm00001d014598,maize1
Zm00001d002853,maize1
Zm00001d034032,maize1
Zm00001d002854,maize1
Zm00001d043509,maize1
Zm00001d033405,maize1
Zm00001d043508,maize1
Zm00001d003172,maize1
Zm00001d024530,maize1
Zm00001d018428,maize1
Zm00001d029704,maize1
Zm00001d019474,maize1
Zm00001d035034,maize1
Zm00001d034422,maize1
Zm00001d016160,maize1
Zm00001d003153,maize1
Zm00001d014696,maize1
Zm00001d040351,maize1
Zm00001d017357,maize1
Zm00001d017353,maize1
Zm00001d042868,maize1
Zm00001d017351,maize1
Zm00001d017350,maize1
Zm00001d019106,maize1
Zm00001d003007,maize1
Zm00001d003006,maize1
Zm00001d043199,maize1
Zm00001d003005,maize1
Zm00001d023261,maize1
Zm00001d038348,maize1
Zm00001d000018,maize1
Zm00001d021951,maize1
Zm00001d021952,maize1
Zm00001d040244,maize1
Zm00001d018407,maize1
Zm00001d018406,maize1
Zm00001d028222,maize1
Zm00001d018179,maize1
Zm00001d032058,maize1
Zm00001d018370,maize1
Zm00001d018371,maize1
Zm00001d002828,maize1
Zm00001d021290,maize1
Zm00001d021291,maize1
Zm00001d020728,maize1
Zm00001d035651,maize1
Zm00001d019093,maize1
Zm00001d003950,maize1
Zm00001d034586,maize1
Zm00001d017762,maize1
Zm00001d040603,maize1
Zm00001d029653,maize1
Zm00001d003376,maize1
Zm00001d003377,maize1
Zm00001d030742,maize1
Zm00001d014744,maize1
Zm00001d017095,maize1
Zm00001d038136,maize1
Zm00001d017096,maize1
Zm00001d030744,maize1
Zm00001d038139,maize1
Zm00001d031289,maize1
Zm00001d031571,maize1
Zm00001d028715,maize1
Zm00001d042028,maize1
Zm00001d018616,maize1
Zm00001d028601,maize1
Zm00001d015509,maize1
Zm00001d028718,maize1
Zm00001d042027,maize1
Zm00001d033853,maize1
Zm00001d030172,maize1
Zm00001d034686,maize1
Zm00001d018378,maize1
Zm00001d018382,maize1
Zm00001d018382,maize1
Zm00001d031992,maize1
Zm00001d021359,maize1
Zm00001d041949,maize1
Zm00001d041948,maize1
Zm00001d052391,maize1
Zm00001d017990,maize1
Zm00001d017992,maize1
Zm00001d021971,maize1
Zm00001d029397,maize1
Zm00001d038903,maize1
Zm00001d038904,maize1
Zm00001d016520,maize1
Zm00001d003598,maize1
Zm00001d038149,maize1
Zm00001d021818,maize1
Zm00001d033890,maize1
Zm00001d028423,maize1
Zm00001d040403,maize1
Zm00001d046683,maize1
Zm00001d015956,maize1
Zm00001d018772,maize1
Zm00001d021635,maize1
Zm00001d028287,maize1
Zm00001d040270,maize1
Zm00001d021639,maize1
Zm00001d023263,maize1
Zm00001d002447,maize1
Zm00001d024545,maize1
Zm00001d002449,maize1
Zm00001d030985,maize1
Zm00001d023264,maize1
Zm00001d015401,maize1
Zm00001d033905,maize1
Zm00001d023266,maize1
Zm00001d023269,maize1
Zm00001d018403,maize1
Zm00001d042373,maize1
Zm00001d018399,maize1
Zm00001d018394,maize1
Zm00001d028297,maize1
Zm00001d028296,maize1
Zm00001d042632,maize1
Zm00001d035601,maize1
Zm00001d031986,maize1
Zm00001d023459,maize1
Zm00001d040116,maize1
Zm00001d003839,maize1
Zm00001d040117,maize1
Zm00001d040118,maize1
Zm00001d035156,maize1
Zm00001d035157,maize1
Zm00001d000021,maize1
Zm00001d021508,maize1
Zm00001d044175,maize1
Zm00001d015071,maize1
Zm00001d044116,maize1
Zm00001d046742,maize1
Zm00001d002192,maize1
Zm00001d002193,maize1
Zm00001d028952,maize1
Zm00001d029973,maize1
Zm00001d029975,maize1
Zm00001d017837,maize1
Zm00001d017836,maize1
Zm00001d017834,maize1
Zm00001d017833,maize1
Zm00001d027472,maize1
Zm00001d020109,maize1
Zm00001d033610,maize1
Zm00001d033611,maize1
Zm00001d017812,maize1
Zm00001d038944,maize1
Zm00001d043651,maize1
Zm00001d027394,maize1
Zm00001d024245,maize1
Zm00001d038240,maize1
Zm00001d022006,maize1
Zm00001d023706,maize1
Zm00001d023707,maize1
Zm00001d038272,maize1
Zm00001d017676,maize1
Zm00001d020913,maize1
Zm00001d020838,maize1
Zm00001d049301,maize1
Zm00001d042853,maize1
Zm00001d027775,maize1
Zm00001d017966,maize1
Zm00001d017965,maize1
Zm00001d017960,maize1
Zm00001d017959,maize1
Zm00001d049068,maize1
Zm00001d022518,maize1
Zm00001d017761,maize1
Zm00001d034057,maize1
Zm00001d002495,maize1
Zm00001d014794,maize1
Zm00001d028824,maize1
Zm00001d022276,maize1
Zm00001d031119,maize1
Zm00001d031118,maize1
Zm00001d027727,maize1
Zm00001d017158,maize1
Zm00001d016077,maize1
Zm00001d042264,maize1
Zm00001d014967,maize1
Zm00001d023859,maize1
Zm00001d033954,maize1
Zm00001d033957,maize1
Zm00001d037876,maize1
Zm00001d031268,maize1
Zm00001d023523,maize1
Zm00001d042090,maize1
Zm00001d003368,maize1
Zm00001d029314,maize1
Zm00001d029305,maize1
Zm00001d002230,maize1
Zm00001d002232,maize1
Zm00001d021137,maize1
Zm00001d045414,maize1
Zm00001d040464,maize1
Zm00001d035208,maize1
Zm00001d034835,maize1
Zm00001d028880,maize1
Zm00001d045204,maize1
Zm00001d035206,maize1
Zm00001d020935,maize1
Zm00001d046644,maize1
Zm00001d022326,maize1
Zm00001d022327,maize1
Zm00001d042936,maize1
Zm00001d042880,maize1
Zm00001d043202,maize1
Zm00001d029702,maize1
Zm00001d052578,maize1
Zm00001d003722,maize1
Zm00001d021673,maize1
Zm00001d002253,maize1
Zm00001d019343,maize1
Zm00001d042028,maize1
Zm00001d002255,maize1
Zm00001d002254,maize1
Zm00001d029754,maize1
Zm00001d039468,maize1
Zm00001d024816,maize1
Zm00001d002609,maize1
Zm00001d032030,maize1
Zm00001d015382,maize1
Zm00001d015216,maize1
Zm00001d048908,maize1
Zm00001d042968,maize1
Zm00001d017969,maize1
Zm00001d023872,maize1
Zm00001d023640,maize1
Zm00001d046356,maize1
Zm00001d039746,maize1
Zm00001d045535,maize1
Zm00001d018103,maize1
Zm00001d024672,maize1
Zm00001d038004,maize1
Zm00001d029835,maize1
Zm00001d043468,maize1
Zm00001d045192,maize1
Zm00001d045192,maize1
Zm00001d029558,maize1
Zm00001d045498,maize1
Zm00001d002835,maize1
Zm00001d023817,maize1
Zm00001d002129,maize1
Zm00001d039380,maize1
Zm00001d038648,maize1
Zm00001d015064,maize1
Zm00001d038576,maize1
Zm00001d021886,maize1
Zm00001d040445,maize1
Zm00001d021882,maize1
Zm00001d003631,maize1
Zm00001d029407,maize1
Zm00001d028599,maize1
Zm00001d024534,maize1
Zm00001d038085,maize1
Zm00001d035605,maize1
Zm00001d024676,maize1
Zm00001d043211,maize1
Zm00001d042930,maize1
Zm00001d044260,maize1
Zm00001d002334,maize1
Zm00001d003929,maize1
Zm00001d030682,maize1
Zm00001d028562,maize1
Zm00001d002990,maize1
Zm00001d002992,maize1
Zm00001d015853,maize1
Zm00001d028566,maize1
Zm00001d045631,maize1
Zm00001d046793,maize1
Zm00001d029318,maize1
Zm00001d020242,maize1
Zm00001d022488,maize1
Zm00001d034139,maize1
Zm00001d016561,maize1
Zm00001d014630,maize1
Zm00001d014629,maize1
Zm00001d022592,maize1
Zm00001d045318,maize1
Zm00001d028110,maize1
Zm00001d020941,maize1
Zm00001d049285,maize1
Zm00001d044726,maize1
Zm00001d033089,maize1
Zm00001d028775,maize1
Zm00001d028777,maize1
Zm00001d052992,maize1
Zm00001d044961,maize1
Zm00001d014937,maize1
Zm00001d017124,maize1
Zm00001d017125,maize1
Zm00001d037664,maize1
Zm00001d020655,maize1
Zm00001d045657,maize1
Zm00001d020100,maize1
Zm00001d039282,maize1
Zm00001d038104,maize1
Zm00001d046970,maize1
Zm00001d039527,maize1
Zm00001d039276,maize1
Zm00001d037913,maize1
Zm00001d024667,maize1
Zm00001d039274,maize1
Zm00001d031868,maize1
Zm00001d028983,maize1
Zm00001d017170,maize1
Zm00001d042014,maize1
Zm00001d042013,maize1
Zm00001d043425,maize1
Zm00001d015862,maize1
Zm00001d039967,maize1
Zm00001d024544,maize1
Zm00001d022025,maize1
Zm00001d043371,maize1
Zm00001d042064,maize1
Zm00001d022205,maize1
Zm00001d046487,maize1
Zm00001d024700,maize1
Zm00001d044717,maize1
Zm00001d023710,maize1
Zm00001d038823,maize1
Zm00001d031222,maize1
Zm00001d043595,maize1
Zm00001d029087,maize1
Zm00001d030741,maize1
Zm00001d040505,maize1
Zm00001d022427,maize1
Zm00001d003279,maize1
Zm00001d016144,maize1
Zm00001d034486,maize1
Zm00001d019866,maize1
Zm00001d034487,maize1
Zm00001d053047,maize1
Zm00001d032916,maize1
Zm00001d043094,maize1
Zm00001d043095,maize1
Zm00001d016582,maize1
Zm00001d027386,maize1
Zm00001d015077,maize1
Zm00001d015076,maize1
Zm00001d015075,maize1
Zm00001d042605,maize1
Zm00001d043805,maize1
Zm00001d045030,maize1
Zm00001d045031,maize1
Zm00001d016259,maize1
Zm00001d018902,maize1
Zm00001d016607,maize1
Zm00001d018901,maize1
Zm00001d017897,maize1
Zm00001d035695,maize1
Zm00001d038613,maize1
Zm00001d002441,maize1
Zm00001d018133,maize1
Zm00001d038612,maize1
Zm00001d038610,maize1
Zm00001d038609,maize1
Zm00001d038607,maize1
Zm00001d029501,maize1
Zm00001d046979,maize1
Zm00001d035055,maize1
Zm00001d035024,maize1
Zm00001d014889,maize1
Zm00001d035506,maize1
Zm00001d022046,maize1
Zm00001d021536,maize1
Zm00001d039444,maize1
Zm00001d045919,maize1
Zm00001d003544,maize1
Zm00001d015259,maize1
Zm00001d031921,maize1
Zm00001d002538,maize1
Zm00001d002540,maize1
Zm00001d043450,maize1
Zm00001d043452,maize1
Zm00001d040268,maize1
Zm00001d024371,maize1
Zm00001d017166,maize1
Zm00001d027335,maize1
Zm00001d040710,maize1
Zm00001d017395,maize1
Zm00001d017810,maize1
Zm00001d017396,maize1
Zm00001d017808,maize1
Zm00001d049140,maize1
Zm00001d031871,maize1
Zm00001d003432,maize1
Zm00001d024317,maize1
Zm00001d027714,maize1
Zm00001d046289,maize1
Zm00001d034827,maize1
Zm00001d021541,maize1
Zm00001d046549,maize1
Zm00001d016957,maize1
Zm00001d052573,maize1
Zm00001d023907,maize1
Zm00001d044121,maize1
Zm00001d023906,maize1
Zm00001d040279,maize1
Zm00001d032650,maize1
Zm00001d024357,maize1
Zm00001d028919,maize1
Zm00001d043446,maize1
Zm00001d028863,maize1
Zm00001d022350,maize1
Zm00001d039019,maize1
Zm00001d053022,maize1
Zm00001d053025,maize1
Zm00001d017721,maize1
Zm00001d031676,maize1
Zm00001d046675,maize1
Zm00001d014690,maize1
Zm00001d039011,maize1
Zm00001d037757,maize1
Zm00001d019752,maize1
Zm00001d019753,maize1
Zm00001d020622,maize1
Zm00001d002576,maize1
Zm00001d031747,maize1
Zm00001d002544,maize1
Zm00001d044427,maize1
Zm00001d016363,maize1
Zm00001d018362,maize1
Zm00001d028941,maize1
Zm00001d033216,maize1
Zm00001d004554,maize1
Zm00001d029090,maize1
Zm00001d029091,maize1
Zm00001d031852,maize1
Zm00001d031851,maize1
Zm00001d022245,maize1
Zm00001d021378,maize1
Zm00001d038407,maize1
Zm00001d027894,maize1
Zm00001d035776,maize1
Zm00001d038097,maize1
Zm00001d039693,maize1
Zm00001d023753,maize1
Zm00001d031959,maize1
Zm00001d031963,maize1
Zm00001d004482,maize1
Zm00001d028720,maize1
Zm00001d020392,maize1
Zm00001d043335,maize1
Zm00001d023575,maize1
Zm00001d027367,maize1
Zm00001d027369,maize1
Zm00001d016632,maize1
Zm00001d018857,maize1
Zm00001d017786,maize1
Zm00001d029039,maize1
Zm00001d038916,maize1
Zm00001d039910,maize1
Zm00001d031943,maize1
Zm00001d019328,maize1
Zm00001d031944,maize1
Zm00001d018064,maize1
Zm00001d002781,maize1
Zm00001d002782,maize1
Zm00001d019299,maize1
Zm00001d000134,maize1
Zm00001d028584,maize1
Zm00001d032339,maize1
Zm00001d028419,maize1
Zm00001d027483,maize1
Zm00001d027481,maize1
Zm00001d003183,maize1
Zm00001d001977,maize1
Zm00001d034454,maize1
Zm00001d028818,maize1
Zm00001d039135,maize1
Zm00001d042447,maize1
Zm00001d043238,maize1
Zm00001d028819,maize1
Zm00001d031283,maize1
Zm00001d033966,maize1
Zm00001d030666,maize1
Zm00001d031009,maize1
Zm00001d015361,maize1
Zm00001d040555,maize1
Zm00001d038185,maize1
Zm00001d020888,maize1
Zm00001d022462,maize1
Zm00001d022459,maize1
Zm00001d031711,maize1
Zm00001d002678,maize1
Zm00001d029107,maize1
Zm00001d018122,maize1
Zm00001d034849,maize1
Zm00001d003294,maize1
Zm00001d003295,maize1
Zm00001d039435,maize1
Zm00001d044861,maize1
Zm00001d018613,maize1
Zm00001d003164,maize1
Zm00001d038151,maize1
Zm00001d027599,maize1
Zm00001d033616,maize1
Zm00001d037632,maize1
Zm00001d038479,maize1
Zm00001d033395,maize1
Zm00001d023541,maize1
Zm00001d046574,maize1
Zm00001d033213,maize1
Zm00001d046168,maize1
Zm00001d032933,maize1
Zm00001d043414,maize1
Zm00001d043407,maize1
Zm00001d021598,maize1
Zm00001d017751,maize1
Zm00001d017752,maize1
Zm00001d052958,maize1
Zm00001d003395,maize1
Zm00001d003485,maize1
Zm00001d027457,maize1
Zm00001d002748,maize1
Zm00001d052316,maize1
Zm00001d014874,maize1
Zm00001d016947,maize1
Zm00001d016948,maize1
Zm00001d021583,maize1
Zm00001d037932,maize1
Zm00001d039113,maize1
Zm00001d016660,maize1
Zm00001d020515,maize1
Zm00001d029286,maize1
Zm00001d022394,maize1
Zm00001d022396,maize1
Zm00001d046569,maize1
Zm00001d015865,maize1
Zm00001d032980,maize1
Zm00001d022133,maize1
Zm00001d028175,maize1
Zm00001d042963,maize1
Zm00001d022537,maize1
Zm00001d027435,maize1
Zm00001d017494,maize1
Zm00001d040554,maize1
Zm00001d044112,maize1
Zm00001d039908,maize1
Zm00001d032901,maize1
Zm00001d029784,maize1
Zm00001d016234,maize1
Zm00001d045174,maize1
Zm00001d045175,maize1
Zm00001d045171,maize1
Zm00001d002757,maize1
Zm00001d042558,maize1
Zm00001d016473,maize1
Zm00001d042572,maize1
Zm00001d042573,maize1
Zm00001d032005,maize1
Zm00001d027307,maize1
Zm00001d034373,maize1
Zm00001d017570,maize1
Zm00001d034371,maize1
Zm00001d017505,maize1
Zm00001d046641,maize1
Zm00001d030894,maize1
Zm00001d031523,maize1
Zm00001d033843,maize1
Zm00001d018937,maize1
Zm00001d003664,maize1
Zm00001d031554,maize1
Zm00001d014681,maize1
Zm00001d014682,maize1
Zm00001d043044,maize1
Zm00001d043046,maize1
Zm00001d034080,maize1
Zm00001d043684,maize1
Zm00001d003347,maize1
Zm00001d033497,maize1
Zm00001d029281,maize1
Zm00001d022414,maize1
Zm00001d016152,maize1
Zm00001d046883,maize1
Zm00001d002906,maize1
Zm00001d017675,maize1
Zm00001d015844,maize1
Zm00001d028170,maize1
Zm00001d028169,maize1
Zm00001d003554,maize1
Zm00001d043680,maize1
Zm00001d022615,maize1
Zm00001d046896,maize1
Zm00001d038734,maize1
Zm00001d040297,maize1
Zm00001d031697,maize1
Zm00001d032883,maize1
Zm00001d024851,maize1
Zm00001d018280,maize1
Zm00001d015658,maize1
Zm00001d000445,maize1
Zm00001d022617,maize1
Zm00001d046961,maize1
Zm00001d027258,maize1
Zm00001d046174,maize1
Zm00001d019269,maize1
Zm00001d024600,maize1
Zm00001d039729,maize1
Zm00001d044373,maize1
Zm00001d043721,maize1
Zm00001d018977,maize1
Zm00001d021836,maize1
Zm00001d018976,maize1
Zm00001d020429,maize1
Zm00001d035646,maize1
Zm00001d038318,maize1
Zm00001d002055,maize1
Zm00001d035603,maize1
Zm00001d046725,maize1
Zm00001d039777,maize1
Zm00001d031798,maize1
Zm00001d017276,maize1
Zm00001d004051,maize1
Zm00001d015412,maize1
Zm00001d039782,maize1
Zm00001d045515,maize1
Zm00001d044728,maize1
Zm00001d017989,maize1
Zm00001d021806,maize1
Zm00001d028845,maize1
Zm00001d019445,maize1
Zm00001d030914,maize1
Zm00001d015435,maize1
Zm00001d022251,maize1
Zm00001d018074,maize1
Zm00001d014472,maize1
Zm00001d039661,maize1
Zm00001d035608,maize1
Zm00001d040060,maize1
Zm00001d040061,maize1
Zm00001d042272,maize1
Zm00001d040064,maize1
Zm00001d003429,maize1
Zm00001d031549,maize1
Zm00001d024804,maize1
Zm00001d031546,maize1
Zm00001d031545,maize1
Zm00001d002768,maize1
Zm00001d023869,maize1
Zm00001d030323,maize1
Zm00001d002917,maize1
Zm00001d018680,maize1
Zm00001d028696,maize1
Zm00001d021867,maize1
Zm00001d042267,maize1
Zm00001d046926,maize1
Zm00001d028454,maize1
Zm00001d028453,maize1
Zm00001d039420,maize1
Zm00001d034782,maize1
Zm00001d021269,maize1
Zm00001d021269,maize1
Zm00001d002138,maize1
Zm00001d027656,maize1
Zm00001d021736,maize1
Zm00001d042673,maize1
Zm00001d024824,maize1
Zm00001d048734,maize1
Zm00001d040210,maize1
Zm00001d021674,maize1
Zm00001d017936,maize1
Zm00001d020985,maize1
Zm00001d046346,maize1
Zm00001d034723,maize1
Zm00001d014813,maize1
Zm00001d029427,maize1
Zm00001d040051,maize1
Zm00001d019163,maize1
Zm00001d033494,maize1
Zm00001d002572,maize1
Zm00001d016395,maize1
Zm00001d029490,maize1
Zm00001d028469,maize1
Zm00001d040570,maize1
Zm00001d024003,maize1
Zm00001d033327,maize1
Zm00001d017931,maize1
Zm00001d044723,maize1
Zm00001d046914,maize1
Zm00001d037573,maize1
Zm00001d016406,maize1
Zm00001d017814,maize1
Zm00001d002479,maize1
Zm00001d029261,maize1
Zm00001d029262,maize1
Zm00001d033297,maize1
Zm00001d049249,maize1
Zm00001d018497,maize1
Zm00001d022558,maize1
Zm00001d032013,maize1
Zm00001d028252,maize1
Zm00001d032012,maize1
Zm00001d044237,maize1
Zm00001d046510,maize1
Zm00001d034418,maize1
Zm00001d021610,maize1
Zm00001d035005,maize1
Zm00001d021095,maize1
Zm00001d046118,maize1
Zm00001d024464,maize1
Zm00001d019274,maize1
Zm00001d001862,maize1
Zm00001d024469,maize1
Zm00001d029649,maize1
Zm00001d027620,maize1
Zm00001d044927,maize1
Zm00001d032938,maize1
Zm00001d021148,maize1
Zm00001d030217,maize1
Zm00001d032750,maize1
Zm00001d015084,maize1
Zm00001d015082,maize1
Zm00001d028274,maize1
Zm00001d033324,maize1
Zm00001d043087,maize1
Zm00001d045539,maize1
Zm00001d018510,maize1
Zm00001d021192,maize1
Zm00001d046554,maize1
Zm00001d034173,maize1
Zm00001d002347,maize1
Zm00001d014914,maize1
Zm00001d032447,maize1
Zm00001d040008,maize1
Zm00001d017553,maize1
Zm00001d042500,maize1
Zm00001d016016,maize1
Zm00001d042499,maize1
Zm00001d033654,maize1
Zm00001d016652,maize1
Zm00001d032605,maize1
Zm00001d039408,maize1
Zm00001d039406,maize1
Zm00001d043907,maize1
Zm00001d028085,maize1
Zm00001d016748,maize1
Zm00001d028399,maize1
Zm00001d031840,maize1
Zm00001d002756,maize1
Zm00001d002755,maize1
Zm00001d034601,maize1
Zm00001d034602,maize1
Zm00001d023560,maize1
Zm00001d032298,maize1
Zm00001d003651,maize1
Zm00001d003650,maize1
Zm00001d003071,maize1
Zm00001d003505,maize1
Zm00001d052354,maize1
Zm00001d029422,maize1
Zm00001d014717,maize1
Zm00001d017771,maize1
Zm00001d014621,maize1
Zm00001d029429,maize1
Zm00001d017767,maize1
Zm00001d000373,maize1
Zm00001d034897,maize1
Zm00001d039637,maize1
Zm00001d049272,maize1
Zm00001d034124,maize1
Zm00001d046581,maize1
Zm00001d048741,maize1
Zm00001d037864,maize1
Zm00001d022477,maize1
Zm00001d039059,maize1
Zm00001d001953,maize1
Zm00001d039056,maize1
Zm00001d022494,maize1
Zm00001d001806,maize1
Zm00001d034523,maize1
Zm00001d030007,maize1
Zm00001d044039,maize1
Zm00001d018719,maize1
Zm00001d032560,maize1
Zm00001d045492,maize1
Zm00001d043082,maize1
Zm00001d043081,maize1
Zm00001d039892,maize1
Zm00001d024802,maize1
Zm00001d037695,maize1
Zm00001d037696,maize1
Zm00001d024733,maize1
Zm00001d046236,maize1
Zm00001d004042,maize1
Zm00001d045967,maize1
Zm00001d034759,maize1
Zm00001d031517,maize1
Zm00001d002798,maize1
Zm00001d049218,maize1
Zm00001d016853,maize1
Zm00001d022057,maize1
Zm00001d022101,maize1
Zm00001d034108,maize1
Zm00001d031304,maize1
Zm00001d018017,maize1
Zm00001d045522,maize1
Zm00001d003106,maize1
Zm00001d043426,maize1
Zm00001d030299,maize1
Zm00001d017045,maize1
Zm00001d015071,maize1
Zm00001d002124,maize1
Zm00001d034807,maize1
Zm00001d016804,maize1
Zm00001d045872,maize1
Zm00001d037631,maize1
Zm00001d032893,maize1
Zm00001d028486,maize1
Zm00001d033334,maize1
Zm00001d044508,maize1
Zm00001d028690,maize1
Zm00001d039400,maize1
Zm00001d039402,maize1
Zm00001d029095,maize1
Zm00001d029061,maize1
Zm00001d038273,maize1
Zm00001d020442,maize1
Zm00001d031683,maize1
Zm00001d029711,maize1
Zm00001d029343,maize1
Zm00001d021438,maize1
Zm00001d021439,maize1
Zm00001d021440,maize1
Zm00001d000443,maize1
Zm00001d015198,maize1
Zm00001d046687,maize1
Zm00001d038075,maize1
Zm00001d044315,maize1
Zm00001d021241,maize1
Zm00001d039091,maize1
Zm00001d032356,maize1
Zm00001d039582,maize1
Zm00001d039583,maize1
Zm00001d028439,maize1
Zm00001d018845,maize1
Zm00001d039524,maize1
Zm00001d040127,maize1
Zm00001d040128,maize1
Zm00001d033278,maize1
Zm00001d027622,maize1
Zm00001d023365,maize1
Zm00001d021567,maize1
Zm00001d002548,maize1
Zm00001d049107,maize1
Zm00001d023311,maize1
Zm00001d022335,maize1
Zm00001d018485,maize1
Zm00001d021356,maize1
Zm00001d039429,maize1
Zm00001d043113,maize1
Zm00001d052458,maize1
Zm00001d052457,maize1
Zm00001d021665,maize1
Zm00001d021664,maize1
Zm00001d021862,maize1
Zm00001d003648,maize1
Zm00001d021386,maize1
Zm00001d024813,maize1
Zm00001d017967,maize1
Zm00001d042434,maize1
Zm00001d019283,maize1
Zm00001d024634,maize1
Zm00001d027683,maize1
Zm00001d027954,maize1
Zm00001d021705,maize1
Zm00001d034976,maize1
Zm00001d017256,maize1
Zm00001d034977,maize1
Zm00001d032225,maize1
Zm00001d020823,maize1
Zm00001d016411,maize1
Zm00001d043796,maize1
Zm00001d033469,maize1
Zm00001d020504,maize1
Zm00001d033884,maize1
Zm00001d042941,maize1
Zm00001d042943,maize1
Zm00001d002485,maize1
Zm00001d038150,maize1
Zm00001d042350,maize1
Zm00001d043570,maize1
Zm00001d028437,maize1
Zm00001d038442,maize1
Zm00001d033794,maize1
Zm00001d043972,maize1
Zm00001d039993,maize1
Zm00001d038098,maize1
Zm00001d028389,maize1
Zm00001d028458,maize1
Zm00001d015504,maize1
Zm00001d016559,maize1
Zm00001d038806,maize1
Zm00001d019300,maize1
Zm00001d052361,maize1
Zm00001d021641,maize1
Zm00001d003624,maize1
Zm00001d034337,maize1
Zm00001d002096,maize1
Zm00001d044433,maize1
Zm00001d042130,maize1
Zm00001d014875,maize1
Zm00001d017387,maize1
Zm00001d033927,maize1
Zm00001d033929,maize1
Zm00001d037717,maize1
Zm00001d019185,maize1
Zm00001d033928,maize1
Zm00001d022542,maize1
Zm00001d030037,maize1
Zm00001d030038,maize1
Zm00001d022538,maize1
Zm00001d038889,maize1
Zm00001d014774,maize1
Zm00001d020420,maize1
Zm00001d029202,maize1
Zm00001d016342,maize1
Zm00001d003316,maize1
Zm00001d002965,maize1
Zm00001d037780,maize1
Zm00001d003717,maize1
Zm00001d024660,maize1
Zm00001d017531,maize1
Zm00001d042416,maize1
Zm00001d027835,maize1
Zm00001d039987,maize1
Zm00001d027833,maize1
Zm00001d034686,maize1
Zm00001d032047,maize1
Zm00001d031286,maize1
Zm00001d020043,maize1
Zm00001d034916,maize1
Zm00001d002150,maize1
Zm00001d039608,maize1
Zm00001d033567,maize1
Zm00001d040596,maize1
Zm00001d024250,maize1
Zm00001d015490,maize1
Zm00001d015491,maize1
Zm00001d018499,maize1
Zm00001d039103,maize1
Zm00001d039591,maize1
Zm00001d002888,maize1
Zm00001d044142,maize1
Zm00001d044532,maize1
Zm00001d003196,maize1
Zm00001d022478,maize1
Zm00001d003214,maize1
Zm00001d035132,maize1
Zm00001d029937,maize1
Zm00001d001965,maize1
Zm00001d001964,maize1
Zm00001d001963,maize1
Zm00001d001961,maize1
Zm00001d028798,maize1
Zm00001d032832,maize1
Zm00001d023440,maize1
Zm00001d023914,maize1
Zm00001d020204,maize1
