Feature	CG_Total_C	CG_Methylated_C	CG_Total_Reads	CG_Methylated_Reads	CG_Weighted_mC	CHG_Total_C	CHG_Methylated_C	CHG_Total_Reads	CHG_Methylated_Reads	CHG_Weighted_mC	CHH_Total_C	CHH_Methylated_C	CHH_Total_Reads	CHH_Methylated_Reads	CHH_Weighted_mC	CG_pvalue	CG_qvalue	CHG_pvalue	CHG_qvalue	CHH_pvalue	CHH_qvalue	Classification
p5.00_sc00078_p0051	20.0	0.0	91.0	0.0	0.0	7.0	0.0	34.0	0.0	0.0	24.0	0.0	122.0	0.0	0.0	1.0	1.0			1.0	1.0	Unmethylated
p5.00_sc00078_p0050	9.0	8.0	54.0	36.0	0.6666666666666666	19.0	0.0	122.0	1.0	0.008196721311475409	58.0	0.0	415.0	1.0	0.002409638554216868					1.0	1.0	Unclassified
p5.00_sc00078_p0049	18.0	0.0	128.0	31.0	0.2421875	15.0	0.0	111.0	22.0	0.1981981981981982	50.0	0.0	312.0	4.0	0.01282051282051282					1.0	1.0	Unmethylated
p5.00_sc00078_p0048	3.0	0.0	24.0	7.0	0.2916666666666667	2.0	0.0	28.0	0.0	0.0	8.0	0.0	137.0	0.0	0.0							NA
p5.00_sc00078_p0047	19.0	11.0	110.0	69.0	0.6272727272727273	63.0	0.0	333.0	2.0	0.006006006006006006	161.0	0.0	893.0	1.0	0.0011198208286674132			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00078_p0046	25.0	0.0	159.0	1.0	0.006289308176100629	16.0	0.0	97.0	0.0	0.0	58.0	0.0	367.0	0.0	0.0	1.0	1.0			1.0	1.0	Unmethylated
p5.00_sc00078_p0045	14.0	0.0	79.0	0.0	0.0	12.0	0.0	63.0	0.0	0.0	46.0	0.0	249.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00078_p0044											1.0	0.0	130.0	0.0	0.0							NA
p5.00_sc00078_p0043											1.0	0.0	130.0	0.0	0.0							NA
p5.00_sc00078_p0042	9.0	5.0	62.0	25.0	0.4032258064516129	18.0	0.0	121.0	3.0	0.02479338842975207	71.0	0.0	464.0	3.0	0.00646551724137931					1.0	1.0	Unclassified
p5.00_sc00078_p0041	6.0	6.0	69.0	43.0	0.6231884057971014	16.0	0.0	105.0	0.0	0.0	49.0	0.0	417.0	1.0	0.002398081534772182					1.0	1.0	Unclassified
p5.00_sc00078_p0040	18.0	6.0	110.0	27.0	0.24545454545454545	18.0	0.0	122.0	0.0	0.0	46.0	0.0	316.0	2.0	0.006329113924050633					1.0	1.0	Unclassified
p5.00_sc00078_p0039	19.0	4.0	119.0	25.0	0.21008403361344533	23.0	0.0	167.0	1.0	0.0059880239520958105	63.0	0.0	443.0	3.0	0.0067720090293453715			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00078_p0038	19.0	18.0	103.0	85.0	0.8252427184466019	45.0	0.0	223.0	3.0	0.01345291479820628	128.0	0.0	634.0	1.0	0.0015772870662460567			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00078_p0037	7.0	3.0	58.0	25.0	0.4310344827586207	20.0	5.0	120.0	24.0	0.2	51.0	1.0	400.0	11.0	0.0275			0.00406546795682356	0.09649228511535156	0.4436428640260857	1.0	Unclassified
p5.00_sc00078_p0036	8.0	2.0	57.0	15.0	0.2631578947368421	19.0	0.0	141.0	1.0	0.007092198581560284	48.0	0.0	419.0	3.0	0.0071599045346062064					1.0	1.0	Unclassified
p5.00_sc00078_p0035	5.0	0.0	55.0	0.0	0.0	7.0	0.0	66.0	1.0	0.015151515151515154	20.0	0.0	208.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00078_p0034	6.0	6.0	43.0	43.0	1.0	9.0	0.0	65.0	2.0	0.030769230769230767	83.0	0.0	495.0	4.0	0.008080808080808079					1.0	1.0	Unclassified
p5.00_sc00078_p0033	7.0	7.0	46.0	45.0	0.9782608695652174	15.0	6.0	82.0	20.0	0.24390243902439024	57.0	1.0	322.0	11.0	0.034161490683229816					0.4807275637948355	1.0	Unclassified
p5.00_sc00078_p0032	51.0	23.0	345.0	140.0	0.4057971014492754	63.0	0.0	421.0	4.0	0.009501187648456056	165.0	0.0	1086.0	2.0	0.001841620626151013	0.007922403557771763	0.03302687724139389	1.0	1.0	1.0	1.0	gbM
p5.00_sc00078_p0031	3.0	0.0	30.0	8.0	0.26666666666666666	14.0	0.0	82.0	0.0	0.0	36.0	0.0	217.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00078_p0030	13.0	0.0	87.0	20.0	0.2298850574712644	18.0	0.0	146.0	0.0	0.0	49.0	0.0	392.0	1.0	0.0025510204081632647					1.0	1.0	Unmethylated
p5.00_sc00078_p0029	5.0	5.0	33.0	27.0	0.8181818181818182	13.0	0.0	77.0	0.0	0.0	37.0	0.0	182.0	1.0	0.005494505494505495					1.0	1.0	Unclassified
p5.00_sc00078_p0028	1.0	0.0	25.0	0.0	0.0	1.0	0.0	72.0	1.0	0.013888888888888888	3.0	0.0	240.0	0.0	0.0							NA
p5.00_sc00078_p0027	8.0	0.0	47.0	0.0	0.0	15.0	0.0	108.0	0.0	0.0	58.0	0.0	407.0	1.0	0.002457002457002457					1.0	1.0	Unmethylated
p5.00_sc00078_p0026	11.0	9.0	112.0	54.0	0.4821428571428572	19.0	0.0	160.0	2.0	0.0125	41.0	0.0	390.0	3.0	0.007692307692307694					1.0	1.0	Unclassified
p5.00_sc00078_p0025	7.0	3.0	56.0	9.0	0.16071428571428573	8.0	0.0	49.0	0.0	0.0	13.0	0.0	92.0	0.0	0.0							Unclassified
p5.00_sc00078_p0024	23.0	12.0	179.0	73.0	0.40782122905027934	43.0	0.0	265.0	3.0	0.011320754716981131	102.0	0.0	769.0	2.0	0.002600780234070221	0.01356396497438699	0.0538826714432262	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00078_p0023	14.0	2.0	122.0	34.0	0.2786885245901639	14.0	0.0	152.0	0.0	0.0	44.0	1.0	455.0	4.0	0.008791208791208791					0.3970169268848556	1.0	Unclassified
p5.00_sc00078_p0022	20.0	14.0	187.0	90.0	0.4812834224598929	60.0	1.0	425.0	6.0	0.014117647058823532	128.0	0.0	1040.0	2.0	0.0019230769230769234	0.00013397653952716712	0.0007164500418589536	0.9676355623923902	1.0	1.0	1.0	gbM
p5.00_sc00078_p0021	18.0	0.0	105.0	2.0	0.01904761904761905	30.0	0.0	175.0	0.0	0.0	100.0	0.0	647.0	0.0	0.0			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00078_p0020	37.0	37.0	364.0	359.0	0.9862637362637364	33.0	30.0	295.0	242.0	0.8203389830508474	55.0	3.0	572.0	24.0	0.04195804195804196	5.544275057407344e-21	4.041399721457703e-19	1.0258190735229515e-34	2.1637040420590708e-32	0.025215087179925124	1.0	TE-like
p5.00_sc00078_p0019	17.0	0.0	94.0	1.0	0.010638297872340424	17.0	0.0	109.0	0.0	0.0	68.0	0.0	461.0	2.0	0.0043383947939262466					1.0	1.0	Unmethylated
p5.00_sc00078_p0018	11.0	3.0	68.0	14.0	0.2058823529411765	10.0	0.0	72.0	3.0	0.041666666666666664	32.0	1.0	245.0	6.0	0.024489795918367342					0.3078154424671101	1.0	Unclassified
p5.00_sc00078_p0017	17.0	12.0	143.0	77.0	0.5384615384615384	30.0	0.0	228.0	2.0	0.008771929824561403	90.0	0.0	814.0	2.0	0.002457002457002457			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00078_p0016	40.0	0.0	215.0	2.0	0.009302325581395349	33.0	0.0	180.0	0.0	0.0	101.0	0.0	515.0	2.0	0.003883495145631068	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00078_p0015	16.0	15.0	150.0	94.0	0.6266666666666667	32.0	1.0	221.0	6.0	0.027149321266968326	101.0	1.0	607.0	5.0	0.008237232289950576			0.8395389482317667	1.0	0.6868875106330221	1.0	Unclassified
p5.00_sc00078_p0014	18.0	9.0	86.0	45.0	0.5232558139534884	36.0	0.0	198.0	4.0	0.020202020202020204	92.0	0.0	475.0	0.0	0.0			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00078_p0013	9.0	0.0	88.0	6.0	0.06818181818181818	21.0	0.0	183.0	0.0	0.0	84.0	0.0	604.0	0.0	0.0			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00078_p0012	7.0	0.0	65.0	2.0	0.030769230769230767	30.0	0.0	235.0	0.0	0.0	82.0	0.0	643.0	2.0	0.0031104199066874032			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00078_p0011	4.0	0.0	62.0	0.0	0.0	8.0	0.0	81.0	0.0	0.0	16.0	0.0	224.0	0.0	0.0							Unmethylated
p5.00_sc00078_p0010	15.0	14.0	101.0	86.0	0.8514851485148515	44.0	0.0	214.0	0.0	0.0	114.0	1.0	648.0	7.0	0.010802469135802469			1.0	1.0	0.7303561369975533	1.0	Unclassified
p5.00_sc00078_p0009	22.0	8.0	132.0	47.0	0.3560606060606061	53.0	0.0	283.0	1.0	0.00353356890459364	120.0	0.0	613.0	0.0	0.0	0.2680865919297128	0.8035106316200733	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00078_p0008	4.0	1.0	43.0	9.0	0.20930232558139536	10.0	0.0	73.0	1.0	0.0136986301369863	29.0	0.0	211.0	1.0	0.0047393364928909965					1.0	1.0	Unmethylated
p5.00_sc00078_p0007	16.0	0.0	92.0	0.0	0.0	19.0	0.0	103.0	0.0	0.0	34.0	0.0	266.0	1.0	0.003759398496240601					1.0	1.0	Unmethylated
p5.00_sc00078_p0006						3.0	0.0	61.0	0.0	0.0	11.0	0.0	188.0	3.0	0.015957446808510637							NA
p5.00_sc00078_p0005	29.0	1.0	202.0	4.0	0.0198019801980198	43.0	0.0	300.0	1.0	0.0033333333333333327	130.0	0.0	783.0	2.0	0.002554278416347382	0.9999366915799835	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00078_p0004																						NA
p5.00_sc00078_p0003																						NA
p5.00_sc00078_p0002	17.0	0.0	127.0	3.0	0.023622047244094488	26.0	0.0	166.0	0.0	0.0	53.0	0.0	376.0	1.0	0.002659574468085107			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00078_p0001	22.0	11.0	148.0	69.0	0.4662162162162162	73.0	0.0	485.0	0.0	0.0	201.0	1.0	1310.0	6.0	0.004580152671755725	0.02583916749605724	0.09755564472550793	1.0	1.0	0.900826909447018	1.0	Unclassified
p5.00_sc00052_p0053	22.0	2.0	160.0	8.0	0.05	47.0	0.0	282.0	0.0	0.0	126.0	0.0	829.0	1.0	0.0012062726176115801	0.99366322708066	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00052_p0052	29.0	28.0	133.0	115.0	0.8646616541353384	30.0	2.0	178.0	19.0	0.10674157303370786	77.0	0.0	530.0	2.0	0.0037735849056603774	9.874692292372995e-15	2.5303477723937357e-13	0.5025127649425231	1.0	1.0	1.0	gbM
p5.00_sc00052_p0051	7.0	2.0	48.0	13.0	0.2708333333333333	2.0	0.0	58.0	0.0	0.0	18.0	0.0	198.0	1.0	0.005050505050505051							Unclassified
p5.00_sc00052_p0050	14.0	0.0	61.0	0.0	0.0	13.0	0.0	68.0	1.0	0.014705882352941175	42.0	0.0	202.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00052_p0049	11.0	0.0	60.0	0.0	0.0	18.0	0.0	86.0	0.0	0.0	19.0	0.0	110.0	0.0	0.0							Unmethylated
p5.00_sc00052_p0048	13.0	0.0	107.0	19.0	0.17757009345794392	21.0	0.0	176.0	8.0	0.045454545454545456	48.0	0.0	359.0	6.0	0.016713091922005572			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00052_p0047	10.0	10.0	69.0	60.0	0.8695652173913043	5.0	5.0	79.0	62.0	0.7848101265822784	11.0	0.0	229.0	13.0	0.05676855895196506							Unclassified
p5.00_sc00052_p0046	8.0	8.0	63.0	62.0	0.9841269841269841	5.0	5.0	58.0	51.0	0.8793103448275862	14.0	0.0	162.0	5.0	0.0308641975308642							Unclassified
p5.00_sc00052_p0045	4.0	4.0	83.0	13.0	0.1566265060240964	5.0	4.0	67.0	20.0	0.29850746268656714	28.0	1.0	205.0	7.0	0.03414634146341464					0.2752400809636125	1.0	Unclassified
p5.00_sc00052_p0044	4.0	0.0	77.0	1.0	0.012987012987012988	3.0	0.0	51.0	0.0	0.0	11.0	0.0	107.0	0.0	0.0							NA
p5.00_sc00052_p0043	40.0	22.0	213.0	116.0	0.5446009389671361	83.0	8.0	434.0	39.0	0.08986175115207372	213.0	4.0	1171.0	22.0	0.018787361229718188	0.0003614594185335631	0.0018448928037729379	0.09015587040147838	1.0	0.2278982822735038	1.0	gbM
p5.00_sc00052_p0042	1.0	1.0	5.0	5.0	1.0	4.0	0.0	34.0	0.0	0.0	4.0	0.0	55.0	0.0	0.0							NA
p5.00_sc00052_p0041	20.0	16.0	135.0	87.0	0.6444444444444445	41.0	0.0	290.0	3.0	0.010344827586206895	132.0	0.0	847.0	2.0	0.002361275088547816	2.443202605736216e-06	1.6890943981461794e-05	1.0	1.0	1.0	1.0	gbM
p5.00_sc00052_p0040	21.0	12.0	147.0	68.0	0.4625850340136055	83.0	0.0	504.0	5.0	0.00992063492063492	214.0	0.0	1376.0	3.0	0.0021802325581395357	0.005318115522820169	0.0226095194480939	1.0	1.0	1.0	1.0	gbM
p5.00_sc00052_p0039	43.0	0.0	216.0	0.0	0.0	44.0	0.0	255.0	1.0	0.0039215686274509795	138.0	0.0	769.0	3.0	0.003901170351105332	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00052_p0038	1.0	0.0	25.0	0.0	0.0	1.0	0.0	24.0	0.0	0.0	7.0	0.0	84.0	0.0	0.0							NA
p5.00_sc00052_p0037	2.0	0.0	43.0	0.0	0.0	1.0	0.0	28.0	0.0	0.0	4.0	0.0	105.0	0.0	0.0							NA
p5.00_sc00052_p0036	21.0	0.0	121.0	5.0	0.04132231404958678	58.0	0.0	321.0	1.0	0.003115264797507788	152.0	1.0	939.0	4.0	0.004259850905218318	1.0	1.0	1.0	1.0	0.8257976321781255	1.0	Unmethylated
p5.00_sc00052_p0035						5.0	0.0	117.0	0.0	0.0	12.0	0.0	282.0	1.0	0.0035460992907801405							NA
p5.00_sc00052_p0034	28.0	25.0	158.0	121.0	0.7658227848101266	57.0	0.0	340.0	2.0	0.005882352941176471	143.0	0.0	908.0	2.0	0.002202643171806168	2.5963986612546977e-11	3.5702859246703793e-10	1.0	1.0	1.0	1.0	gbM
p5.00_sc00052_p0033	2.0	2.0	32.0	28.0	0.875	3.0	0.0	67.0	0.0	0.0	4.0	0.0	203.0	0.0	0.0							NA
p5.00_sc00052_p0032	9.0	7.0	85.0	64.0	0.7529411764705882	19.0	0.0	151.0	1.0	0.006622516556291391	79.0	0.0	604.0	1.0	0.0016556291390728475					1.0	1.0	Unclassified
p5.00_sc00052_p0031	14.0	0.0	130.0	0.0	0.0	9.0	0.0	79.0	0.0	0.0	33.0	0.0	284.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00052_p0030	11.0	0.0	57.0	1.0	0.017543859649122806	25.0	0.0	118.0	0.0	0.0	44.0	0.0	241.0	0.0	0.0			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00052_p0029	81.0	0.0	463.0	3.0	0.006479481641468682	40.0	0.0	233.0	0.0	0.0	29.0	0.0	189.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00052_p0028	6.0	0.0	28.0	6.0	0.21428571428571427	3.0	0.0	12.0	1.0	0.08333333333333333	8.0	0.0	55.0	0.0	0.0							NA
p5.00_sc00052_p0027	14.0	0.0	75.0	0.0	0.0	26.0	0.0	130.0	1.0	0.007692307692307694	53.0	0.0	365.0	0.0	0.0			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00052_p0026	3.0	0.0	17.0	1.0	0.05882352941176471	7.0	0.0	41.0	2.0	0.04878048780487805	36.0	0.0	192.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00052_p0025	13.0	10.0	92.0	52.0	0.5652173913043478	34.0	0.0	205.0	0.0	0.0	83.0	0.0	513.0	0.0	0.0			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00052_p0024	9.0	4.0	41.0	17.0	0.4146341463414634	4.0	0.0	29.0	0.0	0.0	33.0	0.0	181.0	0.0	0.0					1.0	1.0	Unclassified
p5.00_sc00052_p0023	1.0	0.0	44.0	0.0	0.0	6.0	0.0	67.0	0.0	0.0	5.0	0.0	129.0	0.0	0.0							NA
p5.00_sc00052_p0022	6.0	0.0	61.0	0.0	0.0	26.0	0.0	189.0	0.0	0.0	54.0	0.0	440.0	1.0	0.002272727272727273			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00052_p0021	13.0	4.0	79.0	15.0	0.18987341772151894	39.0	0.0	198.0	0.0	0.0	72.0	0.0	421.0	3.0	0.007125890736342044			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00052_p0020	46.0	43.0	304.0	258.0	0.8486842105263158	98.0	0.0	678.0	1.0	0.0014749262536873154	300.0	0.0	1885.0	5.0	0.002652519893899204	1.6510709407868674e-20	1.137269781965853e-18	1.0	1.0	1.0	1.0	gbM
p5.00_sc00052_p0019	7.0	7.0	41.0	37.0	0.902439024390244	11.0	0.0	72.0	0.0	0.0	31.0	0.0	208.0	0.0	0.0					1.0	1.0	Unclassified
p5.00_sc00052_p0018	14.0	12.0	69.0	58.0	0.8405797101449275	10.0	1.0	71.0	7.0	0.09859154929577464	72.0	0.0	390.0	5.0	0.01282051282051282					1.0	1.0	Unclassified
p5.00_sc00052_p0017						2.0	0.0	51.0	0.0	0.0	3.0	0.0	104.0	0.0	0.0							NA
p5.00_sc00052_p0016	5.0	0.0	34.0	8.0	0.2352941176470588	12.0	0.0	107.0	0.0	0.0	28.0	0.0	271.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00052_p0015	12.0	2.0	84.0	21.0	0.25	32.0	0.0	211.0	0.0	0.0	68.0	0.0	493.0	1.0	0.0020283975659229213			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00052_p0014	7.0	0.0	69.0	1.0	0.014492753623188406	16.0	0.0	147.0	0.0	0.0	59.0	0.0	561.0	2.0	0.0035650623885918					1.0	1.0	Unmethylated
p5.00_sc00052_p0013	14.0	0.0	76.0	1.0	0.013157894736842105	9.0	0.0	53.0	0.0	0.0	31.0	0.0	187.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00052_p0012	6.0	0.0	39.0	0.0	0.0	14.0	0.0	87.0	0.0	0.0	51.0	0.0	317.0	1.0	0.003154574132492113					1.0	1.0	Unmethylated
p5.00_sc00052_p0011																						NA
p5.00_sc00052_p0010	8.0	1.0	58.0	14.0	0.2413793103448276	15.0	0.0	104.0	0.0	0.0	44.0	0.0	322.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00052_p0009	17.0	0.0	103.0	1.0	0.009708737864077669	22.0	0.0	136.0	1.0	0.007352941176470587	50.0	0.0	339.0	1.0	0.002949852507374631			1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00052_p0008	15.0	4.0	75.0	21.0	0.28	25.0	3.0	135.0	16.0	0.11851851851851852	63.0	2.0	360.0	13.0	0.03611111111111112			0.15958869721374325	1.0	0.1622715706568395	1.0	Unclassified
p5.00_sc00052_p0007																						NA
p5.00_sc00052_p0006	13.0	10.0	83.0	62.0	0.7469879518072289	50.0	0.0	252.0	1.0	0.003968253968253968	56.0	0.0	415.0	1.0	0.002409638554216868			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00052_p0005	18.0	13.0	117.0	71.0	0.6068376068376068	32.0	0.0	181.0	0.0	0.0	89.0	0.0	504.0	3.0	0.005952380952380952			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00052_p0004	7.0	0.0	55.0	0.0	0.0	16.0	0.0	166.0	0.0	0.0	57.0	0.0	575.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00052_p0003	3.0	0.0	19.0	0.0	0.0	8.0	0.0	48.0	0.0	0.0	19.0	0.0	91.0	0.0	0.0							Unmethylated
p5.00_sc00052_p0002	23.0	0.0	99.0	1.0	0.010101010101010102	23.0	0.0	116.0	0.0	0.0	47.0	0.0	297.0	2.0	0.0067340067340067354	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00052_p0001	8.0	0.0	108.0	0.0	0.0	7.0	0.0	91.0	0.0	0.0	14.0	0.0	208.0	0.0	0.0							Unmethylated
p5.00_sc00206_p0001	19.0	7.0	96.0	42.0	0.4375	38.0	0.0	233.0	1.0	0.004291845493562232	106.0	0.0	674.0	0.0	0.0			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00206_p0002	21.0	4.0	111.0	23.0	0.2072072072072072	26.0	0.0	239.0	1.0	0.0041841004184100415	90.0	0.0	777.0	3.0	0.003861003861003861	0.8864869409638644	1.0	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00206_p0003	21.0	0.0	113.0	1.0	0.008849557522123894	29.0	0.0	168.0	1.0	0.005952380952380952	74.0	0.0	436.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00206_p0004	15.0	14.0	97.0	88.0	0.9072164948453608	32.0	0.0	229.0	1.0	0.004366812227074236	95.0	0.0	697.0	1.0	0.0014347202295552368			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00206_p0005																						NA
p5.00_sc00206_p0006	7.0	0.0	40.0	0.0	0.0	7.0	0.0	59.0	0.0	0.0	25.0	0.0	145.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00206_p0007	24.0	0.0	204.0	1.0	0.004901960784313725	24.0	0.0	177.0	1.0	0.005649717514124294	55.0	0.0	476.0	2.0	0.004201680672268907	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00206_p0008	13.0	10.0	209.0	54.0	0.2583732057416268	25.0	0.0	243.0	2.0	0.00823045267489712	82.0	0.0	618.0	1.0	0.0016181229773462786			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00586_p0001	7.0	0.0	41.0	0.0	0.0	18.0	0.0	95.0	1.0	0.010526315789473684	50.0	0.0	253.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00586_p0002																						NA
p5.00_sc00586_p0003	4.0	1.0	39.0	5.0	0.1282051282051282	12.0	0.0	83.0	0.0	0.0	17.0	0.0	133.0	0.0	0.0							Unmethylated
p5.00_sc00278_p0001						7.0	6.0	56.0	47.0	0.8392857142857143	27.0	0.0	199.0	3.0	0.01507537688442211					1.0	1.0	NA
p5.00_sc00278_p0002	39.0	27.0	250.0	147.0	0.588	82.0	13.0	589.0	50.0	0.08488964346349745	299.0	3.0	1981.0	21.0	0.01060070671378092	1.4195987209698508e-07	1.1528958725641763e-06	0.0005794336630813486	0.01517002466477342	0.6652618846691283	1.0	TE-like
p5.00_sc00278_p0003	51.0	0.0	237.0	2.0	0.008438818565400843	18.0	0.0	93.0	2.0	0.021505376344086027	21.0	0.0	179.0	1.0	0.00558659217877095	1.0	1.0			1.0	1.0	Unmethylated
p5.00_sc00022_p0103																						NA
p5.00_sc00022_p0102	42.0	0.0	259.0	2.0	0.007722007722007722	44.0	0.0	213.0	0.0	0.0	82.0	0.0	500.0	1.0	0.002	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00022_p0101	13.0	13.0	77.0	71.0	0.922077922077922	45.0	0.0	280.0	2.0	0.0071428571428571435	90.0	0.0	668.0	0.0	0.0			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00022_p0100	25.0	0.0	142.0	1.0	0.007042253521126761	19.0	0.0	126.0	0.0	0.0	50.0	0.0	245.0	0.0	0.0	1.0	1.0			1.0	1.0	Unmethylated
p5.00_sc00022_p0099	1.0	0.0	23.0	4.0	0.17391304347826084	2.0	0.0	33.0	5.0	0.15151515151515152	2.0	0.0	70.0	0.0	0.0							NA
p5.00_sc00022_p0098	3.0	2.0	45.0	20.0	0.4444444444444444						13.0	2.0	115.0	9.0	0.0782608695652174							NA
p5.00_sc00022_p0097						2.0	0.0	19.0	0.0	0.0	1.0	0.0	34.0	0.0	0.0							NA
p5.00_sc00022_p0096	2.0	0.0	55.0	1.0	0.01818181818181818	9.0	0.0	143.0	0.0	0.0	20.0	0.0	300.0	0.0	0.0					1.0	1.0	Unmethylated
p5.00_sc00022_p0095	63.0	0.0	406.0	0.0	0.0	32.0	0.0	192.0	0.0	0.0	99.0	0.0	557.0	2.0	0.0035906642728904853	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00022_p0094	61.0	0.0	366.0	1.0	0.00273224043715847	46.0	0.0	259.0	0.0	0.0	63.0	0.0	418.0	1.0	0.0023923444976076554	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00022_p0093	21.0	16.0	180.0	124.0	0.6888888888888889	61.0	0.0	450.0	2.0	0.004444444444444445	199.0	2.0	1590.0	11.0	0.006918238993710692	7.5381455907730746e-06	4.855161358644632e-05	1.0	1.0	0.6650050355007112	1.0	gbM
p5.00_sc00022_p0092																						NA
p5.00_sc00022_p0091	3.0	2.0	36.0	14.0	0.3888888888888889	9.0	0.0	75.0	1.0	0.013333333333333334	10.0	0.0	139.0	1.0	0.007194244604316547							Unclassified
p5.00_sc00022_p0090	22.0	11.0	141.0	64.0	0.4539007092198582	50.0	0.0	282.0	3.0	0.010638297872340424	171.0	0.0	974.0	4.0	0.004106776180698152	0.02583916749605724	0.09755564472550793	1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00022_p0089	14.0	7.0	107.0	53.0	0.4953271028037383	35.0	9.0	232.0	62.0	0.2672413793103448	70.0	8.0	550.0	40.0	0.07272727272727272			9.495944834636325e-05	0.002640675803641778	1.464938696992404e-06	0.00041360820652289946	TE-like
p5.00_sc00022_p0088	26.0	19.0	146.0	101.0	0.6917808219178082	42.0	0.0	253.0	4.0	0.015810276679841896	90.0	0.0	608.0	3.0	0.004934210526315789	2.9219132252041162e-06	1.971044429005616e-05	1.0	1.0	1.0	1.0	gbM
p5.00_sc00022_p0087	7.0	0.0	59.0	7.0	0.11864406779661014	22.0	0.0	105.0	1.0	0.009523809523809523	59.0	1.0	268.0	3.0	0.011194029850746268			1.0	1.0	0.492531441850609	1.0	Unmethylated
p5.00_sc00022_p0086	20.0	1.0	123.0	4.0	0.032520325203252036	25.0	0.0	155.0	0.0	0.0	65.0	0.0	414.0	0.0	0.0	0.9987280905628518	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00022_p0085	2.0	2.0	20.0	11.0	0.55	8.0	0.0	72.0	0.0	0.0	32.0	0.0	309.0	1.0	0.0032362459546925572					1.0	1.0	Unclassified
p5.00_sc00022_p0084	9.0	8.0	60.0	35.0	0.5833333333333334	25.0	0.0	116.0	0.0	0.0	91.0	0.0	461.0	1.0	0.0021691973969631237			1.0	1.0	1.0	1.0	Unclassified
p5.00_sc00022_p0083	21.0	2.0	143.0	17.0	0.11888111888111888	50.0	0.0	395.0	2.0	0.005063291139240506	166.0	0.0	1147.0	3.0	0.002615518744551003	0.9915166416640095	1.0	1.0	1.0	1.0	1.0	Unmethylated
p5.00_sc00022_p0081	39.0	1.0	235.0	4.0	0.01702127659574468	36.0	0.0	194.0	0.0	0.0	106.0	0.0	597.0	0.0	0.0	0.9999977421786792	1.0	1.0	1.0	1.0	1.0	Unmethylated
