gene:Feature	CG_Total_C	CG_Methylated_C	CG_Total_Reads	CG_Methylated_Reads	CG_Weighted_mC	CHG_Total_C	CHG_Methylated_C	CHG_Total_Reads	CHG_Methylated_Reads	CHG_Weighted_mC	CHH_Total_C	CHH_Methylated_C	CHH_Total_Reads	CHH_Methylated_Reads	CHH_Weighted_mC	CG_pvalue	CG_qvalue	CHG_pvalue	CHG_qvalue	CHH_pvalue	CHH_qvalue	Classification
gene:BVRB_1g010860	17.0	16.0	111.0	101.0	0.9099099099099099	18.0	0.0	156.0	8.0	0.05128205128205128	54.0	0.0	425.0	11.0	0.025882352941176467					1.0	1.0	Unclassified
gene:BVRB_1g003520	14.0	14.0	115.0	105.0	0.9130434782608696	60.0	2.0	345.0	10.0	0.028985507246376805	104.0	0.0	667.0	3.0	0.004497751124437782			0.8533673479513011	1.0	1.0	1.0	Unclassified
gene:BVRB_1g004440	8.0	0.0	96.0	8.0	0.08333333333333333	5.0	0.0	59.0	0.0	0.0	19.0	0.0	209.0	1.0	0.004784688995215311							Unmethylated
gene:BVRB_1g007910	4.0	4.0	31.0	30.0	0.967741935483871	4.0	0.0	50.0	0.0	0.0	10.0	0.0	140.0	0.0	0.0							NA
gene:BVRB_1g003130																						NA
gene:BVRB_1g013400	1.0	0.0	19.0	2.0	0.10526315789473684						1.0	0.0	49.0	0.0	0.0							NA
gene:BVRB_1g004190	8.0	8.0	70.0	54.0	0.7714285714285715	13.0	0.0	111.0	0.0	0.0	38.0	0.0	344.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_1g002740																						NA
gene:BVRB_1g003300	37.0	33.0	340.0	312.0	0.9176470588235294	67.0	1.0	573.0	4.0	0.006980802792321117	157.0	0.0	1346.0	6.0	0.004457652303120356	1.5662408344716282e-14	6.825782963689557e-14	0.9783108430085076	1.0	1.0	1.0	gbM
gene:BVRB_1g010170	27.0	2.0	336.0	11.0	0.03273809523809524	30.0	5.0	296.0	20.0	0.06756756756756757	103.0	0.0	1135.0	2.0	0.001762114537444934	0.9985593593414284	1.0	0.02359422190619203	0.08655368611244506	1.0	1.0	Unmethylated
gene:BVRB_1g001380											5.0	0.0	29.0	0.0	0.0							NA
gene:BVRB_1g006140	2.0	1.0	21.0	9.0	0.42857142857142855	2.0	0.0	17.0	0.0	0.0	11.0	0.0	79.0	0.0	0.0							NA
gene:BVRB_1g013250	21.0	19.0	338.0	270.0	0.7988165680473372	52.0	31.0	721.0	481.0	0.6671289875173371	130.0	26.0	1661.0	259.0	0.1559301625526791	4.4465022203457845e-09	1.1423846752271905e-08	7.412224717973458e-26	4.001193153026951e-25	1.5960772536232268e-24	1.654899530202402e-23	TE-like
gene:BVRB_1g012040	9.0	0.0	237.0	0.0	0.0	4.0	0.0	123.0	0.0	0.0	13.0	0.0	289.0	0.0	0.0							Unmethylated
gene:BVRB_1g002110	75.0	13.0	2134.0	147.0	0.06888472352389878	23.0	2.0	505.0	17.0	0.033663366336633666	54.0	0.0	1237.0	5.0	0.004042037186742118	0.9904589887455822	1.0	0.3682290479414729	1.0	1.0	1.0	Unclassified
gene:BVRB_1g006410	8.0	8.0	60.0	59.0	0.9833333333333332	13.0	0.0	91.0	1.0	0.01098901098901099	32.0	0.0	220.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_1g015850	10.0	2.0	147.0	23.0	0.1564625850340136	17.0	0.0	281.0	0.0	0.0	30.0	0.0	520.0	5.0	0.009615384615384616					1.0	1.0	Unclassified
gene:BVRB_1g004720	10.0	1.0	78.0	22.0	0.28205128205128205	23.0	0.0	160.0	0.0	0.0	29.0	0.0	288.0	1.0	0.003472222222222222			1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_1g006450	12.0	12.0	77.0	65.0	0.8441558441558441	10.0	0.0	95.0	0.0	0.0	29.0	0.0	293.0	1.0	0.0034129692832764505					1.0	1.0	Unclassified
gene:BVRB_1g000730	6.0	0.0	26.0	0.0	0.0	8.0	0.0	37.0	0.0	0.0	18.0	0.0	111.0	0.0	0.0							Unmethylated
gene:BVRB_1g014820						2.0	0.0	36.0	0.0	0.0	11.0	0.0	62.0	0.0	0.0							NA
gene:BVRB_1g012130																						NA
gene:BVRB_1g015620	16.0	5.0	306.0	28.0	0.0915032679738562	13.0	0.0	147.0	0.0	0.0	38.0	0.0	378.0	1.0	0.002645502645502645					1.0	1.0	Unclassified
gene:BVRB_1g006300	18.0	17.0	162.0	152.0	0.9382716049382716	58.0	0.0	486.0	0.0	0.0	121.0	0.0	1021.0	3.0	0.002938295788442703			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g006270	15.0	15.0	109.0	104.0	0.9541284403669724	35.0	0.0	255.0	1.0	0.0039215686274509795	62.0	0.0	488.0	2.0	0.004098360655737704			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g015680	7.0	2.0	123.0	17.0	0.13821138211382114	23.0	0.0	291.0	0.0	0.0	32.0	0.0	393.0	2.0	0.005089058524173028			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g003980	5.0	0.0	36.0	0.0	0.0	2.0	0.0	15.0	0.0	0.0	6.0	0.0	80.0	0.0	0.0							NA
gene:BVRB_1g010750	4.0	0.0	31.0	1.0	0.03225806451612903	5.0	0.0	51.0	0.0	0.0	9.0	0.0	125.0	0.0	0.0							NA
gene:BVRB_1g010030																						NA
gene:BVRB_1g000290	9.0	9.0	45.0	37.0	0.8222222222222222	7.0	0.0	54.0	0.0	0.0	14.0	0.0	164.0	1.0	0.006097560975609756							Unclassified
gene:BVRB_1g007680																						NA
gene:BVRB_1g005830	17.0	15.0	149.0	124.0	0.8322147651006712	24.0	0.0	193.0	0.0	0.0	62.0	0.0	553.0	6.0	0.0108499095840868			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g012900	17.0	17.0	127.0	122.0	0.9606299212598424	9.0	8.0	59.0	36.0	0.6101694915254238	111.0	28.0	767.0	154.0	0.20078226857887874					2.4697366855120512e-29	3.00298543822478e-28	TE-like
gene:BVRB_1g001020																						NA
gene:BVRB_1g006630																						NA
gene:BVRB_1g003970																						NA
gene:BVRB_1g011000	20.0	4.0	243.0	16.0	0.06584362139917696	15.0	0.0	169.0	0.0	0.0	43.0	0.0	476.0	3.0	0.0063025210084033615	0.8610281372400056	1.0			1.0	1.0	Unclassified
gene:BVRB_1g012350	11.0	8.0	77.0	54.0	0.7012987012987013	30.0	0.0	181.0	0.0	0.0	57.0	0.0	444.0	0.0	0.0			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g014220	2.0	0.0	25.0	0.0	0.0	5.0	0.0	55.0	0.0	0.0	1.0	0.0	78.0	0.0	0.0							NA
gene:BVRB_1g011490																						NA
gene:BVRB_1g011530	14.0	4.0	96.0	16.0	0.16666666666666666	14.0	0.0	102.0	0.0	0.0	39.0	0.0	294.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_1g007900	5.0	3.0	47.0	23.0	0.4893617021276596	8.0	0.0	97.0	0.0	0.0	18.0	0.0	205.0	0.0	0.0							Unclassified
gene:BVRB_1g001410																						NA
gene:BVRB_1g007400	20.0	20.0	187.0	180.0	0.9625668449197858	19.0	19.0	163.0	132.0	0.8098159509202454	34.0	5.0	310.0	21.0	0.06774193548387097	1.1238980083217883e-11	3.4033626139288695e-11			4.119199459209306e-05	0.0002018032580234854	TE-like
gene:BVRB_1g015690	1.0	0.0	11.0	1.0	0.09090909090909093	2.0	0.0	20.0	0.0	0.0	4.0	0.0	51.0	0.0	0.0							NA
gene:BVRB_1g011670	47.0	3.0	1452.0	21.0	0.014462809917355372	34.0	0.0	968.0	2.0	0.002066115702479339	47.0	0.0	1217.0	0.0	0.0	0.9999703850502848	1.0	1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_1g009170																						NA
gene:BVRB_1g000090	3.0	0.0	27.0	0.0	0.0	15.0	0.0	132.0	1.0	0.007575757575757577	26.0	0.0	204.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_1g003930	24.0	0.0	134.0	0.0	0.0	14.0	0.0	74.0	2.0	0.027027027027027032	53.0	0.0	298.0	0.0	0.0	1.0	1.0			1.0	1.0	Unmethylated
gene:BVRB_1g008810	39.0	0.0	507.0	2.0	0.003944773175542407	31.0	0.0	398.0	0.0	0.0	90.0	0.0	1178.0	1.0	0.0008488964346349745	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_1g010620	38.0	14.0	462.0	184.0	0.3982683982683983	24.0	0.0	242.0	5.0	0.02066115702479339	71.0	0.0	839.0	3.0	0.003575685339690107	0.16267399557482348	0.26755661076145665	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g007020	5.0	5.0	28.0	26.0	0.9285714285714286	5.0	0.0	30.0	1.0	0.03333333333333333	25.0	0.0	148.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_1g014010																						NA
gene:BVRB_1g007320	10.0	10.0	87.0	85.0	0.9770114942528736	1.0	1.0	11.0	10.0	0.9090909090909092	49.0	11.0	478.0	58.0	0.1213389121338912					8.507607223460555e-12	5.484674110311482e-11	TE-like
gene:BVRB_1g012890	3.0	0.0	18.0	0.0	0.0	14.0	0.0	69.0	0.0	0.0	19.0	0.0	158.0	1.0	0.006329113924050633							Unmethylated
gene:BVRB_1g006660	18.0	6.0	281.0	33.0	0.11743772241992882	21.0	0.0	312.0	0.0	0.0	85.0	0.0	1090.0	4.0	0.0036697247706422025			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g005320	9.0	9.0	68.0	63.0	0.9264705882352942	16.0	1.0	107.0	3.0	0.02803738317757009	41.0	0.0	407.0	3.0	0.00737100737100737					1.0	1.0	Unclassified
gene:BVRB_1g001700	26.0	26.0	1005.0	977.0	0.972139303482587	21.0	21.0	851.0	794.0	0.9330199764982372	50.0	8.0	1856.0	86.0	0.04633620689655173	5.833711826802304e-15	2.5892863301562783e-14	4.3888674909516364e-27	2.4150361519312215e-26	1.0204733096896492e-07	5.562758438875721e-07	TE-like
gene:BVRB_1g002940	16.0	4.0	343.0	45.0	0.13119533527696792	14.0	0.0	161.0	0.0	0.0	46.0	0.0	623.0	1.0	0.0016051364365971107					1.0	1.0	Unclassified
gene:BVRB_1g009770	14.0	2.0	85.0	12.0	0.1411764705882353	13.0	0.0	113.0	0.0	0.0	53.0	0.0	385.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_1g003600	19.0	0.0	267.0	1.0	0.003745318352059925	13.0	0.0	170.0	0.0	0.0	15.0	0.0	158.0	0.0	0.0							Unmethylated
gene:BVRB_1g015810	33.0	22.0	287.0	221.0	0.7700348432055749	76.0	0.0	610.0	1.0	0.001639344262295082	151.0	0.0	1225.0	2.0	0.00163265306122449	5.474122733868435e-06	1.2111166854476333e-05	1.0	1.0	1.0	1.0	gbM
gene:BVRB_1g008030	7.0	6.0	91.0	60.0	0.6593406593406593	10.0	0.0	145.0	0.0	0.0	14.0	0.0	253.0	1.0	0.003952569169960474							Unclassified
gene:BVRB_1g000320	20.0	5.0	318.0	59.0	0.1855345911949685	20.0	1.0	327.0	3.0	0.009174311926605505	32.0	1.0	513.0	4.0	0.007797270955165694	0.7100186915407805	1.0	0.6813191098497262	1.0	0.3078154424671101	1.0	Unclassified
gene:BVRB_1g002850																						NA
gene:BVRB_1g003530	2.0	2.0	10.0	10.0	1.0	5.0	0.0	24.0	0.0	0.0	8.0	0.0	43.0	0.0	0.0							NA
gene:BVRB_1g013630	30.0	30.0	213.0	211.0	0.9906103286384976	42.0	29.0	408.0	294.0	0.7205882352941176	111.0	20.0	872.0	151.0	0.1731651376146789	3.767821781295058e-17	2.0485756531024044e-16	4.972453386136854e-27	2.731353788817353e-26	2.8761046418855506e-18	2.3772498601153588e-17	TE-like
gene:BVRB_1g010290																						NA
gene:BVRB_1g013380	19.0	0.0	364.0	0.0	0.0	12.0	0.0	296.0	1.0	0.0033783783783783786	5.0	0.0	157.0	0.0	0.0							Unmethylated
gene:BVRB_1g003830	6.0	2.0	125.0	21.0	0.168	7.0	0.0	98.0	0.0	0.0	30.0	0.0	290.0	1.0	0.003448275862068965					1.0	1.0	Unclassified
gene:BVRB_1g011860	22.0	18.0	188.0	155.0	0.8244680851063829	37.0	0.0	458.0	4.0	0.008733624454148471	83.0	0.0	1021.0	4.0	0.0039177277179236044	2.9346719816718196e-07	6.894431711360168e-07	1.0	1.0	1.0	1.0	gbM
gene:BVRB_1g008100	4.0	0.0	94.0	0.0	0.0	3.0	0.0	55.0	0.0	0.0	1.0	0.0	8.0	0.0	0.0							NA
gene:BVRB_1g002790																						NA
gene:BVRB_1g001510	10.0	7.0	51.0	33.0	0.6470588235294118	5.0	0.0	50.0	0.0	0.0	18.0	0.0	168.0	0.0	0.0							Unclassified
gene:BVRB_1g006550																						NA
gene:BVRB_1g002510	63.0	32.0	527.0	291.0	0.5521821631878557	40.0	6.0	329.0	25.0	0.07598784194528875	130.0	5.0	999.0	27.0	0.027027027027027032	0.00014087962367238368	0.0002883237354818517	0.02221877639276788	0.08179597834581391	0.017266159523593762	0.0745889217068066	gbM
gene:BVRB_1g000030	20.0	20.0	745.0	264.0	0.35436241610738256	13.0	13.0	392.0	135.0	0.34438775510204084	53.0	15.0	2071.0	117.0	0.05649444712699179	1.1238980083217883e-11	3.4033626139288695e-11			3.087200577429708e-17	2.469760461943766e-16	TE-like
gene:BVRB_1g006640	7.0	2.0	61.0	29.0	0.4754098360655738	7.0	0.0	84.0	0.0	0.0	11.0	0.0	241.0	2.0	0.008298755186721992							Unclassified
gene:BVRB_1g011400	23.0	0.0	231.0	0.0	0.0	21.0	0.0	193.0	0.0	0.0	53.0	0.0	409.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_1g008840	6.0	0.0	50.0	0.0	0.0	16.0	0.0	93.0	0.0	0.0	33.0	0.0	241.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_1g003280	1.0	1.0	15.0	15.0	1.0	3.0	0.0	17.0	2.0	0.1176470588235294	11.0	0.0	131.0	7.0	0.05343511450381679							NA
gene:BVRB_1g011750	16.0	0.0	243.0	8.0	0.03292181069958848	7.0	0.0	163.0	1.0	0.006134969325153374	21.0	0.0	342.0	3.0	0.008771929824561403					1.0	1.0	Unmethylated
gene:BVRB_1g001190						1.0	0.0	11.0	6.0	0.5454545454545454	12.0	0.0	94.0	8.0	0.0851063829787234							NA
gene:BVRB_1g014540	14.0	14.0	112.0	107.0	0.9553571428571428	31.0	0.0	231.0	2.0	0.008658008658008658	80.0	0.0	634.0	2.0	0.003154574132492113			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g001650																						NA
gene:BVRB_1g007470	10.0	0.0	196.0	11.0	0.05612244897959184	6.0	0.0	107.0	1.0	0.009345794392523364	5.0	0.0	124.0	0.0	0.0							Unmethylated
gene:BVRB_1g008760	3.0	3.0	71.0	71.0	1.0	2.0	2.0	48.0	46.0	0.9583333333333334	14.0	3.0	314.0	23.0	0.0732484076433121							NA
gene:BVRB_1g004450	1.0	1.0	23.0	13.0	0.5652173913043478						1.0	0.0	93.0	2.0	0.021505376344086027							NA
gene:BVRB_1g008440	29.0	0.0	688.0	0.0	0.0	18.0	0.0	433.0	1.0	0.002309468822170901	39.0	0.0	1034.0	2.0	0.0019342359767891683	1.0	1.0			1.0	1.0	Unmethylated
gene:BVRB_1g013880	1.0	0.0	13.0	0.0	0.0	1.0	0.0	13.0	0.0	0.0	5.0	0.0	41.0	0.0	0.0							NA
gene:BVRB_1g008420																						NA
gene:BVRB_1g001070	4.0	1.0	37.0	6.0	0.16216216216216214	15.0	0.0	105.0	0.0	0.0	20.0	0.0	154.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_1g009860	1.0	0.0	14.0	7.0	0.5	1.0	0.0	22.0	0.0	0.0	5.0	0.0	43.0	0.0	0.0							NA
gene:BVRB_1g000460	6.0	0.0	83.0	0.0	0.0	3.0	0.0	35.0	0.0	0.0	27.0	0.0	203.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_1g000590																						NA
gene:BVRB_1g002680	6.0	5.0	45.0	34.0	0.7555555555555555	13.0	0.0	102.0	0.0	0.0	23.0	0.0	206.0	1.0	0.0048543689320388345					1.0	1.0	Unclassified
gene:BVRB_1g009360	5.0	3.0	49.0	21.0	0.42857142857142855	20.0	0.0	129.0	0.0	0.0	42.0	0.0	322.0	0.0	0.0			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g003400																						NA
gene:BVRB_1g002660	14.0	13.0	129.0	113.0	0.875968992248062	25.0	0.0	188.0	3.0	0.015957446808510637	59.0	0.0	504.0	1.0	0.001984126984126984			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g012770	13.0	13.0	307.0	301.0	0.9804560260586321	10.0	9.0	166.0	132.0	0.7951807228915663	49.0	22.0	1002.0	187.0	0.18662674650698602					7.005283883810582e-30	8.67468302665605e-29	TE-like
gene:BVRB_1g013340						1.0	1.0	7.0	6.0	0.8571428571428571	6.0	1.0	44.0	7.0	0.1590909090909091							NA
gene:BVRB_1g013480	34.0	12.0	535.0	98.0	0.18317757009345795	38.0	7.0	589.0	44.0	0.07470288624787776	101.0	8.0	1317.0	49.0	0.03720577069096431	0.2352858872660815	0.3789633343689342	0.004499584975705879	0.016933718051256742	2.292686277197577e-05	0.00011335310682262138	TE-like
gene:BVRB_1g007200	12.0	4.0	90.0	48.0	0.5333333333333333	21.0	0.0	187.0	1.0	0.0053475935828877	39.0	0.0	346.0	0.0	0.0			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g006060	11.0	5.0	71.0	29.0	0.4084507042253521	3.0	0.0	20.0	0.0	0.0	21.0	0.0	119.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_1g004840	4.0	0.0	41.0	17.0	0.4146341463414634	1.0	0.0	35.0	0.0	0.0	9.0	0.0	129.0	1.0	0.007751937984496123							NA
gene:BVRB_1g004120	1.0	1.0	21.0	13.0	0.6190476190476191	3.0	0.0	35.0	0.0	0.0	11.0	0.0	108.0	0.0	0.0							NA
gene:BVRB_1g006050											7.0	0.0	85.0	1.0	0.011764705882352941							NA
gene:BVRB_1g000940																						NA
gene:BVRB_1g007250	1.0	1.0	8.0	7.0	0.875						9.0	0.0	63.0	0.0	0.0							NA
gene:BVRB_1g008680	13.0	11.0	122.0	97.0	0.7950819672131147	11.0	0.0	95.0	1.0	0.010526315789473684	64.0	0.0	622.0	3.0	0.00482315112540193					1.0	1.0	Unclassified
gene:BVRB_1g014210	8.0	3.0	44.0	27.0	0.6136363636363636	7.0	0.0	56.0	1.0	0.017857142857142856	10.0	0.0	135.0	0.0	0.0							Unclassified
gene:BVRB_1g015720	7.0	2.0	59.0	16.0	0.2711864406779661	11.0	0.0	98.0	0.0	0.0	19.0	0.0	229.0	2.0	0.008733624454148471							Unclassified
gene:BVRB_1g008060	48.0	24.0	529.0	178.0	0.33648393194706994	53.0	0.0	589.0	3.0	0.0050933786078098476	139.0	0.0	1496.0	2.0	0.001336898395721925	0.0012343174339585574	0.002409948727841003	1.0	1.0	1.0	1.0	gbM
gene:BVRB_1g013810	18.0	10.0	175.0	95.0	0.5428571428571428	24.0	1.0	184.0	5.0	0.02717391304347826	82.0	1.0	856.0	6.0	0.0070093457943925215			0.7464712437443786	1.0	0.6104451333564542	1.0	Unclassified
gene:BVRB_1g001710	22.0	18.0	170.0	102.0	0.6	28.0	0.0	184.0	2.0	0.010869565217391304	98.0	0.0	670.0	1.0	0.0014925373134328358	2.9346719816718196e-07	6.894431711360168e-07	1.0	1.0	1.0	1.0	gbM
gene:BVRB_1g005160	7.0	0.0	35.0	1.0	0.028571428571428567	6.0	0.0	38.0	0.0	0.0	14.0	0.0	116.0	0.0	0.0							Unmethylated
gene:BVRB_1g003740	1.0	1.0	8.0	8.0	1.0	7.0	7.0	43.0	38.0	0.8837209302325582	14.0	1.0	110.0	16.0	0.14545454545454545							Unclassified
gene:BVRB_1g011980	23.0	22.0	257.0	228.0	0.8871595330739299	28.0	0.0	304.0	0.0	0.0	75.0	0.0	735.0	1.0	0.0013605442176870747	1.514110450223548e-11	4.490764465108128e-11	1.0	1.0	1.0	1.0	gbM
gene:BVRB_1g005890											5.0	0.0	40.0	0.0	0.0							NA
gene:BVRB_1g012790	10.0	4.0	126.0	20.0	0.15873015873015872	16.0	0.0	150.0	0.0	0.0	37.0	0.0	327.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_1g006130	14.0	11.0	135.0	107.0	0.7925925925925926	18.0	1.0	159.0	3.0	0.018867924528301886	62.0	0.0	538.0	5.0	0.00929368029739777					1.0	1.0	Unclassified
gene:BVRB_1g003620	6.0	6.0	74.0	73.0	0.9864864864864864	5.0	0.0	66.0	0.0	0.0	12.0	0.0	191.0	0.0	0.0							Unclassified
gene:BVRB_1g010050	23.0	16.0	259.0	161.0	0.6216216216216216	27.0	1.0	252.0	18.0	0.07142857142857142	68.0	0.0	672.0	6.0	0.008928571428571428	4.908768570569421e-05	0.00010283778535854894	0.7864347299817535	1.0	1.0	1.0	gbM
gene:BVRB_1g005250											2.0	0.0	14.0	0.0	0.0							NA
gene:BVRB_1g014170	7.0	0.0	145.0	0.0	0.0	10.0	0.0	233.0	0.0	0.0	23.0	0.0	358.0	1.0	0.002793296089385475					1.0	1.0	Unmethylated
gene:BVRB_1g010630	6.0	5.0	50.0	41.0	0.82	7.0	0.0	72.0	0.0	0.0	16.0	0.0	120.0	0.0	0.0							Unclassified
gene:BVRB_1g011310	11.0	7.0	68.0	47.0	0.6911764705882353	11.0	0.0	113.0	0.0	0.0	24.0	0.0	241.0	1.0	0.004149377593360996					1.0	1.0	Unclassified
gene:BVRB_1g002970	59.0	13.0	792.0	56.0	0.0707070707070707	28.0	0.0	356.0	2.0	0.005617977528089888	78.0	0.0	1300.0	8.0	0.006153846153846154	0.8912817913125616	1.0	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g011030	15.0	8.0	137.0	41.0	0.29927007299270075	19.0	0.0	145.0	0.0	0.0	58.0	0.0	491.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_1g015470	8.0	8.0	74.0	72.0	0.972972972972973	6.0	0.0	60.0	1.0	0.016666666666666666	15.0	0.0	129.0	0.0	0.0							Unclassified
gene:BVRB_1g002100	15.0	14.0	111.0	88.0	0.7927927927927928	10.0	0.0	93.0	0.0	0.0	56.0	0.0	516.0	1.0	0.0019379844961240308					1.0	1.0	Unclassified
gene:BVRB_1g005280	15.0	10.0	116.0	82.0	0.7068965517241379	29.0	0.0	243.0	2.0	0.00823045267489712	54.0	0.0	448.0	0.0	0.0			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g009670	10.0	9.0	63.0	55.0	0.873015873015873	17.0	0.0	154.0	0.0	0.0	43.0	0.0	390.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_1g013580	5.0	5.0	46.0	45.0	0.9782608695652174	12.0	12.0	104.0	98.0	0.9423076923076924	54.0	13.0	529.0	85.0	0.16068052930056712					4.073446914722934e-14	2.8770858250627115e-13	TE-like
gene:BVRB_1g010870																						NA
gene:BVRB_1g010640	21.0	0.0	752.0	0.0	0.0	22.0	0.0	771.0	3.0	0.003891050583657589	12.0	0.0	424.0	2.0	0.0047169811320754715	1.0	1.0	1.0	1.0			Unmethylated
gene:BVRB_1g014510	1.0	1.0	25.0	12.0	0.48	1.0	0.0	75.0	5.0	0.06666666666666668	5.0	0.0	174.0	3.0	0.017241379310344827							NA
gene:BVRB_1g010690	8.0	3.0	39.0	17.0	0.4358974358974359	15.0	0.0	62.0	1.0	0.016129032258064516	30.0	0.0	148.0	1.0	0.006756756756756757					1.0	1.0	Unclassified
gene:BVRB_1g000360	11.0	0.0	94.0	0.0	0.0	14.0	0.0	172.0	0.0	0.0	27.0	0.0	245.0	1.0	0.004081632653061225					1.0	1.0	Unmethylated
gene:BVRB_1g012030	4.0	4.0	17.0	15.0	0.8823529411764706	3.0	2.0	14.0	12.0	0.8571428571428571	9.0	0.0	71.0	0.0	0.0							NA
gene:BVRB_1g014770	13.0	13.0	103.0	101.0	0.9805825242718448	35.0	0.0	258.0	1.0	0.0038759689922480615	82.0	0.0	611.0	0.0	0.0			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g004850	1.0	0.0	10.0	0.0	0.0						3.0	0.0	24.0	0.0	0.0							NA
gene:BVRB_1g013450	13.0	13.0	236.0	230.0	0.9745762711864406	11.0	9.0	237.0	99.0	0.4177215189873418	19.0	5.0	274.0	27.0	0.09854014598540146							Unclassified
gene:BVRB_1g002540	30.0	25.0	838.0	640.0	0.7637231503579952	68.0	0.0	1762.0	6.0	0.00340522133938706	67.0	0.0	1557.0	9.0	0.0057803468208092465	5.985183724884717e-10	1.613189060533229e-09	1.0	1.0	1.0	1.0	gbM
gene:BVRB_1g009980	10.0	10.0	232.0	225.0	0.9698275862068966	14.0	14.0	307.0	292.0	0.9511400651465798	49.0	17.0	821.0	169.0	0.20584652862362973					4.4627379165999435e-21	4.130412904503512e-20	TE-like
gene:BVRB_1g013840																						NA
gene:BVRB_1g010260	38.0	38.0	766.0	747.0	0.975195822454308	31.0	31.0	590.0	488.0	0.8271186440677966	120.0	50.0	1866.0	329.0	0.17631296891747053	1.5717414734836319e-21	1.2423890739539631e-20	1.2333653397441776e-39	1.0475226547202246e-38	6.695514320488208e-64	1.8837087151030427e-62	TE-like
gene:BVRB_1g003860						4.0	0.0	50.0	0.0	0.0	6.0	0.0	171.0	0.0	0.0							NA
gene:BVRB_1g008090	20.0	0.0	640.0	0.0	0.0	6.0	0.0	187.0	0.0	0.0	7.0	0.0	203.0	0.0	0.0	1.0	1.0					Unmethylated
gene:BVRB_1g011970	61.0	7.0	913.0	33.0	0.03614457831325301	70.0	0.0	1194.0	0.0	0.0	94.0	0.0	1181.0	2.0	0.001693480101608806	0.9995783375706941	1.0	1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_1g009250	10.0	7.0	75.0	35.0	0.4666666666666667	15.0	0.0	93.0	1.0	0.010752688172043013	34.0	0.0	296.0	2.0	0.006756756756756757					1.0	1.0	Unclassified
gene:BVRB_1g000470	5.0	4.0	41.0	34.0	0.8292682926829268	17.0	0.0	119.0	0.0	0.0	43.0	0.0	283.0	1.0	0.00353356890459364					1.0	1.0	Unclassified
gene:BVRB_1g012810	58.0	58.0	837.0	808.0	0.965352449223417	72.0	71.0	1169.0	1042.0	0.8913601368691189	291.0	104.0	4411.0	738.0	0.16730900022670595	1.7664771116450068e-32	2.9544622155360688e-31	5.234846096660232e-88	1.2883079901662645e-86	1.5544645656603972e-122	1.1549414076796148e-120	TE-like
gene:BVRB_1g011340	23.0	7.0	127.0	34.0	0.2677165354330709	24.0	0.0	130.0	0.0	0.0	112.0	0.0	656.0	0.0	0.0	0.4900872827352346	0.7458363558588944	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g012430	15.0	0.0	110.0	0.0	0.0	15.0	0.0	164.0	0.0	0.0	21.0	0.0	245.0	2.0	0.00816326530612245					1.0	1.0	Unmethylated
gene:BVRB_1g002600	15.0	0.0	229.0	1.0	0.004366812227074236	6.0	0.0	82.0	0.0	0.0	32.0	0.0	491.0	1.0	0.002036659877800407					1.0	1.0	Unmethylated
gene:BVRB_1g004300											1.0	0.0	24.0	0.0	0.0							NA
gene:BVRB_1g009330	2.0	2.0	9.0	9.0	1.0	24.0	24.0	385.0	357.0	0.9272727272727272	79.0	35.0	1046.0	217.0	0.2074569789674952			7.5331089750235674e-31	4.839616053738162e-30	2.1497913640707645e-46	4.1124316165040736e-45	TE-like
