Transposed,Parent,speciesCount,Atrichopoda,Nnucifera,Acoerulea,Spolyrhiza,Closest
AT3G27360,AT5G10390,1,0,0,1,0,Cannuum_CA02g04220
AT3G27400,AT3G07010,4,2,2,2,1,Brapa_Brara.I00287
AT3G27400,AT3G07010,4,2,2,2,1,Boleracea_Bo9g008250
AT3G27400,AT3G07010,4,2,2,2,1,Brapa_Brara.F03207
AT3G27400,AT3G07010,4,2,2,2,1,Boleracea_Bo7g084540
AT3G27400,AT3G07010,4,2,2,2,1,Boleracea_Bo2g140690
AT3G27400,AT3G07010,4,2,2,2,1,Brapa_Brara.B03295
AT3G27440,AT3G27190,3,2,2,2,2,Alyrata_AL5G16850
AT3G27580,AT4G26610,1,1,2,2,0,Alyrata_AL5G17010
AT3G27690,AT2G34420,3,7,2,2,1,Crubella_Carub.0005s0623
AT3G27690,AT2G34420,3,7,2,2,1,Crubella_Carub.0005s0624
AT3G27785,AT5G11050,4,1,3,4,1,Alyrata_AL5G17220
AT3G27870,AT1G68710,1,0,1,2,1,Alyrata_AL5G17350
AT3G27880,AT1G23710,1,0,0,0,0,Crubella_Carub.0005s0643
AT3G27950,AT5G14450,1,3,1,0,0,Alyrata_AL5G17470
AT3G28020,AT3G48770,0,0,0,0,0,Unknown
AT3G28180,AT4G31590,1,0,1,1,0,Alyrata_AL5G17670
AT3G28250,AT1G78520,3,0,0,0,0,Alyrata_AL4G42480
AT3G28250,AT1G78520,3,0,0,0,0,Athaliana_AT2G43660
AT3G28250,AT1G78520,3,0,0,0,0,Crubella_Carub.0004s2619
AT3G28250,AT1G78520,3,0,0,0,0,Alyrata_AL4G42490
AT3G28250,AT1G78520,3,0,0,0,0,Athaliana_AT2G43670
AT3G28250,AT1G78520,3,0,0,0,0,Crubella_Carub.0004s2620
AT3G28250,AT1G78520,3,0,0,0,0,Crubella_Carub.0004s2621
AT3G28470,AT5G15310,1,1,1,1,2,Alyrata_AL5G18100
AT3G28650,AT4G02180,8,0,0,0,0,Alyrata_AL5G18290
AT3G28740,AT2G23190,1,0,0,0,0,Alyrata_AL5G18460
AT3G28890,AT5G27060,2,0,0,0,0,Crubella_Carub.0003s2900
AT3G28890,AT5G27060,2,0,0,0,0,Brapa_Brara.C04112
AT3G28890,AT5G27060,2,0,0,0,0,Brapa_Brara.J02194
AT3G28890,AT5G27060,2,0,0,0,0,Boleracea_Bo9g169800
AT3G28910,AT5G62470,2,1,1,2,5,Alyrata_AL5G18690
AT3G28917,AT1G18835,1,0,1,1,0,Crubella_Carub.0005s0746
AT3G28980,AT3G28810,1,0,0,0,0,Alyrata_AL5G18840
AT3G28990,AT3G55240,2,0,0,1,0,Brapa_Brara.E00626
AT3G28990,AT3G55240,2,0,0,1,0,Crubella_Carub.0005s0758
AT3G28990,AT3G55240,2,0,0,1,0,Crubella_Carub.0002s1242
AT3G29255,AT1G78950,7,0,0,0,0,Athaliana_AT5G36150
AT3G29320,AT3G46970,1,1,1,1,1,Alyrata_AL5G19375
AT3G29430,AT4G36810,9,0,0,0,0,Athaliana_AT3G32040
AT3G29580,AT3G58210,1,0,0,0,0,Alyrata_AL5G37370
AT3G29580,AT3G58210,1,0,0,0,0,Alyrata_AL7G20530
AT3G29580,AT3G58210,1,0,0,0,0,Alyrata_AL5G19670
AT3G29630,AT4G27560,7,0,0,0,0,Esalsugineum_Thhalv10012012m.g
AT3G29630,AT4G27560,7,0,0,0,0,Esalsugineum_Thhalv10011473m.g
AT3G29750,AT3G30770,0,0,0,0,0,Unknown
AT3G30210,AT3G24310,1,0,0,2,0,Alyrata_AL5G19870
AT3G30380,AT3G01690,6,3,6,3,3,Crubella_Carub.0005s0860
AT3G30380,AT3G01690,6,3,6,3,3,Alyrata_AL5G20090
AT3G30540,AT5G66460,3,0,0,0,0,Athaliana_AT3G10900
AT3G32040,AT4G36810,9,0,0,0,0,Athaliana_AT3G29430
AT3G32047,AT3G20080,2,0,0,0,0,Athaliana_AT2G14100
AT3G32090,AT1G80840,1,0,2,0,2,Egrandis_Eucgr.C01940
AT3G32130,AT1G04625,12,0,0,0,0,Alyrata_AL8G33020
AT3G32200,AT3G43148,9,0,0,0,0,Athaliana_AT5G33806
AT3G32200,AT3G43148,9,0,0,0,0,Athaliana_AT4G06688
AT3G32980,AT5G06720,7,0,1,0,0,Alyrata_AL5G20580
AT3G33293,AT3G32190,2,0,0,0,0,Athaliana_AT4G08097
AT3G42640,AT2G18960,3,2,2,1,0,Alyrata_AL5G20850
AT3G42770,AT2G42730,17,0,0,0,0,Alyrata_AL5G20970
AT3G42770,AT2G42730,17,0,0,0,0,Crubella_Carub.0005s0982
AT3G42800,AT1G54200,2,0,0,0,2,Alyrata_AL5G21160
AT3G42950,AT1G19170,1,0,0,0,0,Alyrata_AL5G21020
AT3G43270,AT4G33220,1,0,0,0,0,Alyrata_AL5G21360
AT3G43670,AT1G62810,0,0,0,0,0,Unknown
AT3G43750,AT3G45460,1,0,0,0,0,Alyrata_AL5G21720
AT3G43750,AT3G45460,1,0,0,0,0,Alyrata_AL5G21730
AT3G43800,AT1G78320,1,0,0,0,0,Alyrata_AL5G21770
AT3G43890,AT4G02180,3,0,0,0,0,Athaliana_AT1G69150
AT3G43910,AT2G26840,1,0,0,0,0,Alyrata_AL5G21910
AT3G44100,AT5G06480,1,0,0,0,0,Alyrata_AL5G22100
AT3G44120,AT3G22350,13,0,0,0,0,Athaliana_AT2G07140
AT3G44120,AT3G22350,13,0,0,0,0,Athaliana_AT3G18320
AT3G44250,AT1G13080,16,0,0,0,0,Alyrata_AL5G22370
AT3G44250,AT1G13080,16,0,0,0,0,Athaliana_AT3G53280
AT3G44250,AT1G13080,16,0,0,0,0,Boleracea_Bo8g082640
AT3G44250,AT1G13080,16,0,0,0,0,Boleracea_Bo6g067290
AT3G44250,AT1G13080,16,0,0,0,0,Brapa_Brara.G01583
AT3G44250,AT1G13080,16,0,0,0,0,Crubella_Carub.0005s1984
AT3G44250,AT1G13080,16,0,0,0,0,Crubella_Carub.0005s1982
AT3G44490,AT3G44660,0,0,0,0,0,Unknown
AT3G44810,AT2G42730,17,0,0,0,0,Alyrata_AL5G23280
AT3G44810,AT2G42730,17,0,0,0,0,Alyrata_AL5G23260
AT3G44810,AT2G42730,17,0,0,0,0,Alyrata_AL5G23270
AT3G44960,AT5G04320,1,0,0,0,1,Crubella_Carub.0005s1069
AT3G44960,AT5G04320,1,0,0,0,1,Alyrata_AL5G23430
AT3G45030,AT5G62300,0,0,0,0,0,Unknown
AT3G45130,AT2G07050,14,0,10,15,1,Alyrata_AL5G23630
AT3G45150,AT5G41030,2,0,0,2,0,Alyrata_AL5G23670
AT3G45170,AT5G66320,1,0,2,3,0,Alyrata_AL5G23700
AT3G45190,AT1G07990,1,0,0,0,0,Alyrata_AL5G23720
AT3G45400,AT1G74680,2,1,2,1,1,Alyrata_AL5G23960
AT3G45450,AT3G48870,1,0,0,1,3,Cpapaya_evm.TU.supercontig_1024.2
AT3G45450,AT3G48870,1,0,0,1,3,Ljaponicus_Lj1g3v1453970
AT3G45450,AT3G48870,1,0,0,1,3,Ljaponicus_Lj4g3v2882010
AT3G45450,AT3G48870,1,0,0,1,3,Slycopersicum_Solyc12g042060.2
AT3G45450,AT3G48870,1,0,0,1,3,Stuberosum_PGSC0003DMG401014476
AT3G45450,AT3G48870,1,0,0,1,3,Cannuum_CA12g12560
AT3G45450,AT3G48870,1,0,0,1,3,Mtruncatula_Medtr1g076440
AT3G45450,AT3G48870,1,0,0,1,3,Macuminata_GSMUA_Achr2G12140_001
AT3G45450,AT3G48870,1,0,0,1,3,Macuminata_GSMUA_Achr6G08050_001
AT3G45450,AT3G48870,1,0,0,1,3,Alyrata_AL1G34580
AT3G45450,AT3G48870,1,0,0,1,3,Ljaponicus_Lj1g3v4691480
AT3G45450,AT3G48870,1,0,0,1,3,Zjujuba_LOC107412645
AT3G45450,AT3G48870,1,0,0,1,3,Cclementina_Ciclev10033976m.g
AT3G45450,AT3G48870,1,0,0,1,3,Rchinensis_RcHm_v2.0_Chr7g0226601
AT3G45450,AT3G48870,1,0,0,1,3,Rchinensis_RcHm_v2.0_Chr7g0228631
AT3G45450,AT3G48870,1,0,0,1,3,Alyrata_AL5G24020
AT3G45530,AT4G02180,8,0,0,0,0,Athaliana_AT3G28650
AT3G45530,AT4G02180,8,0,0,0,0,Alyrata_AL5G18290
AT3G45620,AT4G35140,1,1,2,1,1,Alyrata_AL8G10100
AT3G45620,AT4G35140,1,1,2,1,1,Alyrata_AL5G24240
AT3G45640,AT2G43790,1,1,2,2,1,Alyrata_AL5G24260
AT3G45840,AT4G02180,15,0,0,0,0,Esalsugineum_Thhalv10002432m.g
AT3G45860,AT4G23190,11,0,1,0,0,Alyrata_AL5G24542
AT3G45870,AT4G19185,1,0,0,0,0,Alyrata_AL5G24550
AT3G45940,AT1G68560,1,0,0,0,0,Alyrata_AL5G20720
AT3G45940,AT1G68560,1,0,0,0,0,Alyrata_AL5G24630
AT3G46170,AT1G62610,3,0,0,0,0,Athaliana_AT3G55290
AT3G46170,AT1G62610,3,0,0,0,0,Athaliana_AT3G55310
AT3G46920,AT5G57610,1,0,2,1,3,Alyrata_AL5G26140
AT3G47340,AT5G65010,1,1,2,1,1,Alyrata_AL5G26490
AT3G47400,AT5G51490,1,0,0,0,0,Brapa_Brara.A02443
AT3G47400,AT5G51490,1,0,0,0,0,Boleracea_Bo1g072200
AT3G47400,AT5G51490,1,0,0,0,0,Boleracea_Bo3g134430
AT3G47400,AT5G51490,1,0,0,0,0,Brapa_Brara.F01763
AT3G47400,AT5G51490,1,0,0,0,0,Crubella_Carub.0005s1349
AT3G47420,AT4G17550,1,1,2,2,2,Alyrata_AL5G26640
AT3G47530,AT5G40405,15,0,40,38,33,Alyrata_AL5G26770
AT3G47675,AT2G39690,0,0,0,0,0,Unknown
AT3G47920,AT3G31430,17,0,0,0,0,Athaliana_AT2G16676
AT3G47920,AT3G31430,17,0,0,0,0,Athaliana_AT4G02000
AT3G47920,AT3G31430,17,0,0,0,0,Athaliana_AT2G13450
AT3G47940,AT1G59725,1,0,0,0,0,Alyrata_AL5G27250
AT3G48160,AT3G01330,1,0,0,0,0,Crubella_Carub.0005s1426
AT3G48230,AT3G13510,5,3,3,15,4,Crubella_Carub.0005s1439
AT3G48230,AT3G13510,5,3,3,15,4,Alyrata_AL3G14270
AT3G48400,AT4G02180,15,0,0,0,0,Athaliana_AT3G45840
AT3G48400,AT4G02180,15,0,0,0,0,Esalsugineum_Thhalv10002432m.g
AT3G48410,AT2G36290,1,0,0,0,0,Alyrata_AL5G27800
AT3G48890,AT5G52240,1,0,0,0,0,Alyrata_AL5G28400
AT3G48890,AT5G52240,1,0,0,0,0,Crubella_Carub.0005s1506
AT3G48920,AT4G25560,1,1,2,1,1,Crubella_Carub.0005s1510
AT3G48950,AT4G23500,2,0,1,1,0,Alyrata_AL5G28470
AT3G49060,AT2G45910,4,0,5,0,1,Crubella_Carub.0005s1526
AT3G49060,AT2G45910,4,0,5,0,1,Alyrata_AL5G28580
AT3G49150,AT3G59190,12,0,0,0,0,Crubella_Carub.0005s2597
AT3G49150,AT3G59190,12,0,0,0,0,Alyrata_AL5G41130
AT3G49150,AT3G59190,12,0,0,0,0,Athaliana_AT3G59240
AT3G49150,AT3G59190,12,0,0,0,0,Esalsugineum_Thhalv10006443m.g
AT3G49170,AT4G13650,3,3,4,3,4,Alyrata_AL5G28890
AT3G49220,AT5G53370,1,0,2,0,0,Alyrata_AL5G28940
AT3G49340,AT2G34080,2,0,0,0,0,Alyrata_AL5G29100
AT3G49390,AT4G10610,3,1,2,1,1,Alyrata_AL5G29150
AT3G49390,AT4G10610,3,1,2,1,1,Crubella_Carub.0005s1568
AT3G49430,AT1G02840,1,1,1,1,1,Alyrata_AL5G29180
AT3G49470,AT4G10480,1,0,0,0,0,Esalsugineum_Thhalv10010701m.g
AT3G49470,AT4G10480,1,0,0,0,0,Cviolacea_Clevi.0004s0198
AT3G49480,AT1G26890,2,0,0,0,0,Alyrata_AL5G29250
AT3G49590,AT3G18770,1,2,1,1,2,Alyrata_AL5G29430
AT3G49610,AT1G05920,7,0,0,0,0,Alyrata_AL5G29460
AT3G49610,AT1G05920,7,0,0,0,0,Alyrata_AL8G22470
AT3G49660,AT4G02730,1,1,1,1,1,Alyrata_AL5G29510
AT3G49680,AT1G50090,1,1,2,4,1,Alyrata_AL5G29630
AT3G49980,AT3G22350,13,0,0,0,0,Crubella_Carub.0005s1634
AT3G50350,AT4G33985,1,0,0,0,0,Alyrata_AL5G30470
AT3G50390,AT3G18950,2,0,0,0,0,Alyrata_AL5G30540
AT3G50530,AT2G41140,1,1,2,1,1,Alyrata_AL5G30680
AT3G50630,AT1G49620,2,0,2,2,1,Boleracea_Bo8g080060
AT3G50630,AT1G49620,2,0,2,2,1,Brapa_Brara.I03405
AT3G50630,AT1G49620,2,0,2,2,1,Boleracea_Bo7g099410
AT3G50630,AT1G49620,2,0,2,2,1,Brapa_Brara.C04323
AT3G50630,AT1G49620,2,0,2,2,1,Esalsugineum_Thhalv10010715m.g
AT3G50630,AT1G49620,2,0,2,2,1,Crubella_Carub.0005s1695
AT3G50710,AT4G26340,2,0,0,0,0,Brapa_Brara.H00758
AT3G50710,AT4G26340,2,0,0,0,0,Boleracea_Bo8g038060
AT3G50710,AT4G26340,2,0,0,0,0,Alyrata_AL8G32200
AT3G50710,AT4G26340,2,0,0,0,0,Esalsugineum_Thhalv10027284m.g
AT3G50710,AT4G26340,2,0,0,0,0,Esalsugineum_Thhalv10027210m.g
AT3G50710,AT4G26340,2,0,0,0,0,Esalsugineum_Thhalv10027344m.g
AT3G50710,AT4G26340,2,0,0,0,0,Alyrata_AL5G30872
AT3G50770,AT1G76640,1,0,2,2,1,Alyrata_AL5G30990
AT3G50770,AT1G76640,1,0,2,2,1,Crubella_Carub.0005s1711
AT3G50810,AT4G37235,1,0,0,0,0,Alyrata_AL5G31040
AT3G51070,AT1G29470,1,1,2,1,1,Alyrata_AL5G31490
AT3G51530,AT4G26340,15,0,0,0,0,Alyrata_AL5G31970
AT3G51550,AT3G04690,1,1,3,1,2,Alyrata_AL5G31990
AT3G51660,AT5G01650,1,0,0,0,0,Crubella_Carub.0005s1802
AT3G51720,AT2G38370,1,0,0,0,0,Alyrata_AL5G32170
AT3G51720,AT2G38370,1,0,0,0,0,Crubella_Carub.0005s1806
AT3G51860,AT5G01490,2,0,0,0,0,Alyrata_AL5G32320
AT3G51870,AT5G01500,1,0,0,0,0,Crubella_Carub.0005s1822
AT3G51880,AT1G20693,1,3,3,4,2,Alyrata_AL5G32370
AT3G51890,AT2G20760,2,0,2,1,0,Alyrata_AL5G32380
AT3G51895,AT4G02700,1,0,0,0,0,Alyrata_AL5G32390
AT3G51910,AT3G63350,1,0,0,0,0,Alyrata_AL5G32400
AT3G51920,AT3G43810,4,1,2,3,3,Boleracea_Bo8g081160
AT3G51950,AT3G21100,2,0,0,0,0,Alyrata_AL5G32460
AT3G51960,AT2G16770,1,1,2,0,1,Alyrata_AL5G32470
AT3G52060,AT5G22070,1,0,0,0,2,Alyrata_AL5G32610
AT3G52080,AT5G41610,24,7,24,15,7,Boleracea_Bo4g125670
AT3G52080,AT5G41610,24,7,24,15,7,Boleracea_Bo7g101410
AT3G52080,AT5G41610,24,7,24,15,7,Brapa_Brara.C04397
AT3G52080,AT5G41610,24,7,24,15,7,Brapa_Brara.D00617
AT3G52160,AT2G16280,2,2,1,2,2,Alyrata_AL5G32740
AT3G52310,AT5G06530,1,0,0,0,0,Alyrata_AL5G32940
AT3G52400,AT1G61290,2,1,2,2,0,Alyrata_AL5G33060
AT3G52440,AT5G60200,6,1,5,3,2,Alyrata_AL5G33090
AT3G52790,AT5G62150,1,0,1,1,1,Alyrata_AL5G33570
AT3G52840,AT4G26140,2,0,0,0,0,Crubella_Carub.0005s1931
AT3G53030,AT3G44850,1,0,2,2,1,Alyrata_AL5G33860
AT3G53060,AT1G75950,15,0,11,28,0,Alyrata_AL5G33920
AT3G53190,AT3G07010,3,1,2,3,2,Brapa_Brara.G01572
AT3G53190,AT3G07010,3,1,2,3,2,Crubella_Carub.0005s1972
AT3G53190,AT3G07010,3,1,2,3,2,Brapa_Brara.I03611
AT3G53190,AT3G07010,3,1,2,3,2,Boleracea_Bo8g082560
AT3G53190,AT3G07010,3,1,2,3,2,Boleracea_Bo6g067180
AT3G53200,AT3G46130,1,1,0,1,0,Alyrata_AL5G34080
AT3G53230,AT5G03340,1,0,0,0,0,Alyrata_AL5G34110
AT3G53340,AT2G37060,1,0,0,0,0,Alyrata_AL5G34250
AT3G53380,AT5G10530,4,2,4,1,1,Crubella_Carub.0005s1993
AT3G53410,AT3G09770,1,0,0,0,0,Alyrata_AL5G34330
AT3G53490,AT5G02720,1,0,0,0,0,Alyrata_AL5G34410
AT3G53520,AT2G47650,1,1,2,1,1,Crubella_Carub.0005s2010
AT3G53550,AT1G26890,2,0,0,0,0,Alyrata_AL5G34470
AT3G53590,AT5G01950,1,0,0,0,0,Alyrata_AL5G34520
AT3G53610,AT5G59840,1,0,0,0,0,Alyrata_AL5G34560
AT3G53620,AT1G01050,1,1,2,2,3,Crubella_Carub.0005s2020
AT3G53640,AT1G13350,0,0,0,0,0,Unknown
AT3G53690,AT3G14250,1,0,4,13,0,Alyrata_AL5G34660
AT3G53720,AT5G41610,24,7,24,15,7,Brapa_Brara.D00513
AT3G53720,AT5G41610,24,7,24,15,7,Boleracea_Bo4g121640
AT3G53720,AT5G41610,24,7,24,15,7,Boleracea_Bo8g083060
AT3G53720,AT5G41610,24,7,24,15,7,Brapa_Brara.I03657
AT3G53720,AT5G41610,24,7,24,15,7,Alyrata_AL5G34690
AT3G53730,AT2G28740,1,0,0,0,0,Crubella_Carub.0005s1217
AT3G53730,AT2G28740,1,0,0,0,0,Mtruncatula_Medtr5g063620
AT3G53730,AT2G28740,1,0,0,0,0,Phallii_Pahal.9G401600
AT3G53730,AT2G28740,1,0,0,0,0,Vcorymbosum_augustus_masked-VaccDscaff19-processed-gene-342.2
AT3G53730,AT2G28740,1,0,0,0,0,Alyrata_AL5G34700
AT3G53730,AT2G28740,1,0,0,0,0,Macuminata_GSMUA_Achr1G07160_001
AT3G53780,AT1G63120,3,1,4,2,2,Crubella_Carub.0005s2036
AT3G53800,AT3G09350,1,0,0,0,0,Brapa_Brara.I03664
AT3G53800,AT3G09350,1,0,0,0,0,Boleracea_Bo8g083140
AT3G53800,AT3G09350,1,0,0,0,0,Cviolacea_Clevi.0027s0173
AT3G53860,AT1G05860,2,0,0,0,0,Alyrata_AL5G34840
AT3G54140,AT5G01180,1,0,0,0,0,Alyrata_AL5G35180
AT3G54140,AT5G01180,1,0,0,0,0,Crubella_Carub.0005s2073
AT3G54160,AT2G42730,8,0,1,20,0,Alyrata_AL5G35200
AT3G54240,AT2G36290,1,0,0,0,0,Alyrata_AL5G35280
AT3G54270,AT2G35840,1,0,0,0,0,Alyrata_AL5G35310
AT3G54320,AT1G79700,1,1,1,1,1,Alyrata_AL5G35370
AT3G54420,AT2G43580,1,0,0,0,0,Alyrata_AL5G35470
AT3G54430,AT4G36260,2,1,2,1,2,Alyrata_AL5G35480
AT3G54450,AT1G22540,1,0,5,1,0,Boleracea_Bo8g083690
AT3G54450,AT1G22540,1,0,5,1,0,Brapa_Brara.I03710
AT3G54450,AT1G22540,1,0,5,1,0,Alyrata_AL5G35500
AT3G54490,AT3G57080,1,0,0,0,0,Alyrata_AL5G35540
AT3G54740,AT5G06560,1,0,0,0,0,Alyrata_AL5G35810
AT3G54760,AT5G02950,1,0,0,0,0,Alyrata_AL5G35830
AT3G54760,AT5G02950,1,0,0,0,0,Alyrata_AL5G35840
AT3G54800,AT2G28320,1,0,0,0,0,Alyrata_AL5G35880
AT3G54810,AT5G66320,4,6,4,2,1,Alyrata_AL5G35890
AT3G54870,AT1G12430,1,1,0,2,0,Crubella_Carub.0005s2148
AT3G54870,AT1G12430,1,1,0,2,0,Alyrata_AL5G35980
AT3G54910,AT5G62970,8,0,0,0,0,Esalsugineum_Thhalv10010416m.g
AT3G54920,AT5G48900,3,1,2,3,2,Alyrata_AL5G36030
AT3G54930,AT3G09880,1,0,0,0,0,Alyrata_AL5G36040
AT3G54960,AT5G60640,1,0,0,1,0,Alyrata_AL5G36070
AT3G55260,AT1G65590,1,1,1,1,1,Alyrata_AL5G36400
AT3G55380,AT5G59300,1,0,0,1,0,Crubella_Carub.0005s2209
AT3G55550,AT2G37710,2,1,3,3,2,Alyrata_AL5G36720
AT3G55560,AT2G35270,11,6,12,6,8,Alyrata_AL5G36730
AT3G55580,AT3G53830,1,0,0,0,0,Crubella_Carub.0005s2232
AT3G55640,AT3G53940,1,0,0,0,0,Alyrata_AL5G36850
AT3G55650,AT5G56350,4,0,0,0,0,Athaliana_AT3G55810
AT3G55670,AT4G26340,0,0,0,0,0,Unknown
AT3G55810,AT5G56350,4,0,0,0,0,Athaliana_AT3G55650
AT3G55920,AT2G29960,1,0,1,0,0,Alyrata_AL5G37200
AT3G56060,AT5G51930,1,0,0,0,0,Alyrata_AL5G37330
AT3G56070,AT2G16600,8,6,8,6,5,Alyrata_AL5G37340
AT3G56500,AT1G24577,1,5,0,1,3,Alyrata_AL5G37850
AT3G56630,AT3G48520,2,1,8,4,4,Alyrata_AL5G38000
AT3G57110,AT5G60370,0,0,0,0,0,Unknown
AT3G57230,AT4G37940,1,0,0,0,0,Alyrata_AL5G38720
AT3G57310,AT5G38160,8,0,0,0,0,Alyrata_AL5G38850
AT3G57390,AT4G11880,13,7,5,6,3,Crubella_Carub.0005s2423
AT3G57430,AT3G63370,1,0,0,2,1,Alyrata_AL5G39000
AT3G57587,AT3G31430,17,0,0,0,0,Athaliana_AT5G25200
AT3G57587,AT3G31430,17,0,0,0,0,Athaliana_AT5G18636
AT3G57587,AT3G31430,17,0,0,0,0,Athaliana_AT2G02103
AT3G57587,AT3G31430,17,0,0,0,0,Athaliana_AT2G41590
AT3G57620,AT1G19900,4,4,3,3,2,Alyrata_AL5G39200
AT3G58090,AT1G55210,6,25,6,14,3,Crubella_Carub.0005s2492
AT3G58090,AT1G55210,6,25,6,14,3,Alyrata_AL5G39760
AT3G58090,AT1G55210,6,25,6,14,3,Crubella_Carub.0005s2493
AT3G58150,AT1G28510,1,0,2,1,0,Crubella_Carub.0099s0003
AT3G58150,AT1G28510,1,0,2,1,0,Crubella_Carub.0005s2500
AT3G58150,AT1G28510,1,0,2,1,0,Crubella_Carub.0339s0002
AT3G58160,AT1G54560,11,3,8,6,5,Crubella_Carub.0005s2501
AT3G58650,AT5G26910,1,0,0,0,0,Alyrata_AL5G40410
AT3G58810,AT2G46800,1,0,0,0,0,Alyrata_AL5G40600
AT3G59070,AT5G47530,3,0,5,0,0,Alyrata_AL5G40960
AT3G59100,AT1G05570,2,1,1,1,1,Alyrata_AL5G40990
AT3G59480,AT2G31390,1,0,0,0,0,Alyrata_AL5G41390
AT3G59670,AT4G37440,1,0,0,0,0,Alyrata_AL5G41740
AT3G59940,AT1G80440,2,2,4,2,2,Alyrata_AL5G42120
AT3G60030,AT2G47070,1,0,0,0,0,Alyrata_AL5G42210
AT3G60040,AT2G42730,17,0,0,0,0,Crubella_Carub.0005s2679
AT3G60410,AT1G25370,2,0,1,1,4,Alyrata_AL5G42660
AT3G60680,AT2G30380,1,1,2,1,1,Crubella_Carub.0005s2742
AT3G60710,AT1G78750,15,0,0,0,0,Athaliana_AT1G78840
AT3G60720,AT2G01660,1,1,2,1,1,Boleracea_Bo4g104840
AT3G60720,AT2G01660,1,1,2,1,1,Esalsugineum_Thhalv10006142m.g
AT3G61010,AT3G11040,0,0,0,0,0,Unknown
AT3G61060,AT1G63090,2,0,0,0,0,Alyrata_AL5G43270
AT3G61170,AT3G63370,19,14,31,30,26,Crubella_Carub.0005s2782
AT3G61180,AT1G63170,1,0,0,0,0,Alyrata_AL5G43430
AT3G61180,AT1G63170,1,0,0,0,0,Crubella_Carub.0230s0001
AT3G61400,AT1G06620,3,0,0,0,0,Brapa_Brara.I04237
AT3G61400,AT1G06620,3,0,0,0,0,Boleracea_Bo8g095980
AT3G61470,AT1G19150,2,1,1,1,1,Alyrata_AL5G43770
AT3G61960,AT2G37840,2,2,1,1,2,Alyrata_AL5G44560
AT3G62030,AT5G58710,3,3,3,3,2,Alyrata_AL5G44680
AT3G62040,AT5G02230,3,1,1,1,2,Esalsugineum_Thhalv10006238m.g
AT3G62040,AT5G02230,3,1,1,1,2,Crubella_Carub.0005s2880
AT3G62420,AT1G75390,1,0,0,0,0,Alyrata_AL5G45220
AT3G62500,AT3G61730,0,0,0,0,0,Unknown
AT3G62560,AT1G56330,1,1,0,2,0,Crubella_Carub.0005s2921
AT3G62560,AT1G56330,1,1,0,2,0,Alyrata_AL5G45310
AT3G62560,AT1G56330,1,1,0,2,0,Esalsugineum_Thhalv10006249m.g
AT3G62710,AT5G20940,2,2,0,1,1,Alyrata_AL5G45460
AT3G62890,AT5G40405,15,0,40,38,33,Crubella_Carub.0005s2953
AT3G62970,AT5G18650,1,0,0,1,0,Alyrata_AL5G45750
AT3G62980,AT3G26810,2,1,4,4,2,Crubella_Carub.0005s2963
AT3G63010,AT5G27320,1,0,0,0,0,Alyrata_AL5G45800
AT3G63110,AT5G19040,1,0,0,0,0,Alyrata_AL5G45940
AT3G63130,AT5G19320,2,0,2,2,1,Alyrata_AL5G45970
AT3G63150,AT5G27540,1,0,1,0,0,Alyrata_AL5G45990
AT3G63440,AT5G56970,4,5,5,4,3,Alyrata_AL5G46300
AT3G63450,AT3G21100,2,0,0,0,0,Alyrata_AL5G46310
AT3G63500,AT1G14740,1,2,2,1,3,Alyrata_AL5G46360
AT4G00005,AT5G01640,0,0,0,0,0,Unknown
AT4G00070,AT1G17970,2,0,0,0,1,Athaliana_AT1G36950
AT4G00080,AT5G62350,1,0,0,0,0,Alyrata_AL6G53440
AT4G00110,AT4G30440,4,1,2,1,1,Alyrata_AL6G53400
AT4G00120,AT3G50330,2,1,1,1,1,Alyrata_AL6G53380
AT4G00130,AT1G61730,3,0,0,0,0,Alyrata_AL5G21460
AT4G00160,AT4G26340,15,0,0,0,0,Crubella_Carub.0005s1910
AT4G00160,AT4G26340,15,0,0,0,0,Crubella_Carub.0005s1908
AT4G00163,AT1G62515,1,0,0,0,0,Nattenuata_NIATv7_g63095
AT4G00163,AT1G62515,1,0,0,0,0,Nattenuata_NIATv7_g53593
AT4G00163,AT1G62515,1,0,0,0,0,Nattenuata_NIATv7_g56707
AT4G00170,AT3G60600,3,1,4,4,2,Alyrata_AL6G53330
AT4G00200,AT4G12080,1,0,0,0,0,Crubella_Carub.0006s3702
AT4G00200,AT4G12080,1,0,0,0,0,Alyrata_AL6G53300
AT4G00230,AT5G59190,1,1,2,2,0,Alyrata_AL6G53260
AT4G00230,AT5G59190,1,1,2,2,0,Crubella_Carub.0006s3699
AT4G00260,AT2G24645,0,0,0,0,0,Unknown
AT4G00315,AT5G62970,3,0,0,0,0,Athaliana_AT1G55660
AT4G00320,AT3G59190,5,0,0,0,0,Athaliana_AT5G41830
AT4G00350,AT1G12950,3,10,4,6,2,Alyrata_AL6G53130
AT4G00390,AT1G61730,0,0,0,0,0,Unknown
AT4G00540,AT4G32730,2,1,1,1,1,Alyrata_AL6G52920
AT4G00610,AT1G61730,4,0,0,0,0,Athaliana_AT4G08263
AT4G00651,AT5G51100,3,1,1,1,1,Macuminata_GSMUA_Achr10G27210_001
AT4G00651,AT5G51100,3,1,1,1,1,Macuminata_GSMUA_Achr10G27230_001
AT4G00651,AT5G51100,3,1,1,1,1,Rchinensis_RcHm_v2.0_Chr1g0318101
