row,column,cor,p,sps,p.adjust
unM,teM,-0.111155430676408,1.23012711128467e-13,Fvesca,1.46158523880271e-13
Unclassified,teM,-0.0203234218455302,0.176573839388683,Fvesca,0.183061052776097
Genes,unM,0.841834359039345,0,Fvesca,0
TEs,unM,-0.416822777101471,0,Fvesca,0
TE.nucleotidess,unM,-0.416666545841837,0,Fvesca,0
gbM,unM,0.174065953499515,0,Fvesca,0
teM,unM,-0.111155430676408,1.23012711128467e-13,Fvesca,1.46158523880271e-13
unM,unM,1,NA,Fvesca,NA
Unclassified,unM,0.212908587843232,0,Fvesca,0
Genes,Unclassified,0.426337210986991,0,Fvesca,0
TEs,Unclassified,-0.244305052395209,0,Fvesca,0
TE.nucleotidess,Unclassified,-0.264241552910887,0,Fvesca,0
gbM,Unclassified,0.0935544355156748,4.55212312289177e-10,Fvesca,5.3108103100404e-10
teM,Unclassified,-0.0203234218455302,0.176573839388683,Fvesca,0.183061052776097
unM,Unclassified,0.212908587843232,0,Fvesca,0
Unclassified,Unclassified,1,NA,Fvesca,NA
Genes,Genes,1,NA,Fxananassa,NA
TEs,Genes,-0.630288027821931,0,Fxananassa,0
TE.nucleotidess,Genes,-0.735197455864047,0,Fxananassa,0
gbM,Genes,0.313209310146887,0,Fxananassa,0
teM,Genes,0.0572553390887633,3.44613226843649e-13,Fxananassa,4.08380241259599e-13
unM,Genes,0.689980643970812,0,Fxananassa,0
Unclassified,Genes,0.415575370309235,0,Fxananassa,0
Genes,TEs,-0.630288027821931,0,Fxananassa,0
TEs,TEs,1,NA,Fxananassa,NA
TE.nucleotidess,TEs,0.829932216925112,0,Fxananassa,0
gbM,TEs,-0.322359492639412,0,Fxananassa,0
teM,TEs,0.162439439382174,0,Fxananassa,0
unM,TEs,-0.458629404726793,0,Fxananassa,0
Unclassified,TEs,-0.345899672199613,0,Fxananassa,0
Genes,TE.nucleotidess,-0.735197455864047,0,Fxananassa,0
TEs,TE.nucleotidess,0.829932216925112,0,Fxananassa,0
TE.nucleotidess,TE.nucleotidess,1,NA,Fxananassa,NA
gbM,TE.nucleotidess,-0.353176316538873,0,Fxananassa,0
teM,TE.nucleotidess,0.0914049446872263,0,Fxananassa,0
unM,TE.nucleotidess,-0.515139650382981,0,Fxananassa,0
Unclassified,TE.nucleotidess,-0.379129346673298,0,Fxananassa,0
Genes,gbM,0.313209310146887,0,Fxananassa,0
TEs,gbM,-0.322359492639412,0,Fxananassa,0
TE.nucleotidess,gbM,-0.353176316538873,0,Fxananassa,0
gbM,gbM,1,NA,Fxananassa,NA
teM,gbM,0.0307204085605702,9.55963100104373e-05,Fxananassa,0.000105401059755098
unM,gbM,0.236140113962244,0,Fxananassa,0
Unclassified,gbM,0.118555800002725,0,Fxananassa,0
Genes,teM,0.0572553390887633,3.44613226843649e-13,Fxananassa,4.08380241259599e-13
TEs,teM,0.162439439382174,0,Fxananassa,0
TE.nucleotidess,teM,0.0914049446872263,0,Fxananassa,0
gbM,teM,0.0307204085605702,9.55963100104373e-05,Fxananassa,0.000105401059755098
teM,teM,1,NA,Fxananassa,NA
unM,teM,-0.062495513357121,1.99840144432528e-15,Fxananassa,2.41250869548894e-15
Unclassified,teM,-0.0443045704378347,1.82167918527654e-08,Fxananassa,2.09551121567479e-08
Genes,unM,0.689980643970812,0,Fxananassa,0
TEs,unM,-0.458629404726793,0,Fxananassa,0
TE.nucleotidess,unM,-0.515139650382981,0,Fxananassa,0
gbM,unM,0.236140113962244,0,Fxananassa,0
teM,unM,-0.062495513357121,1.99840144432528e-15,Fxananassa,2.41250869548894e-15
unM,unM,1,NA,Fxananassa,NA
Unclassified,unM,0.284534656998788,0,Fxananassa,0
Genes,Unclassified,0.415575370309235,0,Fxananassa,0
TEs,Unclassified,-0.345899672199613,0,Fxananassa,0
TE.nucleotidess,Unclassified,-0.379129346673298,0,Fxananassa,0
gbM,Unclassified,0.118555800002725,0,Fxananassa,0
teM,Unclassified,-0.0443045704378347,1.82167918527654e-08,Fxananassa,2.09551121567479e-08
unM,Unclassified,0.284534656998788,0,Fxananassa,0
Unclassified,Unclassified,1,NA,Fxananassa,NA
Genes,Genes,1,NA,Gmax,NA
TEs,Genes,-0.694087180791551,0,Gmax,0
TE.nucleotidess,Genes,-0.771285256564165,0,Gmax,0
gbM,Genes,0.529668027373936,0,Gmax,0
teM,Genes,0.108212164955039,0,Gmax,0
unM,Genes,0.945023447594603,0,Gmax,0
Unclassified,Genes,0.609625132769236,0,Gmax,0
Genes,TEs,-0.694087180791551,0,Gmax,0
TEs,TEs,1,NA,Gmax,NA
TE.nucleotidess,TEs,0.888580337282891,0,Gmax,0
gbM,TEs,-0.416332933596522,0,Gmax,0
teM,TEs,-0.0642478386217718,0,Gmax,0
unM,TEs,-0.655465047836602,0,Gmax,0
Unclassified,TEs,-0.429802641881761,0,Gmax,0
Genes,TE.nucleotidess,-0.771285256564165,0,Gmax,0
TEs,TE.nucleotidess,0.888580337282891,0,Gmax,0
TE.nucleotidess,TE.nucleotidess,1,NA,Gmax,NA
gbM,TE.nucleotidess,-0.471481495441001,0,Gmax,0
teM,TE.nucleotidess,-0.0773656800991769,0,Gmax,0
unM,TE.nucleotidess,-0.729326993427822,0,Gmax,0
Unclassified,TE.nucleotidess,-0.482881900329617,0,Gmax,0
Genes,gbM,0.529668027373936,0,Gmax,0
TEs,gbM,-0.416332933596522,0,Gmax,0
TE.nucleotidess,gbM,-0.471481495441001,0,Gmax,0
gbM,gbM,1,NA,Gmax,NA
teM,gbM,0.00980441870868515,0.168446188733933,Gmax,0.174835526927289
unM,gbM,0.353786370834182,0,Gmax,0
Unclassified,gbM,0.285175356662034,0,Gmax,0
Genes,teM,0.108212164955039,0,Gmax,0
TEs,teM,-0.0642478386217718,0,Gmax,0
TE.nucleotidess,teM,-0.0773656800991769,0,Gmax,0
gbM,teM,0.00980441870868515,0.168446188733933,Gmax,0.174835526927289
teM,teM,1,NA,Gmax,NA
unM,teM,0.00258257474372769,0.716782130350317,Gmax,0.72157665965032
Unclassified,teM,0.0299245181731883,2.61893901338794e-05,Gmax,2.90885846136447e-05
Genes,unM,0.945023447594603,0,Gmax,0
TEs,unM,-0.655465047836602,0,Gmax,0
TE.nucleotidess,unM,-0.729326993427822,0,Gmax,0
gbM,unM,0.353786370834182,0,Gmax,0
teM,unM,0.00258257474372769,0.716782130350317,Gmax,0.72157665965032
unM,unM,1,NA,Gmax,NA
Unclassified,unM,0.432329165456143,0,Gmax,0
Genes,Unclassified,0.609625132769236,0,Gmax,0
TEs,Unclassified,-0.429802641881761,0,Gmax,0
TE.nucleotidess,Unclassified,-0.482881900329617,0,Gmax,0
gbM,Unclassified,0.285175356662034,0,Gmax,0
teM,Unclassified,0.0299245181731883,2.61893901338794e-05,Gmax,2.90885846136447e-05
unM,Unclassified,0.432329165456143,0,Gmax,0
Unclassified,Unclassified,1,NA,Gmax,NA
Genes,Genes,1,NA,Graimondii,NA
TEs,Genes,-0.185152399473496,0,Graimondii,0
TE.nucleotidess,Genes,-0.491362033609918,0,Graimondii,0
gbM,Genes,0.674586051759195,0,Graimondii,0
teM,Genes,0.320794393112422,0,Graimondii,0
unM,Genes,0.848307604004556,0,Graimondii,0
Unclassified,Genes,0.614569420325685,0,Graimondii,0
Genes,TEs,-0.185152399473496,0,Graimondii,0
TEs,TEs,1,NA,Graimondii,NA
TE.nucleotidess,TEs,0.805823517916559,0,Graimondii,0
gbM,TEs,-0.137770519780145,0,Graimondii,0
teM,TEs,0.000739301155278336,0.925284607933938,Graimondii,0.92631042235515
unM,TEs,-0.116886746252774,0,Graimondii,0
Unclassified,TEs,-0.119304915360111,0,Graimondii,0
Genes,TE.nucleotidess,-0.491362033609918,0,Graimondii,0
TEs,TE.nucleotidess,0.805823517916559,0,Graimondii,0
TE.nucleotidess,TE.nucleotidess,1,NA,Graimondii,NA
gbM,TE.nucleotidess,-0.382526063989629,0,Graimondii,0
teM,TE.nucleotidess,-0.0725786677938388,0,Graimondii,0
unM,TE.nucleotidess,-0.383842209220215,0,Graimondii,0
Unclassified,TE.nucleotidess,-0.313513494808848,0,Graimondii,0
Genes,gbM,0.674586051759195,0,Graimondii,0
TEs,gbM,-0.137770519780145,0,Graimondii,0
TE.nucleotidess,gbM,-0.382526063989629,0,Graimondii,0
gbM,gbM,1,NA,Graimondii,NA
teM,gbM,0.0650671432936411,0,Graimondii,0
unM,gbM,0.360660374063377,0,Graimondii,0
Unclassified,gbM,0.338747656031385,0,Graimondii,0
Genes,teM,0.320794393112422,0,Graimondii,0
TEs,teM,0.000739301155278336,0.925284607933938,Graimondii,0.92631042235515
TE.nucleotidess,teM,-0.0725786677938388,0,Graimondii,0
gbM,teM,0.0650671432936411,0,Graimondii,0
teM,teM,1,NA,Graimondii,NA
unM,teM,0.0746030196993615,0,Graimondii,0
Unclassified,teM,0.0606641462344739,1.33226762955019e-14,Graimondii,1.59342737679976e-14
Genes,unM,0.848307604004556,0,Graimondii,0
TEs,unM,-0.116886746252774,0,Graimondii,0
TE.nucleotidess,unM,-0.383842209220215,0,Graimondii,0
gbM,unM,0.360660374063377,0,Graimondii,0
teM,unM,0.0746030196993615,0,Graimondii,0
unM,unM,1,NA,Graimondii,NA
Unclassified,unM,0.380608624898689,0,Graimondii,0
Genes,Unclassified,0.614569420325685,0,Graimondii,0
TEs,Unclassified,-0.119304915360111,0,Graimondii,0
TE.nucleotidess,Unclassified,-0.313513494808848,0,Graimondii,0
gbM,Unclassified,0.338747656031385,0,Graimondii,0
teM,Unclassified,0.0606641462344739,1.33226762955019e-14,Graimondii,1.59342737679976e-14
unM,Unclassified,0.380608624898689,0,Graimondii,0
Unclassified,Unclassified,1,NA,Graimondii,NA
Genes,Genes,1,NA,Ljaponicus,NA
TEs,Genes,-0.0602107883932978,1.21649730289164e-08,Ljaponicus,1.40293367115089e-08
TE.nucleotidess,Genes,-0.189314625066619,0,Ljaponicus,0
gbM,Genes,0.406659806427643,0,Ljaponicus,0
teM,Genes,0.227087144301391,0,Ljaponicus,0
unM,Genes,0.474816743435552,0,Ljaponicus,0
Unclassified,Genes,0.349098799276489,0,Ljaponicus,0
Genes,TEs,-0.0602107883932978,1.21649730289164e-08,Ljaponicus,1.40293367115089e-08
TEs,TEs,1,NA,Ljaponicus,NA
TE.nucleotidess,TEs,0.450744891749207,0,Ljaponicus,0
gbM,TEs,-0.143778991929025,0,Ljaponicus,0
teM,TEs,0.119708408761265,0,Ljaponicus,0
unM,TEs,0.0202237968122425,0.0558608087632924,Ljaponicus,0.0587221307488393
Unclassified,TEs,-0.0540545846309789,3.15457141963904e-07,Ljaponicus,3.58762971276329e-07
Genes,TE.nucleotidess,-0.189314625066619,0,Ljaponicus,0
TEs,TE.nucleotidess,0.450744891749207,0,Ljaponicus,0
TE.nucleotidess,TE.nucleotidess,1,NA,Ljaponicus,NA
gbM,TE.nucleotidess,-0.284257305384868,0,Ljaponicus,0
teM,TE.nucleotidess,0.121550748939285,0,Ljaponicus,0
unM,TE.nucleotidess,-0.165888891615638,0,Ljaponicus,0
Unclassified,TE.nucleotidess,-0.131379326629231,0,Ljaponicus,0
Genes,gbM,0.406659806427643,0,Ljaponicus,0
TEs,gbM,-0.143778991929025,0,Ljaponicus,0
TE.nucleotidess,gbM,-0.284257305384868,0,Ljaponicus,0
gbM,gbM,1,NA,Ljaponicus,NA
teM,gbM,-0.0323815325812956,0.00219790245154017,Ljaponicus,0.00235713291418144
unM,gbM,0.141139835895825,0,Ljaponicus,0
Unclassified,gbM,0.135615212436573,0,Ljaponicus,0
Genes,teM,0.227087144301391,0,Ljaponicus,0
TEs,teM,0.119708408761265,0,Ljaponicus,0
TE.nucleotidess,teM,0.121550748939285,0,Ljaponicus,0
gbM,teM,-0.0323815325812956,0.00219790245154017,Ljaponicus,0.00235713291418144
teM,teM,1,NA,Ljaponicus,NA
unM,teM,-0.0105288806684025,0.319536597519122,Ljaponicus,0.329385328264575
Unclassified,teM,-0.00378976165360544,0.720134451222465,Ljaponicus,0.724144108523259
Genes,unM,0.474816743435552,0,Ljaponicus,0
TEs,unM,0.0202237968122425,0.0558608087632924,Ljaponicus,0.0587221307488393
TE.nucleotidess,unM,-0.165888891615638,0,Ljaponicus,0
gbM,unM,0.141139835895825,0,Ljaponicus,0
teM,unM,-0.0105288806684025,0.319536597519122,Ljaponicus,0.329385328264575
unM,unM,1,NA,Ljaponicus,NA
Unclassified,unM,0.1124515084709,0,Ljaponicus,0
Genes,Unclassified,0.349098799276489,0,Ljaponicus,0
TEs,Unclassified,-0.0540545846309789,3.15457141963904e-07,Ljaponicus,3.58762971276329e-07
TE.nucleotidess,Unclassified,-0.131379326629231,0,Ljaponicus,0
gbM,Unclassified,0.135615212436573,0,Ljaponicus,0
teM,Unclassified,-0.00378976165360544,0.720134451222465,Ljaponicus,0.724144108523259
unM,Unclassified,0.1124515084709,0,Ljaponicus,0
Unclassified,Unclassified,1,NA,Ljaponicus,NA
Genes,Genes,1,NA,Macuminata,NA
TEs,Genes,-0.704776788769215,0,Macuminata,0
TE.nucleotidess,Genes,-0.731758774075018,0,Macuminata,0
gbM,Genes,0.764780353555772,0,Macuminata,0
teM,Genes,0.258925573452458,0,Macuminata,0
unM,Genes,0.865433958402156,0,Macuminata,0
Unclassified,Genes,0.651720535431855,0,Macuminata,0
Genes,TEs,-0.704776788769215,0,Macuminata,0
TEs,TEs,1,NA,Macuminata,NA
TE.nucleotidess,TEs,0.955144321185101,0,Macuminata,0
gbM,TEs,-0.595739872337206,0,Macuminata,0
teM,TEs,-0.169245770444652,0,Macuminata,0
unM,TEs,-0.578807235043895,0,Macuminata,0
Unclassified,TEs,-0.47324585969042,0,Macuminata,0
Genes,TE.nucleotidess,-0.731758774075018,0,Macuminata,0
TEs,TE.nucleotidess,0.955144321185101,0,Macuminata,0
TE.nucleotidess,TE.nucleotidess,1,NA,Macuminata,NA
gbM,TE.nucleotidess,-0.621297781046332,0,Macuminata,0
teM,TE.nucleotidess,-0.20277483268161,0,Macuminata,0
unM,TE.nucleotidess,-0.599893874452804,0,Macuminata,0
Unclassified,TE.nucleotidess,-0.495478371711424,0,Macuminata,0
Genes,gbM,0.764780353555772,0,Macuminata,0
TEs,gbM,-0.595739872337206,0,Macuminata,0
TE.nucleotidess,gbM,-0.621297781046332,0,Macuminata,0
gbM,gbM,1,NA,Macuminata,NA
teM,gbM,0.131226543802771,0,Macuminata,0
unM,gbM,0.459782793196552,0,Macuminata,0
Unclassified,gbM,0.407673038992358,0,Macuminata,0
Genes,teM,0.258925573452458,0,Macuminata,0
TEs,teM,-0.169245770444652,0,Macuminata,0
TE.nucleotidess,teM,-0.20277483268161,0,Macuminata,0
gbM,teM,0.131226543802771,0,Macuminata,0
teM,teM,1,NA,Macuminata,NA
unM,teM,0.107494497983398,0,Macuminata,0
Unclassified,teM,0.100889187807449,0,Macuminata,0
Genes,unM,0.865433958402156,0,Macuminata,0
TEs,unM,-0.578807235043895,0,Macuminata,0
TE.nucleotidess,unM,-0.599893874452804,0,Macuminata,0
gbM,unM,0.459782793196552,0,Macuminata,0
teM,unM,0.107494497983398,0,Macuminata,0
unM,unM,1,NA,Macuminata,NA
Unclassified,unM,0.410169458563001,0,Macuminata,0
Genes,Unclassified,0.651720535431855,0,Macuminata,0
TEs,Unclassified,-0.47324585969042,0,Macuminata,0
TE.nucleotidess,Unclassified,-0.495478371711424,0,Macuminata,0
gbM,Unclassified,0.407673038992358,0,Macuminata,0
teM,Unclassified,0.100889187807449,0,Macuminata,0
unM,Unclassified,0.410169458563001,0,Macuminata,0
Unclassified,Unclassified,1,NA,Macuminata,NA
Genes,Genes,1,NA,Mdomestica,NA
TEs,Genes,0.0157687402727632,0.0602335924422177,Mdomestica,0.0630985312938777
TE.nucleotidess,Genes,-0.312149814863478,0,Mdomestica,0
gbM,Genes,0.600245832813627,0,Mdomestica,0
teM,Genes,0.355721798606544,0,Mdomestica,0
unM,Genes,0.805098116009909,0,Mdomestica,0
Unclassified,Genes,0.734052673427964,0,Mdomestica,0
Genes,TEs,0.0157687402727632,0.0602335924422177,Mdomestica,0.0630985312938777
TEs,TEs,1,NA,Mdomestica,NA
TE.nucleotidess,TEs,0.78649343018065,0,Mdomestica,0
gbM,TEs,-0.0391541214209179,3.05190674154687e-06,Mdomestica,3.41919576627398e-06
teM,TEs,0.10666133989083,0,Mdomestica,0
unM,TEs,0.0747076694145217,0,Mdomestica,0
Unclassified,TEs,-0.00523824515786496,0.532509206692799,Mdomestica,0.542114784265611
Genes,TE.nucleotidess,-0.312149814863478,0,Mdomestica,0
TEs,TE.nucleotidess,0.78649343018065,0,Mdomestica,0
TE.nucleotidess,TE.nucleotidess,1,NA,Mdomestica,NA
gbM,TE.nucleotidess,-0.243850527953433,0,Mdomestica,0
teM,TE.nucleotidess,0.023347899893454,0.00539492331806879,Mdomestica,0.00575161246306507
unM,TE.nucleotidess,-0.214261784414063,0,Mdomestica,0
Unclassified,TE.nucleotidess,-0.245546566239565,0,Mdomestica,0
Genes,gbM,0.600245832813627,0,Mdomestica,0
TEs,gbM,-0.0391541214209179,3.05190674154687e-06,Mdomestica,3.41919576627398e-06
TE.nucleotidess,gbM,-0.243850527953433,0,Mdomestica,0
gbM,gbM,1,NA,Mdomestica,NA
teM,gbM,0.037575800222902,7.49870147842557e-06,Mdomestica,8.36999682944165e-06
unM,gbM,0.285671454731715,0,Mdomestica,0
Unclassified,gbM,0.349009642485328,0,Mdomestica,0
Genes,teM,0.355721798606544,0,Mdomestica,0
TEs,teM,0.10666133989083,0,Mdomestica,0
TE.nucleotidess,teM,0.023347899893454,0.00539492331806879,Mdomestica,0.00575161246306507
gbM,teM,0.037575800222902,7.49870147842557e-06,Mdomestica,8.36999682944165e-06
teM,teM,1,NA,Mdomestica,NA
unM,teM,0.116537936167048,0,Mdomestica,0
Unclassified,teM,0.104578993772122,0,Mdomestica,0
Genes,unM,0.805098116009909,0,Mdomestica,0
TEs,unM,0.0747076694145217,0,Mdomestica,0
TE.nucleotidess,unM,-0.214261784414063,0,Mdomestica,0
gbM,unM,0.285671454731715,0,Mdomestica,0
teM,unM,0.116537936167048,0,Mdomestica,0
unM,unM,1,NA,Mdomestica,NA
Unclassified,unM,0.414976266759814,0,Mdomestica,0
Genes,Unclassified,0.734052673427964,0,Mdomestica,0
TEs,Unclassified,-0.00523824515786496,0.532509206692799,Mdomestica,0.542114784265611
TE.nucleotidess,Unclassified,-0.245546566239565,0,Mdomestica,0
gbM,Unclassified,0.349009642485328,0,Mdomestica,0
teM,Unclassified,0.104578993772122,0,Mdomestica,0
unM,Unclassified,0.414976266759814,0,Mdomestica,0
Unclassified,Unclassified,1,NA,Mdomestica,NA
Genes,Genes,1,NA,Mesculenta,NA
TEs,Genes,-0.600850915759108,0,Mesculenta,0
TE.nucleotidess,Genes,-0.647324305926801,0,Mesculenta,0
gbM,Genes,0.531128279254085,0,Mesculenta,0
teM,Genes,0.0820245884073432,0,Mesculenta,0
unM,Genes,0.877271393465095,0,Mesculenta,0
Unclassified,Genes,0.425564941151364,0,Mesculenta,0
Genes,TEs,-0.600850915759108,0,Mesculenta,0
TEs,TEs,1,NA,Mesculenta,NA
TE.nucleotidess,TEs,0.90322946092141,0,Mesculenta,0
gbM,TEs,-0.398209463101848,0,Mesculenta,0
teM,TEs,0.00544229729396483,0.521533076189054,Mesculenta,0.53214052858612
unM,TEs,-0.54177685588054,0,Mesculenta,0
Unclassified,TEs,-0.275682381984095,0,Mesculenta,0
Genes,TE.nucleotidess,-0.647324305926801,0,Mesculenta,0
TEs,TE.nucleotidess,0.90322946092141,0,Mesculenta,0
TE.nucleotidess,TE.nucleotidess,1,NA,Mesculenta,NA
gbM,TE.nucleotidess,-0.437679032674299,0,Mesculenta,0
teM,TE.nucleotidess,-0.00292127918515718,0.730800258840917,Mesculenta,0.734051872895826
unM,TE.nucleotidess,-0.581545388621544,0,Mesculenta,0
Unclassified,TE.nucleotidess,-0.301332524945861,0,Mesculenta,0
Genes,gbM,0.531128279254085,0,Mesculenta,0
TEs,gbM,-0.398209463101848,0,Mesculenta,0
TE.nucleotidess,gbM,-0.437679032674299,0,Mesculenta,0
gbM,gbM,1,NA,Mesculenta,NA
teM,gbM,-0.0222694170487487,0.0087118910810382,Mesculenta,0.00926600429467314
unM,gbM,0.419315638102186,0,Mesculenta,0
Unclassified,gbM,0.20182973500902,0,Mesculenta,0
Genes,teM,0.0820245884073432,0,Mesculenta,0
TEs,teM,0.00544229729396483,0.521533076189054,Mesculenta,0.53214052858612
TE.nucleotidess,teM,-0.00292127918515718,0.730800258840917,Mesculenta,0.734051872895826
gbM,teM,-0.0222694170487487,0.0087118910810382,Mesculenta,0.00926600429467314
teM,teM,1,NA,Mesculenta,NA
unM,teM,-0.00835644665114905,0.325008742015186,Mesculenta,0.334644120911873
Unclassified,teM,0.0276732649911897,0.00111448520059909,Mesculenta,0.00120380399059926
Genes,unM,0.877271393465095,0,Mesculenta,0
TEs,unM,-0.54177685588054,0,Mesculenta,0
TE.nucleotidess,unM,-0.581545388621544,0,Mesculenta,0
gbM,unM,0.419315638102186,0,Mesculenta,0
teM,unM,-0.00835644665114905,0.325008742015186,Mesculenta,0.334644120911873
unM,unM,1,NA,Mesculenta,NA
Unclassified,unM,0.319117510915865,0,Mesculenta,0
Genes,Unclassified,0.425564941151364,0,Mesculenta,0
TEs,Unclassified,-0.275682381984095,0,Mesculenta,0
TE.nucleotidess,Unclassified,-0.301332524945861,0,Mesculenta,0
gbM,Unclassified,0.20182973500902,0,Mesculenta,0
teM,Unclassified,0.0276732649911897,0.00111448520059909,Mesculenta,0.00120380399059926
unM,Unclassified,0.319117510915865,0,Mesculenta,0
Unclassified,Unclassified,1,NA,Mesculenta,NA
Genes,Genes,1,NA,Mguttatus,NA
TEs,Genes,-0.0176970102283954,0.124552749409559,Mguttatus,0.129724489869472
TE.nucleotidess,Genes,-0.222739651465145,0,Mguttatus,0
gbM,Genes,0.894273316027638,0,Mguttatus,0
teM,Genes,0.320828510024909,0,Mguttatus,0
unM,Genes,0.571671041204506,0,Mguttatus,0
Unclassified,Genes,0.58907472031059,0,Mguttatus,0
Genes,TEs,-0.0176970102283954,0.124552749409559,Mguttatus,0.129724489869472
TEs,TEs,1,NA,Mguttatus,NA
TE.nucleotidess,TEs,0.869703449338652,0,Mguttatus,0
gbM,TEs,-0.0372690336168075,0.00121435070022691,Mguttatus,0.00130698293480917
teM,TEs,0.260637581652624,0,Mguttatus,0
unM,TEs,-0.0867432360358626,4.61852778244065e-14,Mguttatus,5.51657485124856e-14
Unclassified,TEs,-0.0430340191986899,0.000186670352648743,Mguttatus,0.000204319185990079
Genes,TE.nucleotidess,-0.222739651465145,0,Mguttatus,0
TEs,TE.nucleotidess,0.869703449338652,0,Mguttatus,0
TE.nucleotidess,TE.nucleotidess,1,NA,Mguttatus,NA
gbM,TE.nucleotidess,-0.240196563140288,0,Mguttatus,0
teM,TE.nucleotidess,0.189019416903265,0,Mguttatus,0
unM,TE.nucleotidess,-0.18509740489216,0,Mguttatus,0
Unclassified,TE.nucleotidess,-0.161047187123932,0,Mguttatus,0
Genes,gbM,0.894273316027638,0,Mguttatus,0
TEs,gbM,-0.0372690336168075,0.00121435070022691,Mguttatus,0.00130698293480917
TE.nucleotidess,gbM,-0.240196563140288,0,Mguttatus,0
gbM,gbM,1,NA,Mguttatus,NA
teM,gbM,0.0700868687203739,1.12964704257479e-09,Mguttatus,1.31283304947881e-09
unM,gbM,0.385117788833854,0,Mguttatus,0
Unclassified,gbM,0.442030790573038,0,Mguttatus,0
Genes,teM,0.320828510024909,0,Mguttatus,0
TEs,teM,0.260637581652624,0,Mguttatus,0
TE.nucleotidess,teM,0.189019416903265,0,Mguttatus,0
gbM,teM,0.0700868687203739,1.12964704257479e-09,Mguttatus,1.31283304947881e-09
teM,teM,1,NA,Mguttatus,NA
unM,teM,0.0161269065258636,0.161617572287773,Mguttatus,0.168046608612341
Unclassified,teM,0.0478365019857636,3.26954355247544e-05,Mguttatus,3.62257402194518e-05
Genes,unM,0.571671041204506,0,Mguttatus,0
TEs,unM,-0.0867432360358626,4.61852778244065e-14,Mguttatus,5.51657485124856e-14
TE.nucleotidess,unM,-0.18509740489216,0,Mguttatus,0
gbM,unM,0.385117788833854,0,Mguttatus,0
teM,unM,0.0161269065258636,0.161617572287773,Mguttatus,0.168046608612341
unM,unM,1,NA,Mguttatus,NA
Unclassified,unM,0.320656189007308,0,Mguttatus,0
Genes,Unclassified,0.58907472031059,0,Mguttatus,0
TEs,Unclassified,-0.0430340191986899,0.000186670352648743,Mguttatus,0.000204319185990079
TE.nucleotidess,Unclassified,-0.161047187123932,0,Mguttatus,0
gbM,Unclassified,0.442030790573038,0,Mguttatus,0
teM,Unclassified,0.0478365019857636,3.26954355247544e-05,Mguttatus,3.62257402194518e-05
unM,Unclassified,0.320656189007308,0,Mguttatus,0
Unclassified,Unclassified,1,NA,Mguttatus,NA
Genes,Genes,1,NA,Mtruncatula,NA
TEs,Genes,0.661686164002627,0,Mtruncatula,0
TE.nucleotidess,Genes,0.460931282142664,0,Mtruncatula,0
gbM,Genes,0.613483567079484,0,Mtruncatula,0
teM,Genes,0.514786030447544,0,Mtruncatula,0
unM,Genes,0.583711325633665,0,Mtruncatula,0
Unclassified,Genes,0.530441123940774,0,Mtruncatula,0
Genes,TEs,0.661686164002627,0,Mtruncatula,0
TEs,TEs,1,NA,Mtruncatula,NA
TE.nucleotidess,TEs,0.745781589312889,0,Mtruncatula,0
gbM,TEs,0.399064877799216,0,Mtruncatula,0
teM,TEs,0.401859597908533,0,Mtruncatula,0
unM,TEs,0.424114921220549,0,Mtruncatula,0
Unclassified,TEs,0.331314155713164,0,Mtruncatula,0
Genes,TE.nucleotidess,0.460931282142664,0,Mtruncatula,0
TEs,TE.nucleotidess,0.745781589312889,0,Mtruncatula,0
TE.nucleotidess,TE.nucleotidess,1,NA,Mtruncatula,NA
gbM,TE.nucleotidess,0.164317193331995,0,Mtruncatula,0
teM,TE.nucleotidess,0.328600124337363,0,Mtruncatula,0
unM,TE.nucleotidess,0.216730884945822,0,Mtruncatula,0
Unclassified,TE.nucleotidess,0.185665011537811,0,Mtruncatula,0
Genes,gbM,0.613483567079484,0,Mtruncatula,0
TEs,gbM,0.399064877799216,0,Mtruncatula,0
TE.nucleotidess,gbM,0.164317193331995,0,Mtruncatula,0
gbM,gbM,1,NA,Mtruncatula,NA
teM,gbM,0.160807321398482,0,Mtruncatula,0
unM,gbM,0.233325308562345,0,Mtruncatula,0
Unclassified,gbM,0.233243310853987,0,Mtruncatula,0
Genes,teM,0.514786030447544,0,Mtruncatula,0
TEs,teM,0.401859597908533,0,Mtruncatula,0
TE.nucleotidess,teM,0.328600124337363,0,Mtruncatula,0
gbM,teM,0.160807321398482,0,Mtruncatula,0
teM,teM,1,NA,Mtruncatula,NA
unM,teM,0.107192301151643,0,Mtruncatula,0
Unclassified,teM,0.172306438416971,0,Mtruncatula,0
Genes,unM,0.583711325633665,0,Mtruncatula,0
TEs,unM,0.424114921220549,0,Mtruncatula,0
TE.nucleotidess,unM,0.216730884945822,0,Mtruncatula,0
gbM,unM,0.233325308562345,0,Mtruncatula,0
teM,unM,0.107192301151643,0,Mtruncatula,0
unM,unM,1,NA,Mtruncatula,NA
Unclassified,unM,0.247507833747182,0,Mtruncatula,0
Genes,Unclassified,0.530441123940774,0,Mtruncatula,0
TEs,Unclassified,0.331314155713164,0,Mtruncatula,0
TE.nucleotidess,Unclassified,0.185665011537811,0,Mtruncatula,0
gbM,Unclassified,0.233243310853987,0,Mtruncatula,0
teM,Unclassified,0.172306438416971,0,Mtruncatula,0
unM,Unclassified,0.247507833747182,0,Mtruncatula,0
