Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification,Duplicate.1_tau,Duplicate.2_tau,absdiff,Correlation
AT3G24300,unM,AT3G24290,unM,tandem,Same,unM-unM,0.882225184681685,0.800895416103412,0.0813297685782738,0.163553373145785
AT3G24480,unM,AT4G18670,unM,transposed,Same,unM-unM,0.199951029670135,0.158602988031392,0.0413480416387428,0.398585650030772
AT3G24480,unM,AT5G25550,unM,transposed,Same,unM-unM,0.823277314779594,0.158602988031392,0.664674326748201,-0.128761770030286
AT3G24506,unM,AT2G17240,unM,dispersed,Same,unM-unM,0.18195029756292,0.135906675398816,0.0460436221641045,0.659398450859904
AT3G24510,unM,AT3G24508,unM,tandem,Same,unM-unM,0.919261191089746,0.776801158531422,0.142460032558324,0.483526659926042
AT3G24513,unM,AT3G24510,unM,tandem,Same,unM-unM,0.776801158531422,0.925756985801921,0.148955827270499,0.0331743342704186
AT3G24515,unM,AT2G32790,Unclassified,dispersed,Undetermined,unM-Unclassified,0.607355302489463,0.239455873932875,0.367899428556588,0.0864302805765478
AT3G24517,teM,AT2G05752,teM,dispersed,Same,teM-teM,0.951115541604195,0.95284759342347,0.00173205181927527,0.015716199047828
AT3G24550,unM,AT3G24540,Unclassified,proximal,Undetermined,unM-Unclassified,0.766034952839904,0.105233124548081,0.660801828291823,0.0850868061262091
AT3G24580,gbM,AT3G23420,unM,dispersed,Different,gbM-unM,0.859580350154298,0.934325564187192,0.074745214032894,0.443993307600423
AT3G24605,unM,AT3G24600,unM,tandem,Same,unM-unM,0.731100961370754,0.751042474405136,0.0199415130343821,-0.0989550209819947
AT3G24620,unM,AT5G19560,unM,transposed,Same,unM-unM,0.731160436331409,0.873291872767078,0.142131436435669,-0.0342230227177763
AT3G24670,unM,AT4G13210,Unclassified,wgd,Undetermined,unM-Unclassified,0.610850923789492,0.357071911502963,0.25377901228653,0.197371659931536
AT3G24690,unM,AT1G27090,unM,dispersed,Same,unM-unM,0.221985491906306,0.857945559000764,0.635960067094458,-0.0550033132493565
AT3G24700,unM,AT2G04920,unM,dispersed,Same,unM-unM,0.873368641194648,0.962039717772249,0.088671076577601,0.335024281547675
AT3G24715,gbM,AT1G04700,Unclassified,dispersed,Undetermined,gbM-Unclassified,0.592758996143728,0.602358513595808,0.00959951745208087,0.99917668636325
AT3G24790,unM,AT3G07070,unM,transposed,Same,unM-unM,0.793915541760922,0.795573644981054,0.00165810322013216,5.78374361045733e-05
AT3G24880,gbM,AT3G24870,gbM,tandem,Same,gbM-gbM,0.162275078299689,0.160979281930986,0.00129579636870314,0.96994732401827
AT3G24900,gbM,AT3G24982,unM,proximal,Different,gbM-unM,0.256055456623561,0.680212866442942,0.424157409819381,0.50921586537772
AT3G25010,gbM,AT3G24982,unM,tandem,Different,gbM-unM,0.256055456623561,0.475576394294745,0.219520937671184,0.651595428686271
AT3G25020,unM,AT3G25010,Unclassified,proximal,Undetermined,unM-Unclassified,0.475576394294745,0.373337918197726,0.102238476097019,0.568916174381878
AT3G25030,unM,AT3G07120,unM,transposed,Same,unM-unM,0.681996192005296,0.24060306063727,0.441393131368026,0.290405887833097
AT3G25140,Unclassified,AT3G02350,Unclassified,dispersed,Undetermined,Unclassified-Unclassified,0.111300244421099,0.123785950215581,0.0124857057944822,0.756666306833922
AT3G25170,gbM,AT3G25165,unM,tandem,Different,gbM-unM,0.822167546329285,0.807057425323979,0.0151101210053061,0.998945163897408
AT3G25230,unM,AT5G48570,Unclassified,dispersed,Undetermined,unM-Unclassified,0.529455603414583,0.305039126602601,0.224416476811983,0.981157524025699
AT3G25240,unM,AT3G07350,unM,dispersed,Same,unM-unM,0.388640885158937,0.834599922963504,0.445959037804567,0.483833421945619
AT3G25265,unM,AT2G25344,unM,dispersed,Same,unM-unM,0.948786905850709,0.924458398868886,0.024328506981823,0.993146453880704
AT3G25270,unM,AT2G04420,unM,dispersed,Same,unM-unM,0.765281397520586,0.852626132200876,0.0873447346802896,-0.116618795218073
AT3G25280,unM,AT3G25260,unM,proximal,Same,unM-unM,0.655849336789029,0.841871124323183,0.186021787534153,0.826009893024688
AT3G25290,unM,AT4G12980,Unclassified,wgd,Undetermined,unM-Unclassified,0.285643380192788,0.420985822436114,0.135342442243326,0.0180642315255491
AT3G25500,unM,AT2G43800,Unclassified,dispersed,Undetermined,unM-Unclassified,0.296647503085869,0.127093032467029,0.169554470618839,0.344082255147831
AT3G25500,unM,AT3G05470,Unclassified,dispersed,Undetermined,unM-Unclassified,0.322087431743146,0.127093032467029,0.194994399276117,0.235448346502767
AT3G25550,unM,AT1G13200,unM,wgd,Same,unM-unM,0.7790966792139,0.881566765532873,0.102470086318973,-0.109846711619076
AT3G25585,gbM,AT1G13560,gbM,dispersed,Same,gbM-gbM,0.149406249210124,0.222779320381427,0.0733730711713035,0.00827797044776289
AT3G25597,unM,AT1G26140,unM,wgd,Same,unM-unM,0.8695276680067,0.437108695064015,0.432418972942685,0.0444946498033284
AT3G25600,unM,AT1G18530,unM,dispersed,Same,unM-unM,0.984276823503168,0.248146953707011,0.736129869796157,-0.0367457768287362
AT3G25610,gbM,AT1G13210,Unclassified,wgd,Undetermined,gbM-Unclassified,0.299852914067822,0.483794952203466,0.183942038135644,0.908456523180345
AT3G25610,gbM,AT1G26130,Unclassified,wgd,Undetermined,gbM-Unclassified,0.393552921710451,0.483794952203466,0.0902420304930149,-0.0746959304776235
AT3G25655,unM,AT1G68765,unM,wgd,Same,unM-unM,0.878366875344964,0.908411091009533,0.0300442156645691,0.864641701055673
AT3G25670,unM,AT1G68780,unM,wgd,Same,unM-unM,0.421318689973135,0.443501783304416,0.0221830933312806,0.62449861218919
AT3G25670,unM,AT1G13230,unM,wgd,Same,unM-unM,0.624496407711645,0.443501783304416,0.180994624407229,0.158421688883007
AT3G25710,unM,AT1G68810,unM,wgd,Same,unM-unM,0.238634575664359,0.208453995967905,0.0301805796964548,0.42536641975889
AT3G25717,unM,AT1G68825,unM,wgd,Same,unM-unM,0.69538151894404,0.37248132115473,0.32290019778931,-0.104564193596382
AT3G25717,unM,AT1G13245,unM,wgd,Same,unM-unM,0.289167583221716,0.37248132115473,0.0833137379330136,0.430063099921793
AT3G25720,teM,AT1G43730,teM,dispersed,Same,teM-teM,0.889918168812417,0.982150591552941,0.0922324227405243,-0.0462764457678659
AT3G25727,teM,AT2G02520,teM,dispersed,Same,teM-teM,0.863165255374672,0.921424319427452,0.0582590640527799,-0.143893134410624
AT3G25730,unM,AT1G25560,unM,wgd,Same,unM-unM,0.292131545778907,0.555925632790128,0.263794087011221,0.155984929752096
AT3G25730,unM,AT1G13260,unM,wgd,Same,unM-unM,0.401183268637654,0.555925632790128,0.154742364152474,0.326640193455804
AT3G25730,unM,AT1G68840,unM,wgd,Same,unM-unM,0.469273321059622,0.555925632790128,0.0866523117305065,0.265642349913882
AT3G25740,Unclassified,AT1G13270,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.200817323823311,0.257707972301619,0.0568906484783085,0.0203788898723922
AT3G25760,unM,AT1G13280,unM,wgd,Same,unM-unM,0.252783891523012,0.603626858184933,0.350842966661922,-0.141023293383214
AT3G25780,unM,AT3G25770,unM,tandem,Same,unM-unM,0.545003787241242,0.41140260192157,0.133601185319672,0.543078033831599
AT3G25790,unM,AT1G13300,unM,wgd,Same,unM-unM,0.875477686826728,0.927287984824109,0.0518102979973806,0.95922654712712
AT3G25800,gbM,AT1G13320,gbM,wgd,Same,gbM-gbM,0.121937879522454,0.184776820313484,0.06283894079103,0.728556418405141
AT3G25850,unM,AT3G45530,Unclassified,transposed,Undetermined,unM-Unclassified,0.895024053357192,0.911524119422576,0.0165000660653841,0.291709145982982
AT3G25870,unM,AT1G13360,unM,wgd,Same,unM-unM,0.208503265009466,0.386623441423492,0.178120176414026,0.587453067266732
AT3G25940,unM,AT1G20065,unM,dispersed,Same,unM-unM,0.645795122918761,0.283108370975235,0.362686751943526,0.679346157891379
AT3G25960,gbM,AT5G56350,unM,transposed,Different,gbM-unM,0.136641814944668,0.91438512190373,0.777743306959062,0.0284586826682002
AT3G25990,Unclassified,AT1G13450,Unclassified,wgd,Undetermined,Unclassified-Unclassified,0.250182299529249,0.377833377961206,0.127651078431958,0.420175116926525
AT3G26010,gbM,AT4G22430,unM,dispersed,Different,gbM-unM,0.829993510611438,0.757314939496736,0.0726785711147017,0.27278297859686
AT3G26020,gbM,AT1G13460,gbM,wgd,Same,gbM-gbM,0.250069005283314,0.25182813144571,0.00175912616239587,0.886245744680095
AT3G26030,gbM,AT3G26020,gbM,tandem,Same,gbM-gbM,0.25182813144571,0.10536568684546,0.14646244460025,-0.0261166080309795
AT3G26080,unM,AT3G26070,unM,tandem,Same,unM-unM,0.179505538762903,0.221258479624869,0.0417529408619657,0.734502507361246
AT3G26110,unM,AT1G24520,unM,dispersed,Same,unM-unM,0.74342052956713,0.796726715454663,0.0533061858875327,0.991790190324991
AT3G26120,unM,AT1G67770,unM,dispersed,Same,unM-unM,0.724976219156602,0.736610671220197,0.0116344520635946,0.545148447574288
AT3G26125,unM,AT1G24540,Unclassified,dispersed,Undetermined,unM-Unclassified,0.698045129989521,NA,NA,NA
AT3G26130,unM,AT1G13130,unM,wgd,Same,unM-unM,0.658595871085029,0.719414126666882,0.0608182555818535,0.857990119093293
AT3G26135,gbM,AT5G19840,unM,dispersed,Different,gbM-unM,0.113237676839084,0.435815894756325,0.322578217917241,-0.235954277193858
AT3G26140,unM,AT3G26130,unM,proximal,Same,unM-unM,0.719414126666882,0.714762857156549,0.00465126951033334,-0.0584773104273008
AT3G26150,unM,AT1G13080,unM,wgd,Same,unM-unM,0.38369706313281,0.8678238189696,0.48412675583679,-0.0780761284871629
AT3G26170,unM,AT3G26160,unM,tandem,Same,unM-unM,0.833631919068602,0.499331653214609,0.334300265853993,0.440833884745282
AT3G26180,unM,AT3G26170,unM,tandem,Same,unM-unM,0.499331653214609,0.32219099242069,0.177140660793919,0.940765838637712
AT3G26200,unM,AT3G26190,unM,tandem,Same,unM-unM,0.918276909892619,0.497680463666851,0.420596446225768,-0.124004805085579
AT3G26210,unM,AT3G26200,unM,tandem,Same,unM-unM,0.497680463666851,0.573928827906775,0.0762483642399241,-0.14700598355561
AT3G26230,unM,AT3G26220,unM,tandem,Same,unM-unM,0.616802319546474,0.61072695370414,0.00607536584233437,0.92672226892469
AT3G26250,unM,AT3G26240,unM,tandem,Same,unM-unM,0.332962086658136,0.887097043989771,0.554134957331635,-0.0831770484705871
AT3G26280,unM,AT3G26270,unM,tandem,Same,unM-unM,0.827915976508206,0.49004905879532,0.337866917712886,-0.140304746510907
AT3G26290,unM,AT3G26300,Unclassified,tandem,Undetermined,unM-Unclassified,0.254066246709921,0.235815272916298,0.0182509737936239,0.202833901953221
AT3G26310,unM,AT3G26300,Unclassified,tandem,Undetermined,unM-Unclassified,0.254066246709921,0.319415297454134,0.0653490507442126,0.763461867526694
AT3G26330,unM,AT3G26320,Unclassified,tandem,Undetermined,unM-Unclassified,0.703278382541314,0.625084407327708,0.078193975213606,-0.1521016469138
AT3G26340,gbM,AT1G13060,Unclassified,wgd,Undetermined,gbM-Unclassified,0.112372127670077,0.176150751624788,0.0637786239547112,0.818178831741189
AT3G26350,gbM,AT1G13050,gbM,wgd,Same,gbM-gbM,0.198106942881222,0.344082362090299,0.145975419209077,0.366750404566406
AT3G26390,unM,AT2G39782,unM,dispersed,Same,unM-unM,0.962907788439355,0.955971665952848,0.00693612248650699,0.988793778363664
AT3G26430,unM,AT1G67830,unM,transposed,Same,unM-unM,0.328899026072484,0.215599437152793,0.113299588919691,0.193388985056641
AT3G26440,gbM,AT1G13000,Unclassified,wgd,Undetermined,gbM-Unclassified,0.163954800327055,0.410251776383117,0.246296976056061,0.0978960581974427
AT3G26460,unM,AT3G26450,unM,tandem,Same,unM-unM,0.271072609548211,0.633997202942569,0.362924593394358,-0.0155749923737213
AT3G26480,gbM,AT2G18900,gbM,dispersed,Same,gbM-gbM,0.199148934827249,0.455341290188689,0.25619235536144,0.475413296882749
AT3G26490,gbM,AT1G67900,Unclassified,transposed,Undetermined,gbM-Unclassified,0.228848271212435,0.297127799703436,0.0682795284910004,0.437167518065237
AT3G26520,unM,AT2G36830,unM,dispersed,Same,unM-unM,0.206106399421068,0.193468581767583,0.0126378176534846,0.664423618362397
AT3G26590,unM,AT1G12950,unM,wgd,Same,unM-unM,0.66538984056206,0.285043859409407,0.380345981152654,-0.0362171961152471
AT3G26590,unM,AT5G38030,unM,transposed,Same,unM-unM,0.811025943334667,0.285043859409407,0.525982083925261,0.00354899844270078
AT3G26590,unM,AT1G23300,unM,transposed,Same,unM-unM,0.857263812311744,0.285043859409407,0.572219952902337,-0.0538864099273724
AT3G26610,gbM,AT5G14650,unM,dispersed,Different,gbM-unM,0.52156829487235,0.761233836704988,0.239665541832638,0.308498451921011
AT3G26640,unM,AT1G12910,Unclassified,wgd,Undetermined,unM-Unclassified,0.143764898162777,0.127440171299147,0.0163247268636302,0.407012874809322
AT3G26650,unM,AT1G12900,Unclassified,wgd,Undetermined,unM-Unclassified,0.234423821964169,0.211365636827499,0.0230581851366698,0.936418123607219
AT3G26660,unM,AT3G26620,unM,proximal,Same,unM-unM,0.859554100615129,0.961724441154931,0.102170340539802,-0.000361202865580075
AT3G26690,unM,AT1G12880,Unclassified,wgd,Undetermined,unM-Unclassified,0.294793299709939,0.445699767550817,0.150906467840878,0.509537692734837
AT3G26744,unM,AT1G12860,Unclassified,wgd,Undetermined,unM-Unclassified,0.227912248977254,0.160903993268225,0.0670082557090288,0.313191021056806
AT3G26770,unM,AT3G26760,unM,tandem,Same,unM-unM,0.578930551491649,0.715352652264327,0.136422100772678,-0.0448970500619513
AT3G26810,gbM,AT1G12820,gbM,wgd,Same,gbM-gbM,0.117816519377639,0.107189888112888,0.0106266312647516,0.11491916615006
AT3G26820,unM,AT3G02030,Unclassified,wgd,Undetermined,unM-Unclassified,0.498922344666736,0.837694092584831,0.338771747918095,0.869989513376921
AT3G26840,Unclassified,AT3G26820,Unclassified,proximal,Undetermined,Unclassified-Unclassified,0.837694092584831,0.405815020279883,0.431879072304948,-0.0251831461834328
AT3G26860,unM,AT3G26880,teM,proximal,Different,unM-teM,0.915244671720693,0.814761312378634,0.100483359342059,0.956344402447241
AT3G26870,teM,AT3G26860,teM,tandem,Same,teM-teM,0.814761312378634,0.943129785650992,0.128368473272359,0.898528105557417
AT3G26910,gbM,AT2G33490,gbM,transposed,Same,gbM-gbM,0.255657464414455,0.229977690357941,0.0256797740565136,0.252321711293537
AT3G26922,unM,AT3G26920,unM,tandem,Same,unM-unM,0.159247172559609,0.231486053049481,0.0722388804898722,0.120905170165153
AT3G26930,unM,AT3G26922,unM,tandem,Same,unM-unM,0.231486053049481,0.684789632951986,0.453303579902505,0.240054527227069
AT3G26960,unM,AT5G13140,unM,transposed,Same,unM-unM,0.301737095396728,0.355829506658716,0.0540924112619879,0.336942501099549
AT3G26980,unM,AT4G24990,unM,transposed,Same,unM-unM,0.202247912913721,0.178287025206978,0.0239608877067435,0.0301396929834358
AT3G27020,gbM,AT5G41000,Unclassified,wgd,Undetermined,gbM-Unclassified,0.219078785592961,0.257300453826158,0.0382216682331971,-0.443912383389421
AT3G27027,unM,AT3G01940,unM,wgd,Same,unM-unM,0.376691486435665,0.334658230220744,0.0420332562149206,0.281892742935752
AT3G27030,unM,AT5G08391,unM,transposed,Same,unM-unM,0.506145529345922,0.30099008643739,0.205155442908532,-0.079339213205936
AT3G27040,unM,AT3G58200,teM,transposed,Different,unM-teM,0.399561005633919,0.845519930493766,0.445958924859847,0.112781385997241
AT3G27080,Unclassified,AT1G27390,Unclassified,transposed,Undetermined,Unclassified-Unclassified,0.187973412473723,0.167366157393274,0.0206072550804491,0.903244822515544
AT3G27140,unM,AT2G30020,teM,transposed,Different,unM-teM,0.283294151669454,0.986206236569398,0.702912084899944,0.063406899301723
AT3G27150,unM,AT5G40680,Unclassified,transposed,Undetermined,unM-Unclassified,0.814759996124779,0.691121311443409,0.123638684681371,-0.0266085554322733
AT3G27170,gbM,AT5G40890,Unclassified,wgd,Undetermined,gbM-Unclassified,0.249009979112207,0.582475866827778,0.333465887715571,0.29401562867527
AT3G27210,unM,AT3G01860,unM,wgd,Same,unM-unM,0.304582896958854,0.308543969282903,0.00396107232404896,0.584171862321293
AT3G27230,gbM,AT5G40830,Unclassified,wgd,Undetermined,gbM-Unclassified,0.150718931376468,0.144376843319868,0.00634208805659939,0.695239765849988
AT3G27280,unM,AT5G14300,Unclassified,transposed,Undetermined,unM-Unclassified,0.935024595599373,0.204386675774467,0.730637919824906,0.165826628827201
AT3G27280,unM,AT5G40770,Unclassified,wgd,Undetermined,unM-Unclassified,0.176908261776108,0.204386675774467,0.0274784139983587,0.849904909397502
AT3G27290,unM,AT2G01620,unM,dispersed,Same,unM-unM,0.197870814400578,0.566148072043226,0.368277257642649,0.291875392943511
AT3G27300,gbM,AT5G40760,Unclassified,wgd,Undetermined,gbM-Unclassified,0.171681884142646,0.143478225978989,0.0282036581636575,0.0864945937644916
AT3G27320,unM,AT5G14310,Unclassified,dispersed,Undetermined,unM-Unclassified,0.202843043325378,0.0725761381653939,0.130266905159984,-0.0853624836035005
AT3G27331,teM,AT3G27329,teM,tandem,Same,teM-teM,0.902369797857966,0.962367757625028,0.0599979597670621,0.680879148853783
AT3G27350,unM,AT3G01710,unM,wgd,Same,unM-unM,0.381079640666785,0.273136215531571,0.107943425135214,-0.214349951477778
AT3G27350,unM,AT3G26050,unM,transposed,Same,unM-unM,0.348678461835771,0.273136215531571,0.0755422463041995,-0.145947784250081
AT3G27380,unM,AT5G40650,Unclassified,wgd,Undetermined,unM-Unclassified,0.224218366897715,0.213835113322382,0.010383253575333,0.859739617927408
AT3G27480,unM,AT3G27473,unM,proximal,Same,unM-unM,0.745203843025463,0.97063269390195,0.225428850876487,0.400491540393564
AT3G27490,unM,AT3G27480,unM,tandem,Same,unM-unM,0.97063269390195,0.872583348801899,0.098049345100051,0.445934178480407
AT3G27503,unM,AT2G14282,unM,dispersed,Same,unM-unM,0.926389315524718,0.935167018479548,0.0087777029548296,0.990826134108064
AT3G27510,unM,AT3G27500,unM,proximal,Same,unM-unM,0.66336848885321,0.619320829182557,0.0440476596706522,0.724493483144845
AT3G27540,gbM,AT1G67880,Unclassified,transposed,Undetermined,gbM-Unclassified,0.234333106781664,0.37403989458459,0.139706787802926,0.702721677284676
AT3G27540,gbM,AT1G12990,Unclassified,transposed,Undetermined,gbM-Unclassified,0.202795125789579,0.37403989458459,0.171244768795011,0.648347243569
AT3G27540,gbM,AT3G01620,Unclassified,wgd,Undetermined,gbM-Unclassified,0.725107383559694,0.37403989458459,0.351067488975103,0.941251090433171
AT3G27560,unM,AT5G01850,Unclassified,transposed,Undetermined,unM-Unclassified,0.28411364297008,0.159135105649028,0.124978537321052,0.324779729217
AT3G27560,unM,AT5G40540,Unclassified,wgd,Undetermined,unM-Unclassified,0.406685433002475,0.159135105649028,0.247550327353447,0.0755364891993012
AT3G27570,unM,AT5G40510,Unclassified,wgd,Undetermined,unM-Unclassified,0.808139554341401,0.107232678171353,0.700906876170048,0.249367534897279
AT3G27610,Unclassified,AT2G01220,Unclassified,dispersed,Undetermined,Unclassified-Unclassified,0.166702937165332,0.163780813442373,0.00292212372295889,0.318232652972538
AT3G27660,unM,AT3G01570,unM,wgd,Same,unM-unM,0.707314431239891,0.734357721056664,0.0270432898167727,0.999311216226136
AT3G27680,unM,AT5G04347,teM,transposed,Different,unM-teM,0.830908102098987,0.897113958459588,0.0662058563606008,-0.0440602175373772
AT3G27720,Unclassified,AT3G27710,Unclassified,tandem,Undetermined,Unclassified-Unclassified,0.71024241832306,0.801775295030534,0.091532876707474,0.810038409315307
AT3G27770,unM,AT5G62960,Unclassified,dispersed,Undetermined,unM-Unclassified,0.359990882523748,0.235355019511903,0.124635863011845,-0.259986159583846
AT3G27785,unM,AT4G18770,unM,transposed,Same,unM-unM,0.816945911663587,0.810859926408275,0.00608598525531179,0.0634089704824395
AT3G27835,unM,AT3G27831,unM,tandem,Same,unM-unM,0.864193457369014,0.860900533911212,0.00329292345780141,0.866495811869255
AT3G27840,unM,AT3G27830,unM,proximal,Same,unM-unM,0.178207943188558,0.887894281174871,0.709686337986313,-0.00674417047684045
AT3G27850,unM,AT3G27840,unM,tandem,Same,unM-unM,0.887894281174871,0.188732508655499,0.699161772519372,-0.0561434482622645
AT3G27960,gbM,AT1G27500,gbM,dispersed,Same,gbM-gbM,0.477773105574652,0.269941575815513,0.207831529759138,-0.116666560706793
AT3G27980,teM,AT1G11590,teM,dispersed,Same,teM-teM,0.825222565850154,0.461109629995035,0.364112935855119,0.129368810430242
AT3G27999,teM,AT1G11593,teM,dispersed,Same,teM-teM,0.814467420881066,0.895771858829642,0.0813044379485764,0.824753831037256
AT3G28007,unM,AT5G62850,unM,transposed,Same,unM-unM,0.703255035980655,0.43094346927081,0.272311566709845,0.0579789755243661
AT3G28050,gbM,AT4G15540,Unclassified,transposed,Undetermined,gbM-Unclassified,0.238198942794865,0.240671607138968,0.00247266434410315,-0.0201587869185622
AT3G28050,unM,AT5G40210,Unclassified,wgd,Undetermined,unM-Unclassified,0.517099917376957,0.240671607138968,0.276428310237989,0.114364816582182
AT3G28070,unM,AT3G28060,unM,tandem,Same,unM-unM,0.833712409953873,0.324463131665399,0.509249278288474,0.510668659834928
AT3G28080,unM,AT3G28070,unM,tandem,Same,unM-unM,0.324463131665399,0.361653304514611,0.0371901728492122,0.806996179214869
AT3G28100,unM,AT3G28080,unM,tandem,Same,unM-unM,0.361653304514611,0.406373737811095,0.0447204332964838,0.342621691926284
AT3G28130,unM,AT3G28100,unM,proximal,Same,unM-unM,0.406373737811095,0.231449284975587,0.174924452835508,-0.0238040649085569
AT3G28180,gbM,AT4G31590,teM,transposed,Different,gbM-teM,0.221157091599004,0.3054055060773,0.0842484144782953,0.369307937874194
AT3G28220,unM,AT3G17380,Unclassified,dispersed,Undetermined,unM-Unclassified,0.364158874030362,0.49126159846297,0.127102724432608,0.18115078383482
AT3G28220,unM,AT1G58270,Unclassified,dispersed,Undetermined,unM-Unclassified,0.474545998234923,0.49126159846297,0.0167156002280467,0.104775892116037
AT3G28280,unM,AT3G28223,unM,proximal,Same,unM-unM,0.888395436803315,0.955663474611239,0.067268037807924,0.105755275047102
AT3G28330,unM,AT3G28280,unM,proximal,Same,unM-unM,0.955663474611239,0.873117343025802,0.0825461315854369,0.239407586522758
AT3G28360,unM,AT3G28345,unM,tandem,Same,unM-unM,0.461228420065131,0.801481369059222,0.340252948994091,0.196410418083426
AT3G28370,unM,AT1G51430,unM,dispersed,Same,unM-unM,0.194345697497892,0.180855473834854,0.0134902236630378,0.299224713893831
AT3G28380,unM,AT3G28390,Unclassified,tandem,Undetermined,unM-Unclassified,0.8402071400199,0.807210640158781,0.032996499861119,0.254699862143139
AT3G28410,unM,AT5G03100,teM,transposed,Different,unM-teM,0.194238212034966,0.914461180935809,0.720222968900843,0.0399418172923364
AT3G28410,unM,AT1G49610,teM,transposed,Different,unM-teM,0.646419648745787,0.914461180935809,0.268041532190022,-0.0570702787963373
AT3G28410,unM,AT1G57690,teM,transposed,Different,unM-teM,0.928712357686574,0.914461180935809,0.0142511767507647,0.15042758503745
AT3G28410,gbM,AT3G03360,teM,transposed,Different,gbM-teM,0.120678903176554,0.914461180935809,0.793782277759255,0.17849894670696
AT3G28410,unM,AT5G40050,teM,wgd,Different,unM-teM,0.955430811447177,0.914461180935809,0.0409696305113683,0.458378417811271
AT3G28410,teM,AT5G02700,teM,transposed,Same,teM-teM,0.861228710885764,0.914461180935809,0.0532324700500448,0.278477215373096
AT3G28410,unM,AT2G39415,teM,transposed,Different,unM-teM,0.921151587525707,0.914461180935809,0.00669040658989806,0.216076367071742
AT3G28410,unM,AT3G18150,teM,transposed,Different,unM-teM,0.937506462715072,0.914461180935809,0.0230452817792625,0.476142109696689
AT3G28415,unM,AT3G28390,unM,proximal,Same,unM-unM,0.8402071400199,0.869785909011285,0.0295787689913852,0.297850400399232
AT3G28490,gbM,AT3G28480,unM,tandem,Different,gbM-unM,0.149474772662939,0.825104493171008,0.675629720508069,-0.270491518652383
AT3G28500,unM,AT3G44590,unM,transposed,Same,unM-unM,0.260432264128348,0.423941586923281,0.163509322794933,0.127707195314597
AT3G28510,unM,AT5G40000,Unclassified,wgd,Undetermined,unM-Unclassified,0.819570069881385,0.861027184743546,0.0414571148621614,0.835203614481511
AT3G28520,Unclassified,AT3G28510,Unclassified,tandem,Undetermined,Unclassified-Unclassified,0.861027184743546,0.853746305412891,0.00728087933065591,-0.0903368562357857
AT3G28540,unM,AT3G28560,Unclassified,proximal,Undetermined,unM-Unclassified,0.711133123615497,0.575696103014587,0.13543702060091,-0.0879741120666519
AT3G28550,teM,AT1G23720,teM,dispersed,Same,teM-teM,0.697587214097073,0.769082799860885,0.0714955857638117,0.992539814870619
AT3G28570,unM,AT3G28580,Unclassified,tandem,Undetermined,unM-Unclassified,0.642705008107144,0.720452031238637,0.0777470231314927,-0.00244596736332764
AT3G28610,unM,AT3G28600,unM,tandem,Same,unM-unM,0.784164163938746,0.681419300732556,0.102744863206191,-0.111663426054738
AT3G28640,gbM,AT3G28660,Unclassified,proximal,Undetermined,gbM-Unclassified,0.166893228426422,0.197828878399032,0.03093564997261,0.722362690483423
AT3G28715,Unclassified,AT3G28710,Unclassified,tandem,Undetermined,Unclassified-Unclassified,0.201683585937267,0.126340312776887,0.0753432731603803,0.805332505463118
AT3G28780,unM,AT3G28790,teM,proximal,Different,unM-teM,0.751840916894755,0.796472019313718,0.0446311024189636,0.98816648030847
AT3G28785,teM,AT1G36085,teM,dispersed,Same,teM-teM,0.967980064793808,0.934226979828945,0.0337530849648634,-0.0479647137921815
AT3G28810,unM,AT5G48575,unM,transposed,Same,unM-unM,0.88376529601162,0.810749260099178,0.0730160359124419,-0.0182396638519064
AT3G28820,unM,AT3G28810,Unclassified,tandem,Undetermined,unM-Unclassified,0.810749260099178,0.893327504767879,0.0825782446687012,0.798544785591028
AT3G28840,unM,AT3G28830,unM,tandem,Same,unM-unM,0.669063540427497,0.73458917592411,0.0655256354966124,0.901903137653289
AT3G28853,unM,AT1G51970,unM,dispersed,Same,unM-unM,0.970948261276234,0.883181555931962,0.0877667053442722,-0.00267334432561426
AT3G28853,unM,AT1G10455,unM,dispersed,Same,unM-unM,0.88617548684292,0.883181555931962,0.00299393091095768,0.040378190239802
AT3G28870,teM,AT3G24260,teM,dispersed,Same,teM-teM,0.898908693097838,0.890192377850237,0.0087163152476003,0.265446575201288
AT3G28900,unM,AT1G69620,unM,wgd,Same,unM-unM,0.189161455091423,0.214581412955982,0.025419957864559,0.967219795258673
AT3G28920,unM,AT5G15210,unM,transposed,Same,unM-unM,0.150294324552236,0.184746072386713,0.034451747834477,0.305214801935337
AT3G28920,unM,AT1G69600,unM,wgd,Same,unM-unM,0.515796381437039,0.184746072386713,0.331050309050325,0.254868948541559
AT3G28940,unM,AT3G28930,Unclassified,tandem,Undetermined,unM-Unclassified,0.313218109738428,0.208095410099419,0.10512269963901,0.847836142892913
AT3G28940,unM,AT3G28950,Unclassified,tandem,Undetermined,unM-Unclassified,0.201662686494093,0.208095410099419,0.00643272360532571,0.706945391545893
AT3G28958,unM,AT1G45063,teM,dispersed,Different,unM-teM,0.826052054586765,0.839798830799209,0.0137467762124438,0.185718003893478
AT3G28960,unM,AT5G15240,teM,dispersed,Different,unM-teM,0.444086224313017,0.546999248745633,0.102913024432616,0.188538222442298
