,Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
16051,AT1G67470,Unmethylated,AT3G52530,Unclassified,dispersed,Undetermined,NA
16061,AT3G44450,Unmethylated,AT3G52740,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16071,AT2G30290,Unclassified,AT3G52850,Unmethylated,dispersed,Undetermined,NA
16081,AT2G05160,Unclassified,AT3G52980,Unmethylated,dispersed,Undetermined,NA
16091,AT1G75500,Unmethylated,AT3G53210,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16102,AT1G07390,gbM,AT3G53240,gbM,dispersed,Same,gbM-gbM
16112,AT1G58190,Unmethylated,AT3G53240,gbM,dispersed,Different,NA
16121,AT2G25470,Unmethylated,AT3G53240,gbM,dispersed,Different,NA
16131,AT1G54470,Unmethylated,AT3G53240,gbM,dispersed,Different,NA
16141,AT1G54475,Unmethylated,AT3G53240,gbM,dispersed,Different,NA
16151,AT3G28958,teM,AT3G53330,Unmethylated,dispersed,Different,NA
16161,AT1G45063,Unmethylated,AT3G53330,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16171,AT2G38880,Unmethylated,AT3G53340,Unclassified,dispersed,Undetermined,NA
16181,AT2G37060,Unmethylated,AT3G53340,Unclassified,dispersed,Undetermined,NA
16191,AT1G55710,teM,AT3G53342,teM,dispersed,Same,teM-teM
16201,AT2G39435,Unmethylated,AT3G53540,Unclassified,dispersed,Undetermined,NA
16212,AT1G52580,gbM,AT3G53780,Unmethylated,dispersed,Different,NA
16221,AT2G29050,Unclassified,AT3G53780,Unmethylated,dispersed,Undetermined,NA
16231,AT3G09290,Unmethylated,AT3G53820,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16241,AT2G31610,Unmethylated,AT3G53870,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16251,AT3G47520,Unclassified,AT3G53910,teM,dispersed,Undetermined,teM-Unclassified
16261,AT1G48530,Unmethylated,AT3G53970,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16271,AT3G18670,Unmethylated,AT3G54065,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16281,AT1G55450,Unmethylated,AT3G54150,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16291,AT2G41380,Unmethylated,AT3G54150,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16301,AT2G38630,Unclassified,AT3G54190,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
16312,AT2G36290,Unmethylated,AT3G54240,Unclassified,dispersed,Undetermined,NA
16321,AT3G48410,Unclassified,AT3G54240,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
16331,AT2G38700,Unmethylated,AT3G54250,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16341,AT2G38430,Unclassified,AT3G54310,Unmethylated,dispersed,Undetermined,NA
16351,AT1G60700,Unclassified,AT3G54350,gbM,dispersed,Undetermined,gbM-Unclassified
16361,AT1G75530,Unmethylated,AT3G54350,gbM,dispersed,Different,NA
16371,AT2G38810,Unmethylated,AT3G54560,Unclassified,dispersed,Undetermined,NA
16381,AT1G52740,Unclassified,AT3G54560,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
16391,AT2G38800,Unmethylated,AT3G54570,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16401,AT2G31270,Unclassified,AT3G54710,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
16412,AT2G19850,teM,AT3G54730,teM,dispersed,Same,teM-teM
16421,AT1G01950,gbM,AT3G54870,gbM,dispersed,Same,gbM-gbM
16431,AT3G53190,Unmethylated,AT3G54920,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16441,AT1G19080,Unclassified,AT3G55490,Unmethylated,dispersed,Undetermined,NA
16451,AT3G53830,Unclassified,AT3G55580,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
16461,AT1G54110,Unclassified,AT3G55600,Unmethylated,dispersed,Undetermined,NA
16471,AT1G41880,Unmethylated,AT3G55750,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16481,AT1G07070,Unmethylated,AT3G55750,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16491,AT1G74270,Unclassified,AT3G55750,Unmethylated,dispersed,Undetermined,NA
16501,AT1G09176,Unmethylated,AT3G55790,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16512,AT1G28060,Unclassified,AT3G55930,Unmethylated,dispersed,Undetermined,NA
16521,AT2G35650,Unmethylated,AT3G56000,Unclassified,dispersed,Undetermined,NA
16531,AT1G24070,Unmethylated,AT3G56000,Unclassified,dispersed,Undetermined,NA
16541,AT1G23480,Unclassified,AT3G56000,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
16551,AT3G51740,Unmethylated,AT3G56100,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16561,AT3G22860,Unclassified,AT3G56150,gbM,dispersed,Undetermined,gbM-Unclassified
16571,AT1G66240,Unmethylated,AT3G56240,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16581,AT1G49360,Unclassified,AT3G56470,Unmethylated,dispersed,Undetermined,NA
16591,AT3G18720,Unclassified,AT3G56470,Unmethylated,dispersed,Undetermined,NA
16601,AT1G57790,Unclassified,AT3G56470,Unmethylated,dispersed,Undetermined,NA
16612,AT2G44735,Unmethylated,AT3G56470,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16621,AT1G34540,Unmethylated,AT3G56630,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16631,AT3G11980,Unmethylated,AT3G56700,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16641,AT3G55935,teM,AT3G56790,Unmethylated,dispersed,Different,NA
16651,AT3G43810,gbM,AT3G56800,Unmethylated,dispersed,Different,NA
16661,AT2G27030,Unmethylated,AT3G56800,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16671,AT1G22090,Unmethylated,AT3G57210,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16681,AT3G25080,Unmethylated,AT3G57210,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16691,AT1G19060,Unmethylated,AT3G57210,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16701,AT1G02770,Unmethylated,AT3G57210,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16712,AT3G19520,Unmethylated,AT3G57210,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16721,AT3G02370,Unclassified,AT3G57360,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
16731,AT1G14430,Unmethylated,AT3G57620,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16741,AT1G51260,Unmethylated,AT3G57650,Unclassified,dispersed,Undetermined,NA
16751,AT1G10490,gbM,AT3G57940,gbM,dispersed,Same,gbM-gbM
16761,AT2G27340,gbM,AT3G58130,gbM,dispersed,Same,gbM-gbM
16771,AT3G22060,Unmethylated,AT3G58310,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16781,AT3G11930,Unmethylated,AT3G58450,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16791,AT3G13600,Unmethylated,AT3G58480,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16801,AT1G55260,Unmethylated,AT3G58550,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16811,AT1G29280,Unmethylated,AT3G58710,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16821,AT1G06530,Unmethylated,AT3G58840,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16831,AT2G43050,Unmethylated,AT3G59010,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16841,AT2G31660,gbM,AT3G59020,gbM,dispersed,Same,gbM-gbM
16851,AT2G42980,gbM,AT3G59080,Unmethylated,dispersed,Different,NA
16861,AT1G06490,gbM,AT3G59100,Unclassified,dispersed,Undetermined,gbM-Unclassified
16871,AT2G42960,Unmethylated,AT3G59110,gbM,dispersed,Different,NA
16881,AT1G30890,gbM,AT3G59500,Unmethylated,dispersed,Different,NA
16891,AT1G54250,Unmethylated,AT3G59600,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16901,AT1G65540,gbM,AT3G59820,gbM,dispersed,Same,gbM-gbM
16912,AT1G34047,Unmethylated,AT3G59930,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16921,AT2G44130,Unmethylated,AT3G59940,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16931,AT2G47070,Unclassified,AT3G60030,gbM,dispersed,Undetermined,gbM-Unclassified
16941,AT1G55630,gbM,AT3G60050,gbM,dispersed,Same,gbM-gbM
16951,AT2G25630,teM,AT3G60130,Unmethylated,dispersed,Different,NA
16961,AT2G44450,Unmethylated,AT3G60130,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16971,AT3G12990,Unmethylated,AT3G60500,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16981,AT1G02070,Unmethylated,AT3G60520,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
16991,AT3G54410,Unmethylated,AT3G60700,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17001,AT3G43415,Unmethylated,AT3G60790,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17012,AT1G78470,Unmethylated,AT3G60790,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17021,AT3G43410,gbM,AT3G60790,Unmethylated,dispersed,Different,NA
17031,AT1G67390,gbM,AT3G60790,Unmethylated,dispersed,Different,NA
17041,AT1G80960,Unmethylated,AT3G60790,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17051,AT3G60180,Unmethylated,AT3G60961,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17061,AT1G53010,Unmethylated,AT3G60966,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17071,AT3G60160,Unmethylated,AT3G60970,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17091,AT2G45695,Unmethylated,AT3G61113,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17102,AT1G12760,Unmethylated,AT3G61180,Unclassified,dispersed,Undetermined,NA
17112,AT1G63170,Unclassified,AT3G61180,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
17121,AT1G55450,Unmethylated,AT3G61210,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17131,AT3G54150,Unmethylated,AT3G61210,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17141,AT2G41380,Unmethylated,AT3G61210,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17151,AT3G45280,Unclassified,AT3G61450,Unmethylated,dispersed,Undetermined,NA
17161,AT3G09740,Unclassified,AT3G61450,Unmethylated,dispersed,Undetermined,NA
17171,AT1G64700,Unmethylated,AT3G61920,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17181,AT1G49180,Unclassified,AT3G61960,gbM,dispersed,Undetermined,gbM-Unclassified
17191,AT1G56400,Unmethylated,AT3G62230,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17201,AT3G29830,Unmethylated,AT3G62230,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17212,AT2G17305,teM,AT3G62230,Unmethylated,dispersed,Different,NA
17221,AT1G71320,teM,AT3G62350,Unmethylated,dispersed,Different,NA
17231,AT2G48160,gbM,AT3G63070,gbM,dispersed,Same,gbM-gbM
17241,AT3G05327,Unmethylated,AT3G63120,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17251,AT3G52420,Unmethylated,AT3G63160,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17261,AT2G41510,Unmethylated,AT3G63440,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17271,AT1G18830,Unmethylated,AT3G63460,gbM,dispersed,Different,NA
17281,AT2G47320,Unmethylated,AT3G66654,gbM,dispersed,Different,NA
17291,AT2G34440,gbM,AT3G66656,Unmethylated,dispersed,Different,NA
17301,AT2G24840,Unmethylated,AT3G66656,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17312,AT1G02050,gbM,AT4G00040,gbM,dispersed,Same,gbM-gbM
17321,AT1G36950,teM,AT4G00070,teM,dispersed,Same,teM-teM
17331,AT3G60770,Unmethylated,AT4G00100,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17341,AT2G45310,Unmethylated,AT4G00110,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17351,AT1G02000,Unmethylated,AT4G00110,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17361,AT1G73440,Unmethylated,AT4G00140,teM,dispersed,Different,NA
17371,AT2G45190,Unmethylated,AT4G00180,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17381,AT3G47400,Unmethylated,AT4G00190,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17391,AT2G45220,Unmethylated,AT4G00190,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17401,AT2G42010,Unclassified,AT4G00240,Unmethylated,dispersed,Undetermined,NA
17412,AT1G80790,gbM,AT4G00380,Unclassified,dispersed,Undetermined,gbM-Unclassified
17421,AT1G15910,Unclassified,AT4G00380,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
17431,AT3G29375,Unclassified,AT4G00380,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
17441,AT2G16490,teM,AT4G00380,Unclassified,dispersed,Undetermined,teM-Unclassified
17451,AT3G63030,Unmethylated,AT4G00416,teM,dispersed,Different,NA
17461,AT1G80650,Unmethylated,AT4G00420,gbM,dispersed,Different,NA
17471,AT3G49050,Unclassified,AT4G00500,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
17481,AT1G43330,teM,AT4G00540,teM,dispersed,Same,teM-teM
17491,AT2G01800,Unmethylated,AT4G00580,teM,dispersed,Different,NA
17501,AT1G30060,teM,AT4G00580,teM,dispersed,Same,teM-teM
17512,AT2G02770,Unmethylated,AT4G00580,teM,dispersed,Different,NA
17521,AT3G06910,Unclassified,AT4G00690,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
17531,AT1G80245,Unmethylated,AT4G00695,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17541,AT3G61300,Unclassified,AT4G00700,Unmethylated,dispersed,Undetermined,NA
17551,AT3G61160,Unclassified,AT4G00720,gbM,dispersed,Undetermined,gbM-Unclassified
17561,AT3G61150,Unmethylated,AT4G00730,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17571,AT2G15710,teM,AT4G00780,Unmethylated,dispersed,Different,NA
17581,AT3G17380,Unmethylated,AT4G00780,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17591,AT3G18720,Unclassified,AT4G00893,Unmethylated,dispersed,Undetermined,NA
17601,AT3G56470,Unmethylated,AT4G00893,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17612,AT1G57790,Unclassified,AT4G00893,Unmethylated,dispersed,Undetermined,NA
17621,AT1G49360,Unclassified,AT4G00893,Unmethylated,dispersed,Undetermined,NA
17631,AT1G18193,teM,AT4G00953,teM,dispersed,Same,teM-teM
17641,AT3G06455,Unmethylated,AT4G01000,Unclassified,dispersed,Undetermined,NA
17651,AT1G56550,Unmethylated,AT4G01220,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17661,AT3G53330,Unmethylated,AT4G01380,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17671,AT1G45063,Unmethylated,AT4G01380,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17681,AT3G28958,teM,AT4G01380,Unmethylated,dispersed,Different,NA
17691,AT1G58270,Unmethylated,AT4G01390,Unclassified,dispersed,Undetermined,NA
17701,AT3G28220,Unclassified,AT4G01390,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
17712,AT3G17380,Unmethylated,AT4G01390,Unclassified,dispersed,Undetermined,NA
17721,AT4G00780,Unmethylated,AT4G01390,Unclassified,dispersed,Undetermined,NA
17731,AT3G46190,Unmethylated,AT4G01390,Unclassified,dispersed,Undetermined,NA
17741,AT1G01070,Unmethylated,AT4G01430,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17751,AT1G01020,Unmethylated,AT4G01510,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17761,AT3G61980,Unmethylated,AT4G01575,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17771,AT3G15370,Unmethylated,AT4G01630,Unclassified,dispersed,Undetermined,NA
17781,AT1G20190,Unmethylated,AT4G01630,Unclassified,dispersed,Undetermined,NA
17791,AT3G48670,gbM,AT4G01780,Unmethylated,dispersed,Different,NA
17801,AT1G13790,Unclassified,AT4G01780,Unmethylated,dispersed,Undetermined,NA
17812,AT3G12550,Unclassified,AT4G01780,Unmethylated,dispersed,Undetermined,NA
17821,AT2G24960,gbM,AT4G02210,Unmethylated,dispersed,Different,NA
17831,AT3G18650,Unmethylated,AT4G02235,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17841,AT1G55770,Unmethylated,AT4G02250,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17851,AT3G05600,Unmethylated,AT4G02340,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17861,AT3G62720,Unmethylated,AT4G02500,Unclassified,dispersed,Undetermined,NA
17871,AT1G18486,Unmethylated,AT4G02655,gbM,dispersed,Different,NA
17881,AT3G51895,Unmethylated,AT4G02700,Unclassified,dispersed,Undetermined,NA
17891,AT3G07590,gbM,AT4G02840,gbM,dispersed,Same,gbM-gbM
17901,AT2G33720,Unclassified,AT4G02870,Unmethylated,dispersed,Undetermined,NA
17912,AT2G36920,Unmethylated,AT4G02870,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17921,AT2G48080,Unmethylated,AT4G02940,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17931,AT3G62980,gbM,AT4G03190,Unmethylated,dispersed,Different,NA
17941,AT3G07490,Unmethylated,AT4G03290,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17951,AT2G43290,Unmethylated,AT4G03290,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17961,AT2G41090,Unmethylated,AT4G03290,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17971,AT1G05990,Unmethylated,AT4G03290,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
17981,AT1G04940,Unclassified,AT4G03320,gbM,dispersed,Undetermined,gbM-Unclassified
17991,AT1G52870,Unclassified,AT4G03410,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
18001,AT1G46696,teM,AT4G03830,teM,dispersed,Same,teM-teM
18012,AT2G15110,teM,AT4G03830,teM,dispersed,Same,teM-teM
18021,AT1G51172,teM,AT4G03830,teM,dispersed,Same,teM-teM
18031,AT1G11590,teM,AT4G03930,teM,dispersed,Same,teM-teM
18041,AT1G44980,teM,AT4G03930,teM,dispersed,Same,teM-teM
18051,AT3G27980,teM,AT4G03930,teM,dispersed,Same,teM-teM
18061,AT1G11591,gbM,AT4G03940,Unmethylated,dispersed,Different,NA
18071,AT1G11362,Unmethylated,AT4G03945,teM,dispersed,Different,NA
18081,AT3G27999,teM,AT4G03945,teM,dispersed,Same,teM-teM
18091,AT1G11593,teM,AT4G03945,teM,dispersed,Same,teM-teM
18101,AT2G19850,teM,AT4G04030,teM,dispersed,Same,teM-teM
18112,AT3G54730,teM,AT4G04030,teM,dispersed,Same,teM-teM
18121,AT1G12000,Unclassified,AT4G04040,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
18131,AT3G42148,teM,AT4G04078,teM,dispersed,Same,teM-teM
18141,AT2G39960,Unmethylated,AT4G04200,Unclassified,dispersed,Undetermined,NA
18151,AT2G06425,teM,AT4G04265,teM,dispersed,Same,teM-teM
18161,AT3G29340,Unclassified,AT4G04404,Unmethylated,dispersed,Undetermined,NA
18171,AT1G15700,Unmethylated,AT4G04640,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
18181,AT3G25720,teM,AT4G04650,teM,dispersed,Same,teM-teM
18191,AT1G43730,teM,AT4G04650,teM,dispersed,Same,teM-teM
18201,AT3G23633,teM,AT4G04690,Unclassified,dispersed,Undetermined,teM-Unclassified
18212,AT1G65990,teM,AT4G04690,Unclassified,dispersed,Undetermined,teM-Unclassified
18221,AT3G44120,Unclassified,AT4G04690,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
18231,AT2G24510,Unmethylated,AT4G04690,Unclassified,dispersed,Undetermined,NA
18241,AT3G24700,Unmethylated,AT4G04690,Unclassified,dispersed,Undetermined,NA
18251,AT3G13680,Unmethylated,AT4G04690,Unclassified,dispersed,Undetermined,NA
18261,AT3G08750,Unmethylated,AT4G04690,Unclassified,dispersed,Undetermined,NA
18271,AT3G25460,teM,AT4G04690,Unclassified,dispersed,Undetermined,teM-Unclassified
18281,AT3G20030,teM,AT4G04690,Unclassified,dispersed,Undetermined,teM-Unclassified
18291,AT1G54550,teM,AT4G04690,Unclassified,dispersed,Undetermined,teM-Unclassified
18301,AT2G18780,Unclassified,AT4G04690,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
18312,AT3G23420,gbM,AT4G04690,Unclassified,dispersed,Undetermined,gbM-Unclassified
18321,AT3G19560,teM,AT4G04690,Unclassified,dispersed,Undetermined,teM-Unclassified
18331,AT1G77650,Unmethylated,AT4G04690,Unclassified,dispersed,Undetermined,NA
18351,AT1G66490,teM,AT4G04690,Unclassified,dispersed,Undetermined,teM-Unclassified
18361,AT2G04920,Unmethylated,AT4G04690,Unclassified,dispersed,Undetermined,NA
18371,AT2G27520,Unmethylated,AT4G04690,Unclassified,dispersed,Undetermined,NA
18381,AT3G24580,Unmethylated,AT4G04690,Unclassified,dispersed,Undetermined,NA
18391,AT2G17830,Unmethylated,AT4G04690,Unclassified,dispersed,Undetermined,NA
18401,AT3G25090,teM,AT4G04690,Unclassified,dispersed,Undetermined,teM-Unclassified
18412,AT3G49980,teM,AT4G04690,Unclassified,dispersed,Undetermined,teM-Unclassified
18421,AT1G62270,Unclassified,AT4G04690,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
18431,AT2G07140,Unmethylated,AT4G04690,Unclassified,dispersed,Undetermined,NA
18441,AT2G38590,teM,AT4G04690,Unclassified,dispersed,Undetermined,teM-Unclassified
18451,AT3G10430,Unmethylated,AT4G04690,Unclassified,dispersed,Undetermined,NA
18461,AT2G31590,Unmethylated,AT4G04730,teM,dispersed,Different,NA
18471,AT1G48285,teM,AT4G04775,teM,dispersed,Same,teM-teM
18481,AT1G66500,Unmethylated,AT4G04885,gbM,dispersed,Different,NA
18491,AT4G03550,gbM,AT4G04970,gbM,dispersed,Same,gbM-gbM
18501,AT2G23945,gbM,AT4G04985,Unmethylated,dispersed,Different,NA
18512,AT3G19890,Unmethylated,AT4G05080,teM,dispersed,Different,NA
18521,AT2G11035,Unmethylated,AT4G05095,teM,dispersed,Different,NA
18531,AT1G34440,teM,AT4G05095,teM,dispersed,Same,teM-teM
18541,AT3G27590,Unmethylated,AT4G05095,teM,dispersed,Different,NA
18551,AT1G33710,Unmethylated,AT4G05095,teM,dispersed,Different,NA
18561,AT3G25727,teM,AT4G05095,teM,dispersed,Same,teM-teM
18571,AT1G60720,teM,AT4G05095,teM,dispersed,Same,teM-teM
18581,AT2G02520,teM,AT4G05095,teM,dispersed,Same,teM-teM
18591,AT3G45860,Unmethylated,AT4G05200,gbM,dispersed,Different,NA
18601,AT1G61760,Unmethylated,AT4G05220,Unclassified,dispersed,Undetermined,NA
18612,AT1G43910,Unclassified,AT4G05380,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
18621,AT1G30510,gbM,AT4G05390,gbM,dispersed,Same,gbM-gbM
18631,AT1G09460,Unclassified,AT4G05430,Unmethylated,dispersed,Undetermined,NA
18641,AT3G20290,Unclassified,AT4G05520,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
18651,AT1G13120,gbM,AT4G05523,teM,dispersed,Different,gbM-teM
18661,AT1G36970,teM,AT4G05555,teM,dispersed,Same,teM-teM
18671,AT2G11015,teM,AT4G06490,teM,dispersed,Same,teM-teM
18681,AT1G35490,Unclassified,AT4G06598,gbM,dispersed,Undetermined,gbM-Unclassified
18691,AT1G58110,gbM,AT4G06598,gbM,dispersed,Same,gbM-gbM
18701,AT2G03965,teM,AT4G06643,teM,dispersed,Same,teM-teM
18721,AT2G11815,Unmethylated,AT4G07380,teM,dispersed,Different,NA
18731,AT1G27470,Unclassified,AT4G07410,gbM,dispersed,Undetermined,gbM-Unclassified
18741,AT3G29790,teM,AT4G07526,teM,dispersed,Same,teM-teM
18751,AT3G33528,teM,AT4G07526,teM,dispersed,Same,teM-teM
18761,AT3G43880,teM,AT4G07526,teM,dispersed,Same,teM-teM
18771,AT1G49700,Unmethylated,AT4G07675,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
18781,AT3G61370,gbM,AT4G07940,Unmethylated,dispersed,Different,NA
18791,AT1G01210,Unmethylated,AT4G07950,Unclassified,dispersed,Undetermined,NA
18801,AT1G58055,Unmethylated,AT4G08028,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
18811,AT1G56553,Unmethylated,AT4G08028,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
18821,AT1G15757,Unmethylated,AT4G08028,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
18831,AT4G03156,teM,AT4G08190,teM,dispersed,Same,teM-teM
18841,AT1G44780,gbM,AT4G08310,gbM,dispersed,Same,gbM-gbM
18851,AT2G34210,Unclassified,AT4G08350,gbM,dispersed,Undetermined,gbM-Unclassified
18861,AT1G77490,Unmethylated,AT4G08390,Unclassified,dispersed,Undetermined,NA
18871,AT1G37020,teM,AT4G08430,teM,dispersed,Same,teM-teM
18881,AT2G10260,teM,AT4G08430,teM,dispersed,Same,teM-teM
18891,AT3G31910,teM,AT4G08430,teM,dispersed,Same,teM-teM
18901,AT1G36990,gbM,AT4G08510,gbM,dispersed,Same,gbM-gbM
18912,AT1G60970,Unmethylated,AT4G08520,gbM,dispersed,Different,NA
18921,AT3G09800,Unmethylated,AT4G08520,gbM,dispersed,Different,NA
18931,AT1G36150,Unmethylated,AT4G08670,Unclassified,dispersed,Undetermined,NA
18941,AT1G44750,gbM,AT4G08700,gbM,dispersed,Same,gbM-gbM
18951,AT1G35710,teM,AT4G08850,Unclassified,dispersed,Undetermined,teM-Unclassified
18961,AT1G14680,Unmethylated,AT4G09060,Unclassified,dispersed,Undetermined,NA
18971,AT2G28020,Unmethylated,AT4G09070,teM,dispersed,Different,NA
18981,AT2G28230,Unmethylated,AT4G09070,teM,dispersed,Different,NA
18991,AT1G35860,teM,AT4G09080,Unclassified,dispersed,Undetermined,teM-Unclassified
19001,AT1G22930,gbM,AT4G09150,gbM,dispersed,Same,gbM-gbM
19012,AT2G22121,Unmethylated,AT4G09153,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19021,AT1G72160,Unmethylated,AT4G09160,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19031,AT1G10000,Unmethylated,AT4G09490,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19041,AT3G30841,gbM,AT4G09520,gbM,dispersed,Same,gbM-gbM
19051,AT3G48675,Unmethylated,AT4G09545,teM,dispersed,Different,NA
19061,AT2G27315,gbM,AT4G09545,teM,dispersed,Different,gbM-teM
19071,AT3G42565,teM,AT4G09545,teM,dispersed,Same,teM-teM
19081,AT2G24205,teM,AT4G09545,teM,dispersed,Same,teM-teM
19091,AT1G73790,Unmethylated,AT4G09550,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19102,AT1G71940,Unmethylated,AT4G09580,Unclassified,dispersed,Undetermined,NA
19112,AT2G35965,Unmethylated,AT4G09589,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19121,AT1G19260,teM,AT4G09660,teM,dispersed,Same,teM-teM
19131,AT1G41920,teM,AT4G09660,teM,dispersed,Same,teM-teM
