Feature,Methylation,Duplication,tau
AT2G42560,Unmethylated,unclassified,0.848449927448752
AT2G42570,Unmethylated,transposed,0.370470313547682
AT2G42580,Unclassified,wgd,0.229063188366095
AT2G42590,Unmethylated,unclassified,0.119523688659904
AT2G42600,gbM,transposed,0.17744835334886
AT2G42610,Unmethylated,transposed,0.464511595042035
AT2G42620,Unmethylated,unclassified,0.203222968654642
AT2G42640,gbM,unclassified,0.166815885012873
AT2G42650,Unmethylated,wgd,0.283622387386194
AT2G42660,Unmethylated,dispersed,0.825203108149804
AT2G42670,Unmethylated,wgd,0.148467385256982
AT2G42680,Unmethylated,wgd,0.149672600566286
AT2G42690,Unmethylated,unclassified,0.27746669176311
AT2G42700,gbM,unclassified,0.165186913039613
AT2G42710,Unmethylated,unclassified,0.173164256297215
AT2G42720,Unclassified,proximal,0.496704186523584
AT2G42725,Unmethylated,dispersed,0.904406346623407
AT2G42730,Unmethylated,proximal,0.322603871222383
AT2G42740,Unmethylated,wgd,0.286156476509772
AT2G42750,Unclassified,unclassified,0.291668302208877
AT2G42760,Unmethylated,unclassified,0.364454177428738
AT2G42770,Unmethylated,unclassified,0.18997928523726
AT2G42780,Unmethylated,unclassified,0.303761789115008
AT2G42790,Unclassified,wgd,0.300700409495283
AT2G42800,Unmethylated,unclassified,0.510433172827842
AT2G42810,Unclassified,unclassified,0.0763990391946327
AT2G42820,Unmethylated,unclassified,0.339473298149583
AT2G42830,Unmethylated,wgd,0.538420445427996
AT2G42840,Unmethylated,unclassified,0.354770668686127
AT2G42850,Unmethylated,unclassified,0.699895352351621
AT2G42860,Unmethylated,unclassified,0.58859532877599
AT2G42865,Unmethylated,unclassified,0.259000169695934
AT2G42870,Unmethylated,wgd,0.414135509572687
AT2G42880,Unclassified,transposed,0.118443749237725
AT2G42885,Unmethylated,dispersed,0.660771573929514
AT2G42890,gbM,unclassified,0.379432086346472
AT2G42900,Unmethylated,unclassified,0.42545783689129
AT2G42910,Unclassified,unclassified,0.111188853779732
AT2G42920,Unclassified,dispersed,0.233903397857581
AT2G42930,Unmethylated,unclassified,NA
AT2G42940,gbM,unclassified,0.88221777222189
AT2G42950,Unclassified,unclassified,0.434886039895093
AT2G42955,Unmethylated,dispersed,0.538673875854877
AT2G42960,Unmethylated,dispersed,0.27507180058233
AT2G42975,Unmethylated,unclassified,0.370908509855578
AT2G42980,gbM,dispersed,0.546239559479993
AT2G42990,Unmethylated,dispersed,0.680277574037598
AT2G43000,Unmethylated,dispersed,0.680963114048247
AT2G43010,Unmethylated,transposed,0.336156192750938
AT2G43020,gbM,wgd,0.274368148916595
AT2G43030,Unmethylated,unclassified,0.203291160641712
AT2G43040,gbM,unclassified,0.475044058949885
AT2G43050,Unmethylated,dispersed,0.656274412330266
AT2G43060,Unmethylated,unclassified,0.398509490963851
AT2G43070,Unclassified,dispersed,0.0685921574834002
AT2G43080,Unmethylated,unclassified,0.203674972480331
AT2G43090,Unmethylated,tandem,0.103746751214191
AT2G43100,Unmethylated,tandem,0.397658178817388
AT2G43110,Unmethylated,unclassified,0.255307003841306
AT2G43120,Unmethylated,wgd,0.301538522083901
AT2G43130,Unmethylated,transposed,0.176219054156902
AT2G43140,Unmethylated,dispersed,0.796521196598119
AT2G43150,Unmethylated,unclassified,0.354424877852842
AT2G43160,gbM,wgd,0.238454819886528
AT2G43180,Unclassified,unclassified,0.257459002991064
AT2G43190,Unmethylated,unclassified,0.214112679030219
AT2G43200,Unclassified,unclassified,0.225911644449001
AT2G43210,Unclassified,unclassified,0.184389412179822
AT2G43220,Unmethylated,transposed,0.87657646834993
AT2G43230,Unclassified,wgd,0.651838206058879
AT2G43235,Unclassified,unclassified,0.140991887699546
AT2G43240,Unclassified,wgd,0.217217041532073
AT2G43250,gbM,unclassified,0.199533677241559
AT2G43255,Unmethylated,dispersed,0.8858904460824
AT2G43260,Unmethylated,proximal,0.121152493508184
AT2G43261,Unmethylated,unclassified,0.817638330927689
AT2G43270,Unclassified,proximal,0.800156869727895
AT2G43280,Unmethylated,wgd,0.0909160396053314
AT2G43290,Unmethylated,dispersed,0.22234114894126
AT2G43310,Unmethylated,unclassified,0.180363199750093
AT2G43320,Unclassified,unclassified,0.182630697040617
AT2G43330,gbM,unclassified,0.219534919028699
AT2G43340,Unmethylated,unclassified,0.237827706456015
AT2G43350,Unmethylated,dispersed,0.129279874717504
AT2G43360,Unmethylated,unclassified,0.181138661113125
AT2G43370,Unclassified,unclassified,0.140079127698044
AT2G43386,Unmethylated,unclassified,0.918778285783119
AT2G43390,Unmethylated,unclassified,0.832091976676639
AT2G43400,Unclassified,unclassified,0.345337542522603
AT2G43410,gbM,unclassified,0.20747770769219
AT2G43420,Unclassified,unclassified,0.141898307194989
AT2G43430,gbM,unclassified,0.100160228496181
AT2G43440,Unmethylated,tandem,0.587206738841045
AT2G43445,Unmethylated,tandem,0.569283093148348
AT2G43450,Unmethylated,unclassified,0.895171779373381
AT2G43460,Unmethylated,wgd,0.222810477013461
AT2G43465,Unmethylated,unclassified,0.125308947318567
AT2G43470,Unmethylated,unclassified,0.740362871825254
AT2G43480,Unclassified,unclassified,0.847889445883716
AT2G43490,gbM,wgd,0.36817533759404
AT2G43500,Unclassified,wgd,0.351458168485451
AT2G43510,Unmethylated,tandem,0.564379786898272
AT2G43520,Unmethylated,tandem,0.457079645914802
AT2G43530,Unmethylated,tandem,0.247115116794707
AT2G43535,Unmethylated,tandem,0.322600528665905
AT2G43540,Unmethylated,unclassified,0.298686695376261
AT2G43550,Unmethylated,unclassified,0.252434303561666
AT2G43560,Unclassified,unclassified,0.229405688961312
AT2G43570,Unmethylated,tandem,0.593624377413562
AT2G43580,Unmethylated,tandem,0.815409249935361
AT2G43590,Unmethylated,tandem,0.537135222865287
AT2G43600,Unmethylated,unclassified,0.904656657957193
AT2G43610,Unmethylated,tandem,0.636518441677859
AT2G43620,Unmethylated,tandem,0.502924297109273
AT2G43630,Unclassified,wgd,0.162248563069107
AT2G43640,Unclassified,unclassified,0.152617338170734
AT2G43650,Unclassified,unclassified,0.166405700629465
AT2G43660,Unmethylated,tandem,0.725530975836398
AT2G43670,Unmethylated,tandem,0.717084938315628
AT2G43680,Unclassified,wgd,0.167701142361957
AT2G43690,Unmethylated,wgd,0.431961091388924
AT2G43700,Unclassified,tandem,0.206785723476106
AT2G43710,gbM,transposed,0.153406173710256
AT2G43720,Unmethylated,unclassified,0.322212210583843
AT2G43730,Unmethylated,tandem,0.914192500725658
AT2G43740,Unmethylated,tandem,0.909583831567901
AT2G43745,Unmethylated,unclassified,0.530787076295166
AT2G43750,Unclassified,wgd,0.172524605085332
AT2G43760,gbM,unclassified,0.20773739058879
AT2G43770,gbM,unclassified,0.148102151648788
AT2G43780,Unmethylated,unclassified,0.256798144694688
AT2G43790,Unclassified,unclassified,0.268564560783859
AT2G43795,Unmethylated,wgd,0.921893232388404
AT2G43800,Unmethylated,dispersed,0.296647503085869
AT2G43810,Unmethylated,wgd,0.203453096741483
AT2G43820,Unmethylated,tandem,0.523146406443102
AT2G43840,Unmethylated,tandem,0.364708202759654
AT2G43850,Unmethylated,wgd,0.205963607381435
AT2G43860,Unmethylated,unclassified,0.85806038463853
AT2G43865,teM,unclassified,0.94137292938704
AT2G43870,Unmethylated,wgd,0.725453035096181
AT2G43880,Unmethylated,tandem,0.890652838477451
AT2G43890,Unmethylated,tandem,0.914606567496795
AT2G43900,gbM,transposed,0.394823967079353
AT2G43910,Unmethylated,tandem,0.285251584866951
AT2G43920,Unmethylated,tandem,0.405741147264705
AT2G43930,Unmethylated,unclassified,0.554381522629122
AT2G43940,Unclassified,proximal,0.162632604961953
AT2G43945,Unmethylated,wgd,0.158485019510732
AT2G43950,Unmethylated,unclassified,0.220129496611563
AT2G43960,Unmethylated,unclassified,0.793346367778114
AT2G43970,Unclassified,unclassified,0.202080736117706
AT2G43980,gbM,unclassified,0.0805016821203786
AT2G43990,Unmethylated,unclassified,0.256490858597276
AT2G44000,Unmethylated,unclassified,0.493668713365676
AT2G44010,Unmethylated,wgd,0.718970691831691
AT2G44020,Unclassified,unclassified,0.170014781817058
AT2G44030,Unmethylated,dispersed,0.936716647042365
AT2G44040,Unclassified,wgd,0.238516060407469
AT2G44050,Unmethylated,unclassified,0.127756425338537
AT2G44060,Unmethylated,unclassified,0.100790376778497
AT2G44065,Unclassified,unclassified,0.14947767487183
AT2G44070,Unmethylated,dispersed,0.842251703046687
AT2G44080,Unmethylated,wgd,0.267176541752235
AT2G44090,gbM,wgd,0.300437947166326
AT2G44100,Unclassified,wgd,0.15786141140554
AT2G44110,Unmethylated,unclassified,0.843271987598961
AT2G44120,Unmethylated,dispersed,0.188063902924832
AT2G44130,Unmethylated,dispersed,NA
AT2G44140,Unclassified,wgd,0.193145920037598
AT2G44150,Unclassified,wgd,0.113270763405024
AT2G44160,Unclassified,wgd,0.112727622925769
AT2G44175,teM,unclassified,0.931666999452021
AT2G44180,Unclassified,wgd,0.171629449750434
AT2G44190,Unmethylated,wgd,0.438171166195081
AT2G44195,Unmethylated,proximal,0.694250653860712
AT2G44198,Unmethylated,unclassified,0.945968380378907
AT2G44200,Unclassified,proximal,0.148651180216248
AT2G44210,Unmethylated,unclassified,0.219779942804745
AT2G44220,Unclassified,proximal,0.93299340449251
AT2G44230,Unmethylated,proximal,0.452867241576747
AT2G44240,Unmethylated,proximal,0.780747889028291
AT2G44250,Unmethylated,unclassified,0.785886505038449
AT2G44260,Unclassified,proximal,0.362460253365724
AT2G44270,Unclassified,transposed,0.134739450078924
AT2G44280,Unclassified,wgd,0.4398719067621
AT2G44290,Unmethylated,tandem,0.357794359844231
AT2G44300,Unmethylated,tandem,0.282853210060507
AT2G44310,Unmethylated,unclassified,0.251718456730208
AT2G44330,Unmethylated,wgd,0.875918413126009
AT2G44340,Unmethylated,wgd,0.913070503639021
AT2G44350,Unclassified,wgd,0.171791926444573
AT2G44360,Unmethylated,unclassified,0.153027735881222
AT2G44370,Unmethylated,tandem,0.788390621258741
AT2G44380,Unmethylated,tandem,0.843327199606131
AT2G44390,Unmethylated,tandem,0.899186321627698
AT2G44400,Unmethylated,dispersed,0.70883945187142
AT2G44410,Unclassified,unclassified,0.260269401866334
AT2G44420,Unclassified,unclassified,0.159512531929462
AT2G44430,Unmethylated,wgd,0.289597254852359
AT2G44440,Unclassified,dispersed,0.150621014285475
AT2G44450,Unmethylated,dispersed,0.463445119559339
AT2G44460,Unmethylated,wgd,0.6335097898671
AT2G44470,teM,tandem,0.762784282516902
AT2G44480,Unmethylated,unclassified,0.657268214028745
AT2G44490,Unmethylated,unclassified,0.288977354110836
AT2G44500,Unmethylated,unclassified,0.25497806793206
AT2G44510,Unclassified,dispersed,0.271634728533577
AT2G44520,Unmethylated,unclassified,0.122050763506522
AT2G44525,Unmethylated,wgd,0.114271264850587
AT2G44530,Unclassified,transposed,0.0813255891835133
AT2G44540,teM,tandem,0.850671519151184
AT2G44550,teM,tandem,0.888939577090105
AT2G44560,teM,tandem,0.823137320979296
AT2G44570,teM,tandem,0.544095312380319
AT2G44578,Unmethylated,tandem,0.604400575162196
AT2G44580,Unmethylated,unclassified,0.311476005297844
AT2G44581,Unmethylated,tandem,0.874932922205897
AT2G44590,Unmethylated,wgd,0.605103448147817
AT2G44600,Unmethylated,wgd,0.21474923162465
AT2G44610,Unclassified,unclassified,0.117943716295236
AT2G44620,Unmethylated,unclassified,0.12747069959595
AT2G44630,Unmethylated,proximal,0.290140655076314
AT2G44640,Unclassified,unclassified,0.199684261671944
AT2G44650,Unmethylated,wgd,0.204237988731551
AT2G44660,Unmethylated,unclassified,0.257241609590777
AT2G44670,Unmethylated,transposed,0.188430252165803
AT2G44680,Unmethylated,wgd,0.0711733469601974
AT2G44690,Unmethylated,unclassified,0.433708229045863
AT2G44700,Unmethylated,proximal,0.436057777894395
AT2G44710,gbM,unclassified,0.242321206364491
AT2G44730,Unmethylated,dispersed,0.244103626754138
AT2G44735,Unmethylated,dispersed,0.415354857214904
AT2G44740,Unmethylated,transposed,0.431219534410668
AT2G44745,Unmethylated,dispersed,0.56736189288203
AT2G44750,Unmethylated,dispersed,0.251299417058047
AT2G44760,Unclassified,unclassified,0.13466369059547
AT2G44770,Unmethylated,wgd,0.222875188004533
AT2G44790,Unmethylated,wgd,0.673046429919661
AT2G44800,Unclassified,wgd,0.31688063914731
AT2G44810,Unmethylated,unclassified,0.853673635386296
AT2G44820,Unmethylated,unclassified,0.112711576942803
AT2G44830,gbM,unclassified,0.238924455604976
AT2G44840,Unmethylated,transposed,0.449727566486087
AT2G44850,Unmethylated,unclassified,0.28088123679139
AT2G44860,Unmethylated,unclassified,0.187134521284003
AT2G44870,Unmethylated,unclassified,0.134196273105463
AT2G44880,Unclassified,unclassified,0.254140082871767
AT2G44890,Unmethylated,dispersed,0.880491960334723
AT2G44900,gbM,wgd,0.131208885227984
AT2G44910,Unmethylated,wgd,0.463103035916787
AT2G44920,Unmethylated,unclassified,0.228130865770102
AT2G44925,teM,dispersed,0.862973661227415
AT2G44930,Unmethylated,wgd,0.488032068321523
AT2G44940,Unmethylated,wgd,0.361620771802269
AT2G44950,gbM,unclassified,0.0994011948638562
AT2G44970,gbM,unclassified,0.287499256050097
AT2G44980,Unclassified,unclassified,0.333476178448634
AT2G44990,Unmethylated,unclassified,0.836286086027579
AT2G44993,Unmethylated,unclassified,0.930652390114106
AT2G45000,Unmethylated,unclassified,0.151317587428723
AT2G45010,Unmethylated,dispersed,0.196315984702318
AT2G45030,Unclassified,dispersed,0.129152596116222
AT2G45040,Unmethylated,transposed,0.606998966844485
AT2G45050,Unmethylated,wgd,0.518889076309272
AT2G45060,Unmethylated,unclassified,0.221512424339215
AT2G45070,Unmethylated,wgd,0.161808322012004
AT2G45080,Unmethylated,wgd,0.426365726157324
AT2G45100,Unmethylated,dispersed,0.154428522343429
AT2G45110,Unmethylated,wgd,0.856792827829277
AT2G45120,Unmethylated,wgd,0.501756738537164
AT2G45130,Unmethylated,unclassified,0.784433794014605
AT2G45135,Unmethylated,unclassified,0.666200767414033
AT2G45140,Unmethylated,wgd,0.138263249548151
AT2G45150,Unmethylated,wgd,0.268709566905203
AT2G45160,Unmethylated,wgd,0.168879997128569
AT2G45170,Unmethylated,wgd,0.357090191885247
AT2G45180,Unmethylated,transposed,0.295722885063763
AT2G45190,Unmethylated,dispersed,0.357500988839955
AT2G45200,Unmethylated,unclassified,0.11238804410309
AT2G45210,Unmethylated,wgd,0.553695709822113
AT2G45220,Unmethylated,dispersed,0.690734150297282
AT2G45240,Unclassified,unclassified,0.133062265993917
AT2G45243,Unmethylated,unclassified,0.463378945031644
AT2G45250,Unmethylated,dispersed,0.187112353415119
AT2G45260,Unmethylated,transposed,0.158827071120579
AT2G45270,gbM,unclassified,0.148827262929021
AT2G45280,Unmethylated,unclassified,0.192467701465823
AT2G45290,Unclassified,wgd,0.338849901385462
AT2G45300,Unmethylated,dispersed,0.129331637453677
AT2G45310,Unmethylated,dispersed,0.477159894771132
AT2G45320,Unmethylated,unclassified,0.219747164476207
AT2G45330,Unmethylated,dispersed,0.230089851337002
AT2G45340,Unmethylated,dispersed,0.202004628854912
AT2G45350,Unmethylated,unclassified,0.461165399884061
AT2G45360,Unmethylated,wgd,0.744681010517729
AT2G45380,teM,transposed,0.285156603904909
AT2G45400,Unmethylated,dispersed,0.367069702002911
AT2G45403,Unmethylated,dispersed,0.877775878340128
AT2G45405,NA,unclassified,0.876666144489775
AT2G45406,Unmethylated,dispersed,0.953739652397721
AT2G45410,Unmethylated,tandem,0.849299943982931
AT2G45420,Unmethylated,tandem,0.549883319653639
AT2G45430,Unmethylated,wgd,0.727785273010248
AT2G45440,gbM,wgd,0.158175762165233
AT2G45450,Unmethylated,wgd,0.416158292901943
AT2G45460,Unclassified,unclassified,0.171250220025856
AT2G45470,Unmethylated,wgd,0.177795062253897
AT2G45480,gbM,unclassified,0.526016054732386
AT2G45490,Unclassified,unclassified,0.411128703505972
AT2G45500,Unclassified,unclassified,0.242195741714761
AT2G45510,Unclassified,dispersed,0.525979971633952
AT2G45520,Unclassified,unclassified,0.113282987780808
AT2G45530,Unmethylated,unclassified,0.176398488287731
AT2G45540,gbM,wgd,0.118999263755598
AT2G45550,Unmethylated,wgd,0.89701765049706
AT2G45560,Unmethylated,tandem,0.370511812586611
AT2G45570,Unmethylated,tandem,0.672094170494907
AT2G45580,Unmethylated,tandem,0.801015541498613
AT2G45590,Unmethylated,transposed,0.145709102441868
AT2G45600,Unmethylated,tandem,0.355028111406482
AT2G45610,Unmethylated,tandem,0.809762052004417
AT2G45620,Unclassified,unclassified,0.155838655582342
AT2G45630,Unmethylated,dispersed,0.192575308442406
AT2G45640,Unmethylated,unclassified,0.175987646941148
AT2G45650,Unclassified,wgd,0.540418015784435
AT2G45660,Unmethylated,transposed,0.40691802754429
AT2G45670,Unclassified,unclassified,0.174347232757516
AT2G45680,Unmethylated,transposed,0.207465126816082
AT2G45690,gbM,unclassified,0.183977912615081
AT2G45695,Unmethylated,dispersed,0.200385799634205
AT2G45700,Unclassified,unclassified,0.120908722880118
AT2G45710,Unmethylated,dispersed,0.222997800508176
AT2G45720,Unmethylated,wgd,0.175504239285278
AT2G45730,Unclassified,unclassified,0.209508899447101
AT2G45740,Unmethylated,wgd,0.224262500937269
AT2G45750,Unmethylated,wgd,0.382479828853244
AT2G45760,Unmethylated,wgd,0.698715233324504
AT2G45770,Unmethylated,unclassified,0.186690616832071
AT2G45790,Unclassified,unclassified,0.154977198150844
AT2G45800,Unmethylated,wgd,0.68960964116314
AT2G45810,Unmethylated,wgd,0.0566810093636428
AT2G45820,Unmethylated,wgd,0.160074916878648
AT2G45830,Unmethylated,wgd,0.433102034829688
AT2G45840,Unmethylated,tandem,0.681124953877977
AT2G45850,Unmethylated,wgd,0.20878216959809
AT2G45860,Unmethylated,unclassified,0.273016516703116
AT2G45870,Unmethylated,wgd,0.276118180239523
AT2G45880,gbM,wgd,0.0748048879662145
AT2G45890,Unmethylated,wgd,0.49926617333563
AT2G45900,Unmethylated,wgd,0.347857245197907
AT2G45910,gbM,wgd,0.246378940490459
AT2G45920,gbM,tandem,0.370562637330714
AT2G45930,Unmethylated,dispersed,0.449540475052728
AT2G45940,Unmethylated,dispersed,0.584900733371175
AT2G45950,gbM,wgd,0.212120780713382
AT2G45960,Unmethylated,wgd,0.177589457803735
AT2G45970,Unmethylated,wgd,0.242362013584114
AT2G45980,Unclassified,wgd,0.263379146517641
AT2G45990,Unmethylated,unclassified,0.152241630132627
AT2G46000,Unmethylated,unclassified,0.307843542682231
AT2G46020,gbM,unclassified,0.0717985783203233
AT2G46030,Unclassified,unclassified,0.314386885385556
AT2G46040,Unmethylated,unclassified,0.346904175420352
AT2G46050,Unclassified,unclassified,0.375837414478187
AT2G46060,gbM,unclassified,0.0901382746936653
AT2G46070,gbM,wgd,0.393573113883012
AT2G46080,Unclassified,wgd,0.231613054248611
AT2G46090,Unmethylated,unclassified,0.124789476640363
AT2G46100,Unmethylated,unclassified,0.272504387829528
AT2G46110,Unmethylated,wgd,0.1982266517276
AT2G46130,Unclassified,wgd,0.846557782515391
AT2G46140,Unmethylated,wgd,0.490473361848124
AT2G46150,Unmethylated,wgd,0.460605219163209
AT2G46160,Unmethylated,wgd,0.303956934622464
AT2G46170,Unmethylated,wgd,0.306283851463394
AT2G46180,gbM,wgd,0.125289780653552
AT2G46190,teM,unclassified,0.953190575209279
AT2G46200,Unclassified,unclassified,0.185572773156893
AT2G46210,Unmethylated,wgd,0.94667195124376
AT2G46220,Unmethylated,unclassified,0.410368038316856
AT2G46225,Unmethylated,unclassified,0.135703687674713
AT2G46230,Unclassified,dispersed,0.152854457343522
AT2G46240,Unmethylated,unclassified,0.505053660534408
AT2G46250,Unmethylated,wgd,0.284908399205577
AT2G46260,gbM,wgd,0.404872601664108
AT2G46270,Unmethylated,wgd,0.232774327019893
AT2G46280,Unmethylated,tandem,0.117179299976124
AT2G46290,Unmethylated,tandem,0.278329112403112
AT2G46300,Unmethylated,wgd,0.745660753431262
AT2G46308,Unmethylated,unclassified,0.92150677220718
AT2G46310,Unmethylated,wgd,0.182574796458008
AT2G46320,Unmethylated,dispersed,0.338592477673121
AT2G46330,Unmethylated,wgd,0.169822478553986
AT2G46340,gbM,dispersed,0.215967506420064
AT2G46360,Unmethylated,unclassified,0.834238330805606
AT2G46370,Unmethylated,unclassified,0.359685978730907
AT2G46375,Unmethylated,wgd,0.634388595994012
AT2G46380,Unmethylated,wgd,0.243868427180865
AT2G46390,Unmethylated,unclassified,0.174353042996356
AT2G46400,Unmethylated,transposed,0.385520011926552
AT2G46410,Unmethylated,wgd,0.406553219310013
AT2G46420,Unmethylated,wgd,0.137059398585713
AT2G46430,Unmethylated,wgd,0.419114413245902
AT2G46440,Unmethylated,unclassified,0.568674087056535
AT2G46450,Unclassified,unclassified,0.327301635542844
AT2G46455,Unmethylated,unclassified,0.493079408791984
AT2G46460,teM,dispersed,0.980225945574873
AT2G46470,Unmethylated,unclassified,0.102877271936647
AT2G46480,Unmethylated,dispersed,0.719406826815427
AT2G46490,Unmethylated,dispersed,0.357193891039557
AT2G46493,Unmethylated,dispersed,0.779017224960543
AT2G46494,Unmethylated,tandem,0.855188689446084
AT2G46495,Unclassified,tandem,0.919530124564258
AT2G46500,gbM,transposed,0.360379903832159
AT2G46505,Unmethylated,unclassified,0.145294367468451
AT2G46510,Unclassified,wgd,0.27423992150089
AT2G46520,Unclassified,unclassified,0.230955903277817
AT2G46530,gbM,wgd,0.236016667012
AT2G46535,Unmethylated,wgd,0.22015312782231
AT2G46540,Unmethylated,unclassified,0.153716407021364
AT2G46550,gbM,wgd,0.173748393848561
AT2G46560,gbM,unclassified,0.0634450176315258
AT2G46567,Unmethylated,unclassified,NA
AT2G46570,gbM,unclassified,0.241625299823886
AT2G46580,Unmethylated,unclassified,0.234175406544887
AT2G46590,Unmethylated,wgd,0.223741500334852
AT2G46600,Unmethylated,unclassified,0.194798014918671
AT2G46610,Unmethylated,wgd,0.269861775674766
AT2G46620,Unmethylated,unclassified,0.236839945652213
AT2G46630,Unmethylated,unclassified,0.251501232045576
AT2G46640,Unmethylated,unclassified,0.531220279665049
AT2G46650,Unmethylated,unclassified,0.355329842751633
AT2G46660,Unmethylated,wgd,0.417672343153178
AT2G46670,Unmethylated,dispersed,0.827673269597587
AT2G46680,Unmethylated,wgd,0.406444441510394
AT2G46690,Unmethylated,wgd,0.34961794360739
AT2G46700,Unclassified,transposed,0.167740835373503
AT2G46710,Unmethylated,unclassified,0.29584771703233
AT2G46720,Unmethylated,dispersed,0.427382808779965
AT2G46735,Unmethylated,unclassified,0.256181287432474
AT2G46740,Unclassified,tandem,0.887221007969375
AT2G46750,Unmethylated,tandem,0.854992746085085
AT2G46760,Unmethylated,tandem,0.425025674864997
AT2G46765,teM,unclassified,0.787947920421777
AT2G46770,Unmethylated,wgd,0.699067020980257
AT2G46780,Unmethylated,dispersed,0.266001571770048
AT2G46790,Unmethylated,dispersed,0.498893629001787
AT2G46800,Unmethylated,wgd,0.224435938404676
AT2G46810,Unmethylated,wgd,0.271477636766469
AT2G46820,Unmethylated,dispersed,0.245720605349684
AT2G46830,Unclassified,wgd,0.494073169854825
AT2G46840,Unmethylated,transposed,0.636832519401863
AT2G46850,Unclassified,unclassified,0.790720932417618
AT2G46860,Unmethylated,wgd,0.784307744147383
AT2G46870,Unmethylated,wgd,0.326698913238717
AT2G46880,Unmethylated,unclassified,0.889711804761269
AT2G46890,Unmethylated,unclassified,0.342384021504512
AT2G46900,gbM,unclassified,0.280927885098953
AT2G46910,Unmethylated,unclassified,0.221968079060361
AT2G46915,Unmethylated,unclassified,0.190357683867939
AT2G46920,gbM,unclassified,0.127256052876448
AT2G46930,Unclassified,wgd,0.1548346945986
AT2G46940,Unmethylated,wgd,0.594262996387415
AT2G46950,Unmethylated,tandem,0.554692908651626
AT2G46960,Unmethylated,tandem,0.718104547900612
AT2G46970,Unmethylated,wgd,0.353335879922187
AT2G46980,Unmethylated,unclassified,0.188056097719454
AT2G46990,Unmethylated,wgd,0.637051239646618
AT2G46995,Unmethylated,unclassified,0.847370598738168
AT2G47000,Unmethylated,wgd,0.446134858983624
AT2G47010,Unmethylated,unclassified,0.339729943104775
AT2G47020,Unclassified,unclassified,0.327739987850339
AT2G47030,Unmethylated,wgd,0.719712612411217
AT2G47040,Unmethylated,tandem,0.702522023512936
AT2G47050,Unmethylated,unclassified,0.663702173001537
AT2G47060,Unmethylated,wgd,0.273321814630836
AT2G47070,Unclassified,dispersed,0.124619313936572
AT2G47090,Unclassified,wgd,0.172593537063491
AT2G47110,Unmethylated,wgd,0.194123473794811
AT2G47115,Unmethylated,unclassified,0.788317980781701
AT2G47120,Unmethylated,tandem,0.869389317992085
AT2G47130,Unmethylated,tandem,0.53891467772886
AT2G47140,Unmethylated,tandem,0.768156692171566
AT2G47150,Unmethylated,tandem,0.797126454310459
AT2G47160,Unmethylated,wgd,0.328973520202059
AT2G47170,Unclassified,wgd,0.146256471992409
AT2G47180,Unmethylated,unclassified,0.533920959631887
AT2G47190,Unmethylated,unclassified,0.708300562584021
AT2G47200,Unmethylated,unclassified,0.953280975327668
AT2G47210,gbM,unclassified,0.140394751034171
AT2G47220,Unclassified,transposed,0.213358039721787
AT2G47230,Unmethylated,wgd,0.246428442412825
AT2G47240,Unmethylated,unclassified,0.174569381227503
AT2G47245,Unmethylated,unclassified,0.72170656671533
AT2G47250,Unclassified,wgd,0.0838121599532477
AT2G47260,Unmethylated,transposed,0.304867088619591
AT2G47270,Unmethylated,unclassified,0.596500580945909
AT2G47280,Unmethylated,dispersed,0.850386242318895
AT2G47300,gbM,unclassified,0.227435297293695
AT2G47310,Unmethylated,dispersed,0.163569733650612
AT2G47320,Unmethylated,dispersed,0.0991329444699715
AT2G47330,Unmethylated,unclassified,0.241054143235212
AT2G47340,Unmethylated,wgd,0.839061472374805
AT2G47350,gbM,dispersed,0.177579841626839
AT2G47360,Unmethylated,wgd,0.622571867222956
AT2G47370,Unmethylated,dispersed,0.287954158152911
AT2G47380,Unmethylated,dispersed,0.147514617513016
AT2G47390,gbM,unclassified,0.116522350790769
AT2G47400,Unmethylated,wgd,0.281660642437003
AT2G47410,gbM,dispersed,0.206143363027657
AT2G47420,Unmethylated,unclassified,0.183076421045478
AT2G47430,Unclassified,unclassified,0.756606119899779
AT2G47440,Unmethylated,wgd,0.225094340271752
AT2G47450,Unmethylated,unclassified,0.205636961614501
AT2G47460,Unmethylated,wgd,0.455509356030593
AT2G47470,Unmethylated,unclassified,0.126994164682471
AT2G47480,Unmethylated,wgd,0.402517106974147
AT2G47485,Unmethylated,wgd,0.426938920304395
AT2G47490,Unclassified,unclassified,0.381349522126284
AT2G47500,Unmethylated,dispersed,0.206143266890633
AT2G47510,Unclassified,dispersed,0.150433519236126
AT2G47520,Unmethylated,dispersed,0.753407208701795
AT2G47530,Unmethylated,wgd,0.930038754889935
AT2G47540,Unmethylated,tandem,0.929953990464472
AT2G47550,Unmethylated,wgd,0.666583501744005
AT2G47560,Unmethylated,wgd,0.507771238854108
AT2G47570,Unmethylated,transposed,0.83214515275215
AT2G47580,Unclassified,unclassified,0.139930007065474
AT2G47590,Unmethylated,unclassified,0.162208582481804
AT2G47600,Unclassified,unclassified,0.309000440554713
AT2G47610,Unmethylated,wgd,0.162650710109009
AT2G47620,Unclassified,unclassified,0.130539673749191
AT2G47630,Unmethylated,wgd,0.308361499765115
AT2G47640,Unmethylated,wgd,0.22018486987993
AT2G47650,Unmethylated,wgd,0.246588016689877
AT2G47670,Unmethylated,wgd,0.634287914500105
AT2G47680,Unmethylated,unclassified,0.253469382094831
